gender,division,game_id,boxscore_id,date,status,start_time,home_team_full,home_team_short,home_team_score,home_record,home_conference,away_team_full,away_team_short,away_team_score,away_record,away_conference,home_shots,home_sot,away_shots,away_sot
men,d1,345594,6465025,08-28-2025,final,01:00PM ET,University of St. Thomas (Minnesota),St. Thomas (MN),2,(2-0-1),Summit League,Utah Tech University,Utah Tech,1,(0-1-2),WAC,12.0,6.0,6.0,3.0
men,d1,347895,6465244,08-28-2025,final,01:30PM ET,DePaul University,DePaul,2,(1-0-2),Big East,Chicago State University,Chicago St.,1,(0-3-0),NEC,21.0,6.0,4.0,2.0
men,d1,6406831,6465174,08-28-2025,final,02:00PM ET,Saint Francis University,Saint Francis,0,(0-2-0),NEC,St. Bonaventure University,St. Bonaventure,1,(1-2-0),Atlantic 10,8.0,3.0,6.0,3.0
men,d1,355133,6466240,08-28-2025,final,04:00PM ET,University of Dayton,Dayton,0,(1-0-2),Atlantic 10,Temple University,Temple,0,(0-2-1),American,15.0,6.0,2.0,0.0
men,d1,356011,6466407,08-28-2025,final,04:00PM ET,"University of Massachusetts, Amherst",Massachusetts,5,(2-0-1),Summit League,Quinnipiac University,Quinnipiac,2,(0-2-0),MAAC,18.0,10.0,8.0,4.0
men,d1,342521,6464562,08-28-2025,final,05:30PM ET,Wake Forest University,Wake Forest,2,(2-0-0),ACC,Oral Roberts University,Oral Roberts,0,(0-2-1),Summit League,12.0,2.0,3.0,1.0
men,d1,348462,6465370,08-28-2025,final,06:00PM ET,Binghamton University,Binghamton,2,(1-2-0),America East,Mount St. Mary's University,Mount St. Mary's,1,(0-1-1),MAAC,7.0,3.0,13.0,7.0
men,d1,347346,6465146,08-28-2025,final,06:00PM ET,Northern Illinois University,NIU,5,(2-0-1),MVC,Western Illinois University,Western Ill.,0,(1-2-0),OVC,20.0,10.0,5.0,1.0
men,d1,339871,6464026,08-28-2025,final,06:00PM ET,University of Memphis,Memphis,2,(1-1-1),American,Mercer University,Mercer,0,(1-1-1),SoCon,12.0,6.0,9.0,1.0
men,d1,337621,6463376,08-28-2025,final,06:00PM ET,Bradley University,Bradley,1,(1-1-1),MVC,University of Wisconsin-Milwaukee,Milwaukee,0,(0-2-1),Horizon,15.0,6.0,19.0,11.0
men,d1,341571,6464386,08-28-2025,final,06:30PM ET,Radford University,Radford,1,(0-1-1),Big South,Liberty University,Liberty,1,(2-0-1),OVC,8.0,3.0,10.0,2.0
men,d1,350770,6465755,08-28-2025,final,06:30PM ET,University at Albany,UAlbany,1,(1-0-1),America East,Central Connecticut State University,Central Conn. St.,0,(0-1-0),NEC,23.0,10.0,2.0,0.0
men,d1,348465,6465374,08-28-2025,final,07:00PM ET,George Mason University,George Mason,4,(1-1-0),Atlantic 10,University of Virginia,Virginia,1,(2-1-0),ACC,18.0,8.0,16.0,7.0
men,d1,355987,6466380,08-28-2025,final,07:00PM ET,Merrimack College,Merrimack,2,(1-2-0),MAAC,Stonehill College,Stonehill,3,(1-2-0),NEC,12.0,4.0,15.0,9.0
men,d1,352602,6466002,08-28-2025,final,07:00PM ET,"University of California, Berkeley",California,1,(2-1-0),ACC,University of San Francisco,San Francisco,2,(2-1-0),WCC,8.0,3.0,7.0,3.0
men,d1,352306,6465910,08-28-2025,final,07:00PM ET,Seattle University,Seattle U,0,(0-2-1),WCC,"University of Nevada, Las Vegas",UNLV,0,(1-0-1),WAC,12.0,2.0,3.0,2.0
men,d1,6415758,6465833,08-28-2025,final,07:00PM ET,St. John's University (New York),St. John's (NY),5,(2-1-0),Big East,University of New Hampshire,New Hampshire,0,(0-2-1),America East,19.0,11.0,3.0,2.0
men,d1,349057,6465494,08-28-2025,final,07:00PM ET,New Jersey Institute of Technology,NJIT,0,(0-2-1),America East,University of Connecticut,UConn,0,(1-0-2),Big East,14.0,5.0,13.0,4.0
men,d1,348994,6465474,08-28-2025,final,07:00PM ET,Stetson University,Stetson,3,(1-2-0),ASUN,Presbyterian College,Presbyterian,0,(1-1-1),Big South,15.0,6.0,5.0,2.0
men,d1,6403103,6464964,08-28-2025,final,07:00PM ET,Wright State University,Wright St.,0,(0-2-0),Horizon,Bowling Green State University,Bowling Green,3,(1-1-1),MVC,12.0,6.0,11.0,8.0
men,d1,342241,6464546,08-28-2025,final,07:00PM ET,Syracuse University,Syracuse,1,(1-1-1),ACC,Pennsylvania State University,Penn St.,1,(1-1-1),Big Ten,8.0,3.0,13.0,5.0
men,d1,341967,6464475,08-28-2025,final,07:00PM ET,Florida Atlantic University,Fla. Atlantic,1,(3-0-0),American,Jacksonville University,Jacksonville,0,(1-2-0),ASUN,8.0,3.0,8.0,3.0
men,d1,6391973,6464059,08-28-2025,final,07:00PM ET,Furman University,Furman,6,(2-0-1),SoCon,North Greenville University,North Greenville,2,(0-0-0),Conference Carolinas,22.0,10.0,7.0,6.0
men,d1,339852,6464012,08-28-2025,final,07:00PM ET,Utah Valley University,Utah Valley,2,(3-0-0),WAC,Florida Gulf Coast University,FGCU,0,(1-1-0),ASUN,12.0,8.0,9.0,2.0
men,d1,6391764,6463986,08-28-2025,final,07:00PM ET,The Ohio State University,Ohio St.,1,(1-1-0),Big Ten,Oakland University,Oakland,0,(0-2-1),Horizon,19.0,5.0,5.0,2.0
men,d1,339341,6463826,08-28-2025,final,07:00PM ET,Wofford College,Wofford,0,(0-2-0),SoCon,Georgia Southern University,Ga. Southern,1,(2-0-1),Sun Belt,8.0,1.0,16.0,5.0
men,d1,338954,6463663,08-28-2025,final,07:00PM ET,University of South Florida,South Fla.,1,(1-0-2),American,The University of North Carolina at Greensboro,UNC Greensboro,1,(2-0-1),SoCon,7.0,3.0,9.0,5.0
men,d1,337749,6463432,08-28-2025,final,07:00PM ET,Marist University,Marist,0,(1-0-1),MAAC,U.S. Military Academy,Army West Point,0,(1-1-1),Patriot,22.0,10.0,8.0,4.0
men,d1,344219,6464757,08-28-2025,final,07:00PM ET,Butler University,Butler,0,(1-2-0),Big East,University of Detroit Mercy,Detroit Mercy,2,(2-0-1),Horizon,11.0,6.0,10.0,6.0
men,d1,351976,6465879,08-28-2025,final,07:30PM ET,"University of North Carolina, Chapel Hill",North Carolina,2,(3-0-0),ACC,University of Evansville,Evansville,0,(0-1-2),MVC,12.0,3.0,3.0,1.0
men,d1,338276,6463556,08-28-2025,final,08:00PM ET,Marquette University,Marquette,3,(1-0-2),Big East,Drake University,Drake,3,(1-0-1),MVC,6.0,4.0,10.0,5.0
men,d1,6394057,6464240,08-28-2025,final,08:00PM ET,Southern Methodist University,SMU,3,(1-1-1),ACC,Loyola Marymount University,LMU (CA),1,(1-2-0),WCC,9.0,4.0,3.0,1.0
men,d1,347683,6465164,08-28-2025,final,08:30PM ET,Houston Christian University,Houston Christian,0,(1-1-0),OVC,University of Massachusetts Lowell,UMass Lowell,1,(2-1-0),America East,22.0,9.0,11.0,4.0
men,d1,355805,6466303,08-28-2025,final,08:30PM ET,University of Notre Dame,Notre Dame,1,(1-0-2),ACC,Oregon State University,Oregon St.,0,(2-1-0),WCC,3.0,2.0,16.0,7.0
men,d1,337796,6463463,08-28-2025,final,09:00PM ET,University of Denver,Denver,2,(1-2-0),Summit League,University of San Diego,San Diego,3,(1-1-1),WCC,13.0,6.0,11.0,4.0
men,d1,340534,6464150,08-28-2025,final,09:00PM ET,"University of California, Irvine",UC Irvine,4,(2-0-0),Big West,"California State University, Los Angeles",Cal State LA,0,(0-0-0),CCAA,14.0,7.0,9.0,2.0
men,d1,348306,6465350,08-28-2025,final,09:00PM ET,University of the Incarnate Word,UIW,0,(1-2-0),OVC,Gonzaga University,Gonzaga,1,(1-1-1),WCC,4.0,3.0,7.0,5.0
men,d1,349076,6465504,08-28-2025,final,09:00PM ET,"Indiana University, Bloomington",Indiana,2,(2-0-1),Big Ten,University of Wisconsin-Green Bay,Green Bay,1,(0-2-0),Horizon,22.0,9.0,6.0,3.0
men,d1,355074,6466224,08-28-2025,final,09:00PM ET,U.S. Air Force Academy,Air Force,1,(0-3-0),WAC,Southern Illinois University Edwardsville,SIUE,2,(1-1-0),OVC,10.0,7.0,14.0,5.0
men,d1,349228,6465531,08-28-2025,final,10:00PM ET,"University of California, Los Angeles",UCLA,1,(0-2-1),Big Ten,"California State University, Fullerton",Cal St. Fullerton,1,(1-0-2),Big West,12.0,4.0,10.0,4.0
men,d1,349266,6465560,08-28-2025,final,10:00PM ET,"University of California, Santa Barbara",UC Santa Barbara,3,(2-1-0),Big West,University of North Florida,North Florida,0,(1-2-0),ASUN,17.0,8.0,10.0,2.0
men,d1,356198,6466550,08-28-2025,final,10:00PM ET,San Diego State University,San Diego St.,4,(2-1-0),WAC,LIFE Pacific,LIFE Pacific,0,(0-0-0),IND,34.0,12.0,5.0,1.0
men,d1,337721,6496094,08-28-2025,final,10:00PM ET,Grand Canyon University,Grand Canyon,2,(3-0-0),WAC,"California State University, Sacramento",Sacramento St.,1,(0-2-1),Big West,19.0,7.0,12.0,5.0
men,d1,339100,6463763,08-28-2025,final,10:30PM ET,University of Washington,Washington,1,(0-2-1),Big Ten,"University of California, Davis",UC Davis,1,(0-1-2),Big West,10.0,2.0,8.0,3.0
men,d1,345540,6465018,08-28-2025,final,10:30PM ET,Santa Clara University,Santa Clara,1,(0-1-2),WCC,Stanford University,Stanford,2,(3-0-0),ACC,9.0,5.0,17.0,7.0
men,d1,343901,6464711,08-29-2025,final,02:00PM ET,Purdue University Fort Wayne,Purdue Fort Wayne,1,(1-0-2),Horizon,Eastern Illinois University,Eastern Ill.,0,(0-3-0),OVC,15.0,7.0,9.0,3.0
men,d1,338135,6463529,08-29-2025,final,04:00PM ET,Dartmouth College,Dartmouth,1,(0-0-0),Ivy League,University of New Haven,New Haven,1,(2-0-0),NEC,12.0,5.0,14.0,6.0
men,d1,345005,6464938,08-29-2025,final,04:00PM ET,American University,American,1,(0-2-0),Patriot,University of Vermont,Vermont,1,(2-0-0),America East,7.0,1.0,11.0,5.0
men,d1,337855,6463496,08-29-2025,pre,06:00PM ET,University of Louisville,Louisville,4,(2-0-0),ACC,Indiana University Indianapolis,IU Indy,0,(0-0-2),Horizon,25.0,9.0,2.0,0.0
men,d1,339589,6463935,08-29-2025,live,06:00PM ET,Clemson University,Clemson,0,(1-0-1),ACC,University of Alabama at Birmingham,UAB,0,(0-1-0),American,16.0,9.0,8.0,2.0
men,d1,339611,6463959,08-29-2025,live,06:00PM ET,North Carolina State University,NC State,0,(2-0-0),ACC,Florida International University,FIU,0,(1-0-1),American,27.0,13.0,3.0,2.0
men,d1,342737,6464589,08-29-2025,live,06:00PM ET,Sacred Heart University,Sacred Heart,3,(0-2-0),MAAC,Yale University,Yale,0,(0-0-0),Ivy League,12.0,7.0,8.0,4.0
men,d1,355801,6466302,08-29-2025,live,06:00PM ET,Lehigh University,Lehigh,0,(1-0-1),Patriot,Columbia University-Barnard College,Columbia,1,(0-0-0),Ivy League,13.0,6.0,18.0,4.0
men,d1,349264,6465558,08-29-2025,live,07:00PM ET,Davidson College,Davidson,0,(2-0-0),Atlantic 10,Gardner-Webb University,Gardner-Webb,0,(2-0-0),Big South,10.0,5.0,13.0,8.0
men,d1,355795,6466298,08-29-2025,live,07:00PM ET,Campbell University,Campbell,1,(1-1-0),CAA,William & Mary,William & Mary,0,(0-0-1),CAA,13.0,6.0,10.0,5.0
men,d1,352584,6465991,08-29-2025,pre,07:00PM ET,Old Dominion University,Old Dominion,1,(1-0-1),Sun Belt,Virginia Commonwealth University,VCU,2,(0-2-0),Atlantic 10,7.0,2.0,17.0,7.0
men,d1,352530,6465948,08-29-2025,live,07:00PM ET,University of Wisconsin-Madison,Wisconsin,0,(1-1-0),Big Ten,Western Michigan University,Western Mich.,0,(0-2-0),MVC,7.0,3.0,10.0,5.0
men,d1,350990,6465778,08-29-2025,live,07:00PM ET,University of Michigan,Michigan,1,(1-0-1),Big Ten,Creighton University,Creighton,0,(0-1-1),Big East,8.0,5.0,5.0,2.0
men,d1,350300,6465738,08-29-2025,live,07:00PM ET,Longwood University,Longwood,0,(0-0-1),Big South,East Tennessee State University,ETSU,0,(0-2-0),SoCon,19.0,10.0,16.0,6.0
men,d1,349839,6465642,08-29-2025,live,07:00PM ET,"University of Maryland, Baltimore County",UMBC,0,(2-0-0),America East,Niagara University,Niagara,0,(1-0-0),MAAC,11.0,4.0,12.0,8.0
men,d1,349487,6465604,08-29-2025,live,07:00PM ET,College of Charleston (South Carolina),Col. of Charleston,0,(0-2-0),CAA,Boston University,Boston U.,1,(1-1-0),Patriot,14.0,6.0,13.0,9.0
men,d1,344330,6464808,08-29-2025,live,07:00PM ET,Brown University,Brown,1,(0-0-0),Ivy League,College of the Holy Cross,Holy Cross,0,(0-1-1),Patriot,9.0,4.0,16.0,3.0
men,d1,343744,6464677,08-29-2025,live,07:00PM ET,Providence College,Providence,0,(0-2-0),Big East,Boston College,Boston College,0,(1-1-0),ACC,16.0,5.0,7.0,1.0
men,d1,341619,6464413,08-29-2025,live,07:00PM ET,James Madison University,James Madison,0,(0-2-0),Sun Belt,"Rutgers, The State University of New Jersey, New Brunswick",Rutgers,0,(1-0-1),Big Ten,6.0,3.0,13.0,8.0
men,d1,341302,6464336,08-29-2025,live,07:00PM ET,U.S. Naval Academy,Navy,0,(0-0-2),Patriot,Howard University,Howard,1,(0-2-0),NEC,22.0,8.0,5.0,2.0
men,d1,340881,6464245,08-29-2025,live,07:00PM ET,University of Pennsylvania,Penn,0,(0-0-0),Ivy League,Loyola University Maryland,Loyola Maryland,0,(1-1-0),Patriot,18.0,10.0,6.0,3.0
men,d1,340668,6464203,08-29-2025,live,07:00PM ET,University of Akron,Akron,0,(2-0-0),Big East,West Virginia University,West Virginia,0,(2-0-0),Sun Belt,9.0,3.0,6.0,1.0
men,d1,340493,6464129,08-29-2025,live,07:00PM ET,"University of South Carolina, Columbia",South Carolina,0,(1-1-0),Sun Belt,University of South Carolina Upstate,USC Upstate,0,(0-1-1),Big South,23.0,4.0,14.0,3.0
men,d1,340412,6464086,08-29-2025,live,07:00PM ET,The University of North Carolina at Charlotte,Charlotte,0,(1-1-0),American,High Point University,High Point,0,(2-0-0),Big South,8.0,5.0,9.0,7.0
men,d1,348060,6465301,08-29-2025,live,07:00PM ET,Rider University,Rider,0,(0-2-0),MAAC,La Salle University,La Salle,0,(0-1-1),Atlantic 10,10.0,6.0,17.0,5.0
men,d1,339142,6463780,08-29-2025,pre,07:15PM ET,Harvard University,Harvard,0,(0-0-0),Ivy League,Belmont University,Belmont,1,(2-0-0),MVC,9.0,2.0,10.0,6.0
men,d1,349930,6465673,08-29-2025,pre,07:15PM ET,Marshall University,Marshall,2,(1-0-0),Sun Belt,Virginia Polytechnic Institute and State University,Virginia Tech,2,(2-0-0),ACC,19.0,5.0,4.0,3.0
men,d1,338667,6463612,08-29-2025,pre,07:30PM ET,"University of Maryland, College Park",Maryland,2,(1-0-0),Big Ten,Bucknell University,Bucknell,2,(2-0-0),Patriot,16.0,9.0,6.0,5.0
men,d1,339054,6463744,08-29-2025,pre,07:30PM ET,Northwestern University,Northwestern,1,(2-0-0),Big Ten,Loyola University Chicago,Loyola Chicago,1,(1-0-1),Atlantic 10,15.0,5.0,11.0,3.0
men,d1,355171,6466244,08-29-2025,pre,07:30PM ET,Georgetown University,Georgetown,1,(0-2-0),Big East,University of Pittsburgh,Pittsburgh,0,(2-0-0),ACC,13.0,3.0,9.0,3.0
men,d1,339444,6463857,08-29-2025,pre,08:00PM ET,The University of Tulsa,Tulsa,1,(0-1-1),American,University of Central Arkansas,Central Ark.,0,(0-2-0),ASUN,19.0,4.0,8.0,2.0
men,d1,356152,6466512,08-29-2025,pre,08:00PM ET,University of Illinois Chicago,UIC,0,(2-0-0),MVC,Purdue University Northwest,Purdue Northwest,0,(0-0-0),GLIAC,16.0,6.0,7.0,1.0
men,d1,341993,6464483,08-29-2025,pre,08:30PM ET,University of Missouri-Kansas City,Kansas City,1,(1-0-1),Summit League,Saint Mary's College of California,Saint Mary's (CA),1,(0-2-0),WCC,22.0,5.0,6.0,3.0
men,d1,345757,6465071,08-29-2025,pre,10:00PM ET,University of Portland,Portland,4,(2-0-0),WCC,Siena University,Siena,0,(1-1-0),MAAC,16.0,7.0,8.0,2.0
men,d1,347872,6465232,08-29-2025,pre,10:00PM ET,"California State University, Bakersfield",CSU Bakersfield,0,(0-2-0),Big West,San Jose State University,San Jose St.,2,(2-0-0),WAC,13.0,3.0,14.0,6.0
men,d1,338929,6463643,08-30-2025,pre,01:00PM ET,Canisius University,Canisius,0,(1-1-0),MAAC,Duquesne University,Duquesne,3,(1-0-1),Atlantic 10,4.0,2.0,20.0,8.0
men,d1,343470,6464642,08-30-2025,pre,01:00PM ET,Drexel University,Drexel,2,(0-1-1),CAA,Northeastern University,Northeastern,1,(1-0-1),CAA,15.0,6.0,9.0,2.0
men,d1,352560,6465973,08-30-2025,pre,03:00PM ET,Saint Peter's University,Saint Peter's,1,(0-2-0),MAAC,"Fairleigh Dickinson University, Metropolitan Campus",FDU,4,(1-0-1),NEC,5.0,2.0,20.0,10.0
men,d1,343688,6464664,08-30-2025,pre,04:00PM ET,Colgate University,Colgate,2,(1-0-1),Patriot,Fordham University,Fordham,1,(1-0-1),Atlantic 10,10.0,4.0,16.0,9.0
men,d1,355947,6466333,08-30-2025,pre,04:00PM ET,Le Moyne College,Le Moyne,0,(0-2-0),NEC,Cornell University,Cornell,3,(0-0-0),Ivy League,3.0,1.0,17.0,6.0
men,d1,6412842,6465720,08-30-2025,pre,06:00PM ET,Bryant University,Bryant,1,(1-0-1),America East,Lafayette College,Lafayette,0,(1-1-0),Patriot,23.0,7.0,8.0,4.0
men,d1,341628,6464421,08-30-2025,pre,07:00PM ET,Monmouth University,Monmouth,2,(0-2-0),CAA,Stony Brook University,Stony Brook,2,(1-1-0),CAA,16.0,5.0,8.0,5.0
men,d1,351173,6465793,08-30-2025,pre,07:00PM ET,Winthrop University,Winthrop,1,(0-2-0),Big South,Georgia State University,Georgia St.,3,(0-1-1),Sun Belt,11.0,7.0,20.0,9.0
men,d1,351559,6465822,08-30-2025,pre,07:00PM ET,Bellarmine University,Bellarmine,3,(0-1-1),ASUN,Xavier University,Xavier,1,(1-0-0),Big East,9.0,5.0,21.0,10.0
men,d1,352412,6465933,08-30-2025,pre,08:00PM ET,Saint Louis University,Saint Louis,1,(1-0-1),Atlantic 10,Seton Hall University,Seton Hall,0,(1-0-1),Big East,10.0,3.0,4.0,1.0
men,d1,349434,6465602,08-30-2025,pre,10:00PM ET,"California State University, Northridge",CSUN,2,(1-0-1),Big West,Biola University,Biola,0,(0-0-0),PacWest,14.0,7.0,18.0,9.0
men,d1,354666,6466199,08-30-2025,pre,10:00PM ET,"University of California, Santa Barbara",UC Santa Barbara,4,(2-1-0),Big West,Westmont College,Westmont,3,(0-0-0),PacWest,13.0,6.0,9.0,4.0
men,d1,344465,6464860,08-30-2025,pre,10:30PM ET,California Baptist University,California Baptist,2,(2-0-0),WAC,California Polytechnic State University,Cal Poly,0,(0-1-0),Big West,18.0,7.0,10.0,4.0
men,d1,347348,6465148,08-31-2025,pre,02:00AM ET,Western Illinois University,Western Ill.,0,(1-2-0),OVC,Northern Kentucky University,Northern Ky.,1,(1-1-0),Horizon,8.0,4.0,13.0,9.0
men,d1,356026,6466420,08-31-2025,pre,12:00PM ET,University of the Incarnate Word,UIW,0,(1-2-0),OVC,University of Massachusetts Lowell,UMass Lowell,0,(2-1-0),America East,9.0,2.0,10.0,8.0
men,d1,347723,6465176,08-31-2025,pre,02:00PM ET,St. Bonaventure University,St. Bonaventure,0,(1-2-0),Atlantic 10,Mercyhurst University,Mercyhurst,0,(0-1-1),NEC,17.0,7.0,1.0,0.0
men,d1,340465,6464104,08-31-2025,pre,03:00PM ET,University of Dayton,Dayton,1,(1-0-2),Atlantic 10,Oakland University,Oakland,1,(0-2-1),Horizon,17.0,8.0,11.0,7.0
men,d1,345157,6464957,08-31-2025,pre,03:00PM ET,Binghamton University,Binghamton,1,(1-2-0),America East,Hofstra University,Hofstra,0,(1-1-0),CAA,6.0,2.0,16.0,6.0
men,d1,348419,6465354,08-31-2025,pre,03:00PM ET,DePaul University,DePaul,1,(1-0-2),Big East,University of St. Thomas (Minnesota),St. Thomas (MN),1,(2-0-1),Summit League,17.0,4.0,6.0,3.0
men,d1,346675,6465099,08-31-2025,pre,04:00PM ET,Presbyterian College,Presbyterian,4,(1-1-1),Big South,Virginia Military Institute,VMI,1,(1-1-1),SoCon,17.0,10.0,3.0,3.0
men,d1,347144,6465117,08-31-2025,pre,04:00PM ET,Lindenwood University,Lindenwood,3,(2-0-0),OVC,Wright State University,Wright St.,0,(0-2-0),Horizon,12.0,5.0,10.0,4.0
men,d1,337798,6463465,08-31-2025,pre,05:00PM ET,University of Denver,Denver,2,(1-2-0),Summit League,Southern Illinois University Edwardsville,SIUE,1,(1-1-0),OVC,20.0,6.0,7.0,4.0
