gender,division,game_id,boxscore_id,date,status,start_time,home_team_full,home_team_short,home_team_score,home_record,home_conference,away_team_full,away_team_short,away_team_score,away_record,away_conference,home_short,away_short,home_shots,home_sot,away_shots,away_sot
men,d1,352802,6466028,09-01-2025,pre,12:00PM ET,Villanova University,Villanova,1.0,(1-0-1),Big East,Saint Joseph's University,Saint Joseph's,0.0,(1-0-1),Atlantic 10,Villanova,Saint Joseph's,0.0,3.0,0.0,3.0
men,d1,347745,6465192,09-01-2025,pre,01:00PM ET,Georgetown University,Georgetown,1.0,(0-1-0),Big East,University of Vermont,Vermont,1.0,(2-0-0),America East,Georgetown,Vermont,0.0,6.0,0.0,2.0
men,d1,348065,6465303,09-01-2025,pre,01:00PM ET,Rider University,Rider,3.0,(0-1-0),MAAC,George Washington University,George Washington,0.0,(1-1-0),Atlantic 10,Rider,George Washington,0.0,6.0,0.0,4.0
men,d1,348242,6465328,09-01-2025,pre,01:00PM ET,U.S. Naval Academy,Navy,2.0,(0-0-1),Patriot,Niagara University,Niagara,0.0,(1-0-0),MAAC,Navy,Niagara,0.0,8.0,0.0,1.0
men,d1,351705,6465866,09-01-2025,pre,01:00PM ET,University of Kentucky,Kentucky,0.0,(2-0-0),Sun Belt,"University of California, Los Angeles",UCLA,0.0,(0-2-1),Big Ten,Kentucky,UCLA,0.0,3.0,0.0,4.0
men,d1,345228,6464966,09-01-2025,pre,02:00PM ET,University of Michigan,Michigan,1.0,(1-0-1),Big Ten,Bowling Green State University,Bowling Green,0.0,(1-1-1),MVC,Michigan,Bowling Green,0.0,6.0,0.0,0.0
men,d1,352531,6465949,09-01-2025,pre,02:00PM ET,Western Michigan University,Western Mich.,2.0,(0-2-0),MVC,University of New Hampshire,New Hampshire,1.0,(0-2-1),America East,Western Mich.,New Hampshire,0.0,11.0,0.0,3.0
men,d1,353836,6466100,09-01-2025,pre,02:00PM ET,Michigan State University,Michigan St.,1.0,(1-1-0),Big Ten,University of Detroit Mercy,Detroit Mercy,0.0,(2-0-1),Horizon,Michigan St.,Detroit Mercy,0.0,4.0,0.0,1.0
men,d1,342339,6464548,09-01-2025,pre,04:00PM ET,Pennsylvania State University,Penn St.,1.0,(1-1-1),Big Ten,Missouri State University,Missouri St.,3.0,(1-1-0),American,Penn St.,Missouri St.,0.0,3.0,0.0,3.0
men,d1,342748,6464591,09-01-2025,pre,04:00PM ET,Yale University,Yale,0.0,(0-0-0),Ivy League,Syracuse University,Syracuse,1.0,(1-1-1),ACC,Yale,Syracuse,0.0,1.0,0.0,9.0
men,d1,348467,6465376,09-01-2025,pre,04:00PM ET,Robert Morris University,Robert Morris,1.0,(0-0-2),Horizon,Mount St. Mary's University,Mount St. Mary's,0.0,(0-0-1),MAAC,Robert Morris,Mount St. Mary's,0.0,13.0,0.0,3.0
men,d1,356012,6466409,09-01-2025,pre,04:00PM ET,"University of Massachusetts, Amherst",Massachusetts,4.0,(2-0-1),Summit League,Stonehill College,Stonehill,0.0,(1-2-0),NEC,Massachusetts,Stonehill,0.0,8.0,0.0,2.0
men,d1,341303,6464337,09-01-2025,pre,05:00PM ET,"University of Maryland, Baltimore County",UMBC,1.0,(1-0-0),America East,Howard University,Howard,0.0,(0-2-0),NEC,UMBC,Howard,0.0,9.0,0.0,2.0
men,d1,349490,6465605,09-01-2025,pre,06:00PM ET,College of Charleston (South Carolina),Col. of Charleston,2.0,(0-2-0),CAA,"University of North Carolina, Chapel Hill",North Carolina,0.0,(3-0-0),ACC,Col. of Charleston,North Carolina,0.0,2.0,0.0,1.0
men,d1,354644,6466191,09-01-2025,pre,06:00PM ET,University of South Carolina Upstate,USC Upstate,1.0,(0-1-1),Big South,University of Alabama at Birmingham,UAB,3.0,(0-0-0),American,USC Upstate,UAB,0.0,2.0,0.0,8.0
men,d1,339552,6463888,09-01-2025,pre,06:00PM ET,William & Mary,William & Mary,1.0,(0-0-0),CAA,"Rutgers, The State University of New Jersey, New Brunswick",Rutgers,4.0,(1-0-1),Big Ten,William & Mary,Rutgers,0.0,8.0,0.0,11.0
men,d1,337856,6463498,09-01-2025,pre,07:00PM ET,Butler University,Butler,0.0,(1-2-0),Big East,Indiana University Indianapolis,IU Indy,1.0,(0-0-2),Horizon,Butler,IU Indy,0.0,6.0,0.0,2.0
men,d1,338669,6463614,09-01-2025,pre,07:00PM ET,"University of Maryland, College Park",Maryland,6.0,(1-0-0),Big Ten,Saint Francis University,Saint Francis,0.0,(0-2-0),NEC,Maryland,Saint Francis,0.0,14.0,0.0,2.0
men,d1,339446,6463859,09-01-2025,pre,07:00PM ET,Creighton University,Creighton,0.0,(0-1-0),Big East,The University of Tulsa,Tulsa,0.0,(0-1-1),American,Creighton,Tulsa,0.0,4.0,0.0,3.0
men,d1,343757,6464682,09-01-2025,pre,07:00PM ET,University of Rhode Island,Rhode Island,1.0,(0-1-1),Atlantic 10,Providence College,Providence,3.0,(0-2-0),Big East,Rhode Island,Providence,0.0,3.0,0.0,9.0
men,d1,345014,6464940,09-01-2025,pre,07:00PM ET,University of Virginia,Virginia,1.0,(2-1-0),ACC,American University,American,0.0,(0-2-0),Patriot,Virginia,American,0.0,11.0,0.0,1.0
men,d1,349122,6465529,09-01-2025,pre,07:00PM ET,Fairfield University,Fairfield,0.0,(2-0-0),MAAC,Brown University,Brown,1.0,(0-0-0),Ivy League,Fairfield,Brown,0.0,1.0,0.0,4.0
men,d1,349785,6465633,09-01-2025,pre,07:00PM ET,University of Akron,Akron,1.0,(2-0-0),Big East,Cleveland State University,Cleveland St.,0.0,(0-1-1),Horizon,Akron,Cleveland St.,0.0,4.0,0.0,0.0
men,d1,339057,6463749,09-01-2025,pre,07:30PM ET,Northwestern University,Northwestern,2.0,(2-0-0),Big Ten,University of Illinois Chicago,UIC,3.0,(1-0-0),MVC,Northwestern,UIC,0.0,3.0,0.0,7.0
men,d1,345629,6465047,09-01-2025,pre,08:00PM ET,San Diego State University,San Diego St.,1.0,(2-1-0),WAC,University of San Diego,San Diego,2.0,(1-1-1),WCC,San Diego St.,San Diego,0.0,2.0,0.0,4.0
men,d1,345758,6465073,09-01-2025,pre,08:00PM ET,University of Wisconsin-Madison,Wisconsin,0.0,(1-1-0),Big Ten,University of Portland,Portland,1.0,(1-0-0),WCC,Wisconsin,Portland,0.0,2.0,0.0,6.0
men,d1,342021,6464490,09-01-2025,pre,08:30PM ET,University of Missouri-Kansas City,Kansas City,2.0,(1-0-1),Summit League,Northern Illinois University,NIU,1.0,(2-0-1),MVC,Kansas City,NIU,0.0,4.0,0.0,6.0
men,d1,352603,6466004,09-01-2025,pre,10:00PM ET,University of San Francisco,San Francisco,1.0,(2-1-0),WCC,"California State University, Bakersfield",CSU Bakersfield,0.0,(0-2-0),Big West,San Francisco,CSU Bakersfield,0.0,5.0,0.0,1.0
men,d1,341973,6464479,09-01-2025,pre,10:15PM ET,"University of California, Riverside",UC Riverside,2.0,(0-2-0),Big West,U.S. Air Force Academy,Air Force,2.0,(0-3-0),WAC,UC Riverside,Air Force,0.0,4.0,0.0,4.0
men,d1,337430,6463318,09-02-2025,pre,01:00PM ET,Iona University,Iona,1.0,(0-0-2),MAAC,Monmouth University,Monmouth,2.0,(0-2-0),CAA,Iona,Monmouth,0.0,6.0,0.0,6.0
men,d1,340992,6464289,09-02-2025,pre,05:00PM ET,Dartmouth College,Dartmouth,0.0,(0-0-0),Ivy League,Bryant University,Bryant,1.0,(0-0-1),America East,Dartmouth,Bryant,0.0,3.0,0.0,2.0
men,d1,343475,6464644,09-02-2025,pre,05:00PM ET,Boston College,Boston College,1.0,(1-0-0),ACC,Northeastern University,Northeastern,0.0,(1-0-1),CAA,Boston College,Northeastern,0.0,5.0,0.0,6.0
men,d1,346649,6465091,09-02-2025,pre,06:00PM ET,Stony Brook University,Stony Brook,3.0,(1-1-0),CAA,Quinnipiac University,Quinnipiac,0.0,(0-2-0),MAAC,Stony Brook,Quinnipiac,0.0,10.0,0.0,1.0
men,d1,352585,6465993,09-02-2025,pre,06:00PM ET,Lehigh University,Lehigh,2.0,(0-0-1),Patriot,Old Dominion University,Old Dominion,2.0,(1-0-1),Sun Belt,Lehigh,Old Dominion,0.0,4.0,0.0,6.0
men,d1,339343,6463828,09-02-2025,pre,07:00PM ET,Georgia Southern University,Ga. Southern,1.0,(2-0-1),Sun Belt,Stetson University,Stetson,0.0,(1-2-0),ASUN,Ga. Southern,Stetson,0.0,7.0,0.0,1.0
men,d1,339613,6463961,09-02-2025,pre,07:00PM ET,"University of South Carolina, Columbia",South Carolina,3.0,(1-0-0),Sun Belt,Florida International University,FIU,2.0,(1-0-1),American,South Carolina,FIU,0.0,5.0,0.0,4.0
men,d1,341572,6464388,09-02-2025,pre,07:00PM ET,Radford University,Radford,0.0,(0-1-1),Big South,Elon University,Elon,2.0,(0-0-1),CAA,Radford,Elon,0.0,2.0,0.0,4.0
men,d1,344666,6464889,09-02-2025,pre,07:00PM ET,Fordham University,Fordham,1.0,(1-0-1),Atlantic 10,Lafayette College,Lafayette,0.0,(0-1-0),Patriot,Fordham,Lafayette,0.0,2.0,0.0,0.0
men,d1,348469,6465378,09-02-2025,pre,07:00PM ET,George Mason University,George Mason,3.0,(1-1-0),Atlantic 10,Bucknell University,Bucknell,2.0,(2-0-0),Patriot,George Mason,Bucknell,0.0,7.0,0.0,7.0
men,d1,352541,6465964,09-02-2025,pre,07:00PM ET,University of Delaware,Delaware,4.0,(2-0-0),Summit League,Loyola University Maryland,Loyola Maryland,0.0,(1-1-0),Patriot,Delaware,Loyola Maryland,0.0,5.0,0.0,4.0
men,d1,355799,6466300,09-02-2025,pre,07:00PM ET,Virginia Commonwealth University,VCU,1.0,(0-1-0),Atlantic 10,Campbell University,Campbell,1.0,(1-1-0),CAA,VCU,Campbell,0.0,5.0,0.0,2.0
men,d1,349683,6465618,09-02-2025,pre,07:30PM ET,Belmont University,Belmont,1.0,(2-0-0),MVC,Bellarmine University,Bellarmine,1.0,(0-0-1),ASUN,Belmont,Bellarmine,0.0,1.0,0.0,6.0
men,d1,344114,6464746,09-02-2025,pre,08:00PM ET,University of Southern Indiana,Southern Ind.,0.0,(1-1-0),OVC,University of Wisconsin-Green Bay,Green Bay,1.0,(0-2-0),Horizon,Southern Ind.,Green Bay,0.0,5.0,0.0,3.0
men,d1,347726,6465177,09-03-2025,pre,04:00PM ET,Le Moyne College,Le Moyne,2.0,(0-2-0),NEC,St. Bonaventure University,St. Bonaventure,1.0,(0-2-0),Atlantic 10,Le Moyne,St. Bonaventure,0.0,7.0,0.0,3.0
men,d1,348884,6465455,09-03-2025,pre,05:00PM ET,Siena University,Siena,1.0,(0-1-0),MAAC,"Fairleigh Dickinson University, Metropolitan Campus",FDU,2.0,(1-0-1),NEC,Siena,FDU,0.0,5.0,0.0,5.0
men,d1,337625,6463378,09-03-2025,pre,06:00PM ET,Western Illinois University,Western Ill.,3.0,(1-1-0),OVC,Bradley University,Bradley,2.0,(1-1-1),MVC,Western Ill.,Bradley,0.0,9.0,0.0,6.0
men,d1,340669,6464205,09-03-2025,pre,07:00PM ET,West Virginia University,West Virginia,0.0,(1-0-0),Sun Belt,Gardner-Webb University,Gardner-Webb,1.0,(2-0-0),Big South,West Virginia,Gardner-Webb,0.0,4.0,0.0,5.0
men,d1,351174,6465795,09-03-2025,pre,07:00PM ET,Mercer University,Mercer,1.0,(1-0-1),SoCon,Georgia State University,Georgia St.,0.0,(0-1-1),Sun Belt,Mercer,Georgia St.,0.0,3.0,0.0,4.0
men,d1,339879,6464033,09-03-2025,pre,08:00PM ET,University of Memphis,Memphis,1.0,(1-1-1),American,Florida Gulf Coast University,FGCU,3.0,(1-0-0),ASUN,Memphis,FGCU,0.0,3.0,0.0,7.0
men,d1,356055,6466445,09-03-2025,pre,08:00PM ET,"Indiana University, Bloomington",Indiana,1.0,(1-0-1),Big Ten,Saint Louis University,Saint Louis,0.0,(1-0-1),Atlantic 10,Indiana,Saint Louis,0.0,4.0,0.0,6.0
men,d1,339574,6463911,09-03-2025,pre,08:30PM ET,Drake University,Drake,1.0,(1-0-0),MVC,University of Nebraska at Omaha,Omaha,1.0,(0-2-0),Summit League,Drake,Omaha,0.0,5.0,0.0,2.0
men,d1,345357,6464996,09-03-2025,pre,10:00PM ET,"University of California, Davis",UC Davis,1.0,(0-1-1),Big West,Saint Mary's College of California,Saint Mary's (CA),1.0,(0-2-0),WCC,UC Davis,Saint Mary's (CA),0.0,14.0,0.0,3.0
men,d1,355974,6466367,09-04-2025,pre,01:00PM ET,Saint Francis University,Saint Francis,0.0,(0-1-0),NEC,Robert Morris University,Robert Morris,2.0,(0-0-2),Horizon,Saint Francis,Robert Morris,0.0,2.0,0.0,4.0
men,d1,346682,6465106,09-04-2025,pre,04:00PM ET,Virginia Military Institute,VMI,0.0,(1-1-1),SoCon,Liberty University,Liberty,3.0,(2-0-1),OVC,VMI,Liberty,0.0,4.0,0.0,9.0
men,d1,356150,6466509,09-04-2025,pre,05:00PM ET,DePaul University,DePaul,1.0,(0-0-2),Big East,University of Illinois Chicago,UIC,1.0,(2-0-0),MVC,DePaul,UIC,0.0,7.0,0.0,4.0
men,d1,339938,6464062,09-04-2025,pre,06:00PM ET,Furman University,Furman,3.0,(1-0-1),SoCon,Davidson College,Davidson,2.0,(2-0-0),Atlantic 10,Furman,Davidson,0.0,5.0,0.0,6.0
men,d1,349061,6465496,09-04-2025,pre,06:00PM ET,University of Connecticut,UConn,1.0,(1-0-1),Big East,Central Connecticut State University,Central Conn. St.,0.0,(0-1-0),NEC,UConn,Central Conn. St.,0.0,6.0,0.0,5.0
men,d1,349269,6465562,09-04-2025,pre,07:00PM ET,University of North Florida,North Florida,5.0,(1-1-0),ASUN,Florida Atlantic University,Fla. Atlantic,0.0,(3-0-0),American,North Florida,Fla. Atlantic,0.0,10.0,0.0,2.0
men,d1,347288,6465120,09-04-2025,pre,07:00PM ET,University of Evansville,Evansville,0.0,(0-0-2),MVC,Lindenwood University,Lindenwood,1.0,(2-0-0),OVC,Evansville,Lindenwood,0.0,3.0,0.0,3.0
men,d1,343691,6464666,09-04-2025,pre,07:00PM ET,Colgate University,Colgate,1.0,(1-0-1),Patriot,Binghamton University,Binghamton,0.0,(0-2-0),America East,Colgate,Binghamton,0.0,3.0,0.0,4.0
men,d1,339860,6464015,09-04-2025,pre,07:00PM ET,Utah Valley University,Utah Valley,3.0,(3-0-0),WAC,"California State University, Sacramento",Sacramento St.,0.0,(0-1-1),Big West,Utah Valley,Sacramento St.,0.0,7.0,0.0,5.0
men,d1,337479,6463351,09-04-2025,pre,07:00PM ET,University of South Florida,South Fla.,1.0,(1-0-1),American,University of Central Florida,UCF,1.0,(1-2-0),Sun Belt,South Fla.,UCF,0.0,2.0,0.0,10.0
men,d1,356004,6466398,09-04-2025,pre,07:30PM ET,The University of Texas Rio Grande Valley,UTRGV,1.0,(0-1-0),WAC,Oral Roberts University,Oral Roberts,2.0,(0-1-1),Summit League,UTRGV,Oral Roberts,0.0,4.0,0.0,3.0
men,d1,356136,6466490,09-04-2025,pre,08:00PM ET,Loyola University Chicago,Loyola Chicago,2.0,(1-0-1),Atlantic 10,Wright State University,Wright St.,2.0,(0-1-0),Horizon,Loyola Chicago,Wright St.,0.0,5.0,0.0,3.0
men,d1,337722,6463405,09-04-2025,pre,10:00PM ET,Grand Canyon University,Grand Canyon,0.0,(3-0-0),WAC,Southern Methodist University,SMU,1.0,(1-1-1),ACC,Grand Canyon,SMU,0.0,1.0,0.0,3.0
men,d1,344467,6464862,09-04-2025,pre,10:00PM ET,University of San Diego,San Diego,3.0,(0-1-1),WCC,California Baptist University,California Baptist,2.0,(2-0-0),WAC,San Diego,California Baptist,0.0,9.0,0.0,2.0
men,d1,347766,6465206,09-04-2025,pre,10:00PM ET,"University of California, San Diego",UC San Diego,0.0,(0-2-0),Big West,Houston Christian University,Houston Christian,2.0,(1-0-0),OVC,UC San Diego,Houston Christian,0.0,3.0,0.0,8.0
men,d1,347876,6465234,09-04-2025,pre,10:00PM ET,San Jose State University,San Jose St.,0.0,(2-0-0),WAC,University of San Francisco,San Francisco,3.0,(1-1-0),WCC,San Jose St.,San Francisco,0.0,4.0,0.0,4.0
men,d1,349229,6465533,09-04-2025,pre,10:00PM ET,Oregon State University,Oregon St.,4.0,(2-1-0),WCC,"California State University, Fullerton",Cal St. Fullerton,2.0,(1-0-2),Big West,Oregon St.,Cal St. Fullerton,0.0,10.0,0.0,3.0
men,d1,349362,6465576,09-04-2025,pre,10:00PM ET,"California State University, Northridge",CSUN,0.0,(1-0-1),Big West,Seattle University,Seattle U,0.0,(0-2-1),WCC,CSUN,Seattle U,0.0,1.0,0.0,4.0
men,d1,351234,6465806,09-04-2025,pre,10:00PM ET,Loyola Marymount University,LMU (CA),2.0,(1-2-0),WCC,University of Washington,Washington,2.0,(0-2-0),Big Ten,LMU (CA),Washington,0.0,5.0,0.0,4.0
men,d1,352646,6466017,09-05-2025,pre,11:00AM ET,University of Louisville,Louisville,1.0,(2-0-0),ACC,Stanford University,Stanford,0.0,(2-0-0),ACC,Louisville,Stanford,0.0,2.0,0.0,4.0
men,d1,351692,6465851,09-05-2025,pre,03:00PM ET,Saint Peter's University,Saint Peter's,6.0,(0-1-0),MAAC,George Washington University,George Washington,0.0,(1-1-0),Atlantic 10,Saint Peter's,George Washington,0.0,11.0,0.0,6.0
men,d1,337750,6463434,09-05-2025,pre,06:00PM ET,U.S. Military Academy,Army West Point,1.0,(1-1-1),Patriot,Temple University,Temple,1.0,(0-2-1),American,Army West Point,Temple,0.0,3.0,0.0,3.0
men,d1,339591,6463937,09-05-2025,pre,06:00PM ET,Clemson University,Clemson,3.0,(0-0-1),ACC,University of Pittsburgh,Pittsburgh,2.0,(2-0-0),ACC,Clemson,Pittsburgh,0.0,4.0,0.0,5.0
men,d1,340574,6464183,09-05-2025,pre,06:00PM ET,North Carolina State University,NC State,0.0,(2-0-0),ACC,"University of North Carolina, Chapel Hill",North Carolina,0.0,(2-0-0),ACC,NC State,North Carolina,0.0,7.0,0.0,2.0
men,d1,341241,6464312,09-05-2025,pre,06:00PM ET,University of Wisconsin-Milwaukee,Milwaukee,1.0,(0-2-1),Horizon,Eastern Illinois University,Eastern Ill.,1.0,(0-2-0),OVC,Milwaukee,Eastern Ill.,0.0,8.0,0.0,6.0
men,d1,344710,6464907,09-05-2025,pre,06:00PM ET,Queens University of Charlotte,Queens (NC),1.0,(0-1-0),ASUN,Winthrop University,Winthrop,0.0,(0-2-0),Big South,Queens (NC),Winthrop,0.0,6.0,0.0,3.0
men,d1,340885,6464249,09-05-2025,pre,06:56PM ET,Seton Hall University,Seton Hall,0.0,(1-0-0),Big East,University of Pennsylvania,Penn,0.0,(0-0-0),Ivy League,Seton Hall,Penn,0.0,5.0,0.0,2.0
men,d1,348471,6465380,09-05-2025,pre,07:00PM ET,Mount St. Mary's University,Mount St. Mary's,2.0,(0-0-1),MAAC,La Salle University,La Salle,2.0,(0-1-1),Atlantic 10,Mount St. Mary's,La Salle,0.0,4.0,0.0,9.0
men,d1,348568,6465418,09-05-2025,pre,07:00PM ET,Coastal Carolina University,Coastal Carolina,0.0,(1-0-0),Sun Belt,Presbyterian College,Presbyterian,2.0,(1-0-1),Big South,Coastal Carolina,Presbyterian,0.0,3.0,0.0,3.0
men,d1,349321,6465573,09-05-2025,pre,07:00PM ET,Boston University,Boston U.,3.0,(1-0-0),Patriot,Brown University,Brown,1.0,(0-0-0),Ivy League,Boston U.,Brown,0.0,7.0,0.0,5.0
men,d1,349946,6465675,09-05-2025,pre,07:00PM ET,Virginia Polytechnic Institute and State University,Virginia Tech,2.0,(2-0-0),ACC,University of Virginia,Virginia,2.0,(2-0-0),ACC,Virginia Tech,Virginia,0.0,8.0,0.0,5.0
men,d1,351577,6465835,09-05-2025,pre,07:00PM ET,St. John's University (New York),St. John's (NY),1.0,(1-1-0),Big East,Marshall University,Marshall,1.0,(1-0-0),Sun Belt,St. John's (NY),Marshall,0.0,4.0,0.0,3.0
men,d1,353503,6466075,09-05-2025,pre,07:00PM ET,Syracuse University,Syracuse,0.0,(1-1-0),ACC,Duquesne University,Duquesne,1.0,(1-0-1),Atlantic 10,Syracuse,Duquesne,0.0,9.0,0.0,2.0
men,d1,354521,6466166,09-05-2025,pre,07:00PM ET,Virginia Commonwealth University,VCU,1.0,(0-2-0),Atlantic 10,High Point University,High Point,3.0,(1-0-0),Big South,VCU,High Point,0.0,5.0,0.0,6.0
men,d1,354541,6466178,09-05-2025,pre,07:00PM ET,Columbia University-Barnard College,Columbia,0.0,(0-0-0),Ivy League,Villanova University,Villanova,0.0,(1-0-0),Big East,Columbia,Villanova,0.0,2.0,0.0,3.0
men,d1,355172,6466246,09-05-2025,pre,07:00PM ET,Georgetown University,Georgetown,2.0,(0-1-0),Big East,Duke University,Duke,2.0,(2-0-0),ACC,Georgetown,Duke,0.0,3.0,0.0,7.0
men,d1,356064,6466456,09-05-2025,pre,07:00PM ET,Princeton University,Princeton,3.0,(0-0-0),Ivy League,"Rutgers, The State University of New Jersey, New Brunswick",Rutgers,1.0,(1-0-0),Big Ten,Princeton,Rutgers,0.0,7.0,0.0,5.0
men,d1,344273,6464778,09-05-2025,pre,07:00PM ET,University at Albany,UAlbany,3.0,(0-0-1),America East,University of Rhode Island,Rhode Island,0.0,(0-1-1),Atlantic 10,UAlbany,Rhode Island,0.0,7.0,0.0,2.0
men,d1,344235,6464762,09-05-2025,pre,07:00PM ET,Butler University,Butler,2.0,(1-1-0),Big East,Western Michigan University,Western Mich.,1.0,(0-2-0),MVC,Butler,Western Mich.,0.0,7.0,0.0,5.0
men,d1,342573,6464568,09-05-2025,pre,07:00PM ET,Wake Forest University,Wake Forest,4.0,(1-0-0),ACC,Lipscomb University,Lipscomb,0.0,(0-1-1),ASUN,Wake Forest,Lipscomb,0.0,11.0,0.0,0.0
men,d1,342349,6464550,09-05-2025,pre,07:00PM ET,Pennsylvania State University,Penn St.,5.0,(1-1-0),Big Ten,Mercyhurst University,Mercyhurst,0.0,(0-1-1),NEC,Penn St.,Mercyhurst,0.0,9.0,0.0,3.0
men,d1,340467,6464105,09-05-2025,pre,07:00PM ET,Oakland University,Oakland,2.0,(0-1-1),Horizon,University of Michigan,Michigan,2.0,(1-0-1),Big Ten,Oakland,Michigan,0.0,4.0,0.0,2.0
men,d1,340414,6464087,09-05-2025,pre,07:00PM ET,"University of South Carolina, Columbia",South Carolina,2.0,(1-0-0),Sun Belt,The University of North Carolina at Charlotte,Charlotte,1.0,(1-1-0),American,South Carolina,Charlotte,0.0,4.0,0.0,8.0
men,d1,339832,6463988,09-05-2025,pre,07:00PM ET,The Ohio State University,Ohio St.,0.0,(0-1-0),Big Ten,University of Akron,Akron,2.0,(2-0-0),Big East,Ohio St.,Akron,0.0,7.0,0.0,5.0
men,d1,339462,6463866,09-05-2025,pre,07:00PM ET,Bowling Green State University,Bowling Green,1.0,(0-1-1),MVC,Michigan State University,Michigan St.,0.0,(1-1-0),Big Ten,Bowling Green,Michigan St.,0.0,2.0,0.0,7.0
men,d1,339144,6463784,09-05-2025,pre,07:00PM ET,Providence College,Providence,0.0,(0-1-0),Big East,Harvard University,Harvard,2.0,(0-0-0),Ivy League,Providence,Harvard,0.0,7.0,0.0,6.0
men,d1,344782,6464925,09-05-2025,pre,07:00PM ET,Fordham University,Fordham,2.0,(1-0-1),Atlantic 10,Marist University,Marist,4.0,(1-0-1),MAAC,Fordham,Marist,0.0,7.0,0.0,8.0
men,d1,341480,6464363,09-05-2025,pre,07:30PM ET,Longwood University,Longwood,1.0,(0-0-1),Big South,Wofford College,Wofford,2.0,(0-1-0),SoCon,Longwood,Wofford,0.0,5.0,0.0,7.0
men,d1,342035,6464495,09-05-2025,pre,08:00PM ET,University of Portland,Portland,1.0,(1-0-0),WCC,University of Missouri-Kansas City,Kansas City,0.0,(1-0-1),Summit League,Portland,Kansas City,0.0,2.0,0.0,2.0
men,d1,356036,6466427,09-05-2025,pre,08:00PM ET,University of the Incarnate Word,UIW,2.0,(1-1-0),OVC,Our Lady of the Lake,Our Lady of the Lake,0.0,(0-0-0),IND,UIW,Our Lady of the Lake,19.0,11.0,4.0,2.0
men,d1,337801,6463467,09-05-2025,pre,08:45PM ET,Creighton University,Creighton,2.0,(0-1-1),Big East,University of Denver,Denver,0.0,(1-1-0),Summit League,Creighton,Denver,0.0,4.0,0.0,5.0
men,d1,340536,6464154,09-05-2025,pre,09:00PM ET,"University of California, Irvine",UC Irvine,1.0,(1-0-0),Big West,University of New Hampshire,New Hampshire,1.0,(0-2-1),America East,UC Irvine,New Hampshire,0.0,3.0,0.0,2.0
men,d1,353648,6466084,09-05-2025,pre,09:00PM ET,U.S. Air Force Academy,Air Force,0.0,(0-2-0),WAC,California Polytechnic State University,Cal Poly,3.0,(0-1-0),Big West,Air Force,Cal Poly,0.0,5.0,0.0,3.0
men,d1,347906,6465248,09-05-2025,pre,09:30PM ET,Chicago State University,Chicago St.,0.0,(0-3-0),NEC,University of Detroit Mercy,Detroit Mercy,3.0,(1-0-1),Horizon,Chicago St.,Detroit Mercy,0.0,2.0,0.0,10.0
men,d1,341997,6464484,09-05-2025,pre,10:00PM ET,"University of Nevada, Las Vegas",UNLV,0.0,(1-0-0),WAC,"University of California, Riverside",UC Riverside,2.0,(0-2-0),Big West,UNLV,UC Riverside,0.0,3.0,0.0,8.0
men,d1,344301,6464797,09-05-2025,pre,10:00PM ET,San Diego State University,San Diego St.,0.0,(2-1-0),WAC,Santa Clara University,Santa Clara,2.0,(0-0-2),WCC,San Diego St.,Santa Clara,0.0,5.0,0.0,4.0
men,d1,354925,6466209,09-05-2025,pre,10:00PM ET,"University of California, Santa Barbara",UC Santa Barbara,0.0,(1-1-0),Big West,Cornell University,Cornell,1.0,(0-0-0),Ivy League,UC Santa Barbara,Cornell,0.0,3.0,0.0,5.0
men,d1,347349,6465150,09-06-2025,pre,06:00AM ET,Western Illinois University,Western Ill.,0.0,(1-2-0),OVC,University of Wisconsin-Green Bay,Green Bay,1.0,(0-1-0),Horizon,Western Ill.,Green Bay,0.0,5.0,0.0,4.0
men,d1,343062,6464622,09-06-2025,pre,12:00PM ET,Elon University,Elon,1.0,(0-0-0),CAA,College of Charleston (South Carolina),Col. of Charleston,0.0,(0-2-0),CAA,Elon,Col. of Charleston,0.0,3.0,0.0,3.0
men,d1,348252,6465330,09-06-2025,pre,12:00PM ET,U.S. Naval Academy,Navy,0.0,(0-0-2),Patriot,Stonehill College,Stonehill,1.0,(0-2-0),NEC,Navy,Stonehill,0.0,2.0,0.0,2.0
men,d1,356013,6466411,09-06-2025,pre,12:00PM ET,"University of Massachusetts, Amherst",Massachusetts,0.0,(1-0-1),Summit League,Bryant University,Bryant,1.0,(1-0-1),America East,Massachusetts,Bryant,0.0,3.0,0.0,6.0
men,d1,337433,6463320,09-06-2025,pre,01:00PM ET,Iona University,Iona,1.0,(0-0-1),MAAC,Loyola University Maryland,Loyola Maryland,0.0,(1-1-0),Patriot,Iona,Loyola Maryland,5.0,2.0,1.0,1.0
men,d1,339554,6463889,09-06-2025,pre,01:00PM ET,William & Mary,William & Mary,1.0,(0-0-1),CAA,"University of Maryland, Baltimore County",UMBC,1.0,(1-0-0),America East,William & Mary,UMBC,0.0,3.0,0.0,5.0
men,d1,341640,6464426,09-06-2025,pre,01:00PM ET,Drexel University,Drexel,2.0,(0-1-1),CAA,Monmouth University,Monmouth,3.0,(0-1-0),CAA,Drexel,Monmouth,0.0,8.0,0.0,7.0
