gender,division,game_id,boxscore_id,date,status,start_time,home_team_full,home_team_short,home_team_score,home_record,home_conference,away_team_full,away_team_short,away_team_score,away_record,away_conference,home_shots,home_sot,away_shots,away_sot
women,d1,6411736,6466695,08-14-2025,final,06:00PM ET,Georgia Southern University,Ga. Southern,3,(1-0-0),Sun Belt,Samford University,Samford,2,(0-1-0),SoCon,10.0,4.0,18.0,7.0
women,d1,6412598,6466763,08-14-2025,final,06:00PM ET,Drexel University,Drexel,1,(0-0-1),CAA,Saint Peter's University,Saint Peter's,1,(0-0-1),MAAC,18.0,10.0,8.0,2.0
women,d1,351830,6466964,08-14-2025,final,06:00PM ET,Seton Hall University,Seton Hall,3,(1-0-0),Big East,Monmouth University,Monmouth,1,(0-1-0),CAA,7.0,3.0,12.0,8.0
women,d1,354888,6467332,08-14-2025,final,06:00PM ET,University of Rhode Island,Rhode Island,2,(1-0-0),Atlantic 10,Le Moyne College,Le Moyne,1,(0-1-0),NEC,21.0,8.0,9.0,5.0
women,d1,6387810,6478581,08-14-2025,final,06:00PM ET,Indiana University Indianapolis,IU Indy,1,(0-1-0),Horizon,Southern Illinois University Edwardsville,SIUE,2,(1-0-0),OVC,18.0,6.0,11.0,5.0
women,d1,6388350,6478584,08-14-2025,final,06:00PM ET,University of North Carolina Asheville,UNC Asheville,0,(0-1-0),Big South,University of Miami (Florida),Miami (FL),1,(1-0-0),ACC,7.0,3.0,15.0,7.0
women,d1,6388856,6478589,08-14-2025,final,06:00PM ET,"University of Maryland, College Park",Maryland,3,(1-0-0),Big Ten,Lehigh University,Lehigh,0,(0-1-0),Patriot,16.0,10.0,5.0,3.0
women,d1,6389460,6478592,08-14-2025,final,06:00PM ET,Stetson University,Stetson,1,(1-0-0),ASUN,Gardner-Webb University,Gardner-Webb,0,(0-1-0),Big South,14.0,9.0,7.0,1.0
women,d1,6387618,6478580,08-14-2025,final,06:30PM ET,Providence College,Providence,1,(1-0-0),Big East,U.S. Military Academy,Army West Point,0,(0-1-0),Patriot,11.0,5.0,10.0,5.0
women,d1,6390016,6462896,08-14-2025,final,07:00PM ET,The University of North Carolina at Greensboro,UNC Greensboro,1,(0-1-0),SoCon,Davidson College,Davidson,2,(1-0-0),Atlantic 10,13.0,7.0,6.0,5.0
women,d1,339326,6462982,08-14-2025,final,07:00PM ET,The Ohio State University,Ohio St.,1,(0-0-1),Big Ten,Clemson University,Clemson,1,(0-0-1),ACC,19.0,7.0,15.0,3.0
women,d1,6390948,6463061,08-14-2025,final,07:00PM ET,Iowa State University,Iowa St.,2,(0-0-1),Big 12,Portland State University,Portland St.,2,(0-0-1),Big Sky,13.0,4.0,12.0,3.0
women,d1,6391610,6463125,08-14-2025,final,07:00PM ET,Hofstra University,Hofstra,2,(1-0-0),CAA,Saint Joseph's University,Saint Joseph's,1,(0-1-0),Atlantic 10,22.0,5.0,2.0,2.0
women,d1,6394616,6463495,08-14-2025,final,07:00PM ET,Wake Forest University,Wake Forest,2,(1-0-0),ACC,Southern Methodist University,SMU,0,(0-1-0),ACC,5.0,3.0,7.0,1.0
women,d1,6394763,6463506,08-14-2025,final,07:00PM ET,Rice University,Rice,2,(1-0-0),American,Houston Christian University,Houston Christian,1,(0-1-0),Southland,24.0,12.0,12.0,5.0
women,d1,341344,6463564,08-14-2025,final,07:00PM ET,Howard University,Howard,0,(0-1-0),NEC,University of North Florida,North Florida,2,(1-0-0),ASUN,8.0,2.0,16.0,9.0
women,d1,6395125,6463613,08-14-2025,final,07:00PM ET,Wofford College,Wofford,0,(0-1-0),SoCon,University of South Carolina Upstate,USC Upstate,1,(1-0-0),Big South,6.0,0.0,5.0,3.0
women,d1,6395492,6463710,08-14-2025,final,07:00PM ET,Boston College,Boston College,4,(1-0-0),ACC,Stonehill College,Stonehill,1,(0-1-0),NEC,19.0,10.0,7.0,4.0
women,d1,6395797,6463829,08-14-2025,final,07:00PM ET,University of Notre Dame,Notre Dame,2,(1-0-0),ACC,Western Michigan University,Western Mich.,1,(0-1-0),MAC,18.0,6.0,11.0,5.0
women,d1,6396576,6463958,08-14-2025,final,07:00PM ET,Virginia Commonwealth University,VCU,1,(0-0-1),Atlantic 10,Elon University,Elon,1,(0-0-1),CAA,18.0,9.0,4.0,2.0
women,d1,6396709,6464003,08-14-2025,final,07:00PM ET,"Rutgers, The State University of New Jersey, New Brunswick",Rutgers,3,(1-0-0),Big Ten,New Jersey Institute of Technology,NJIT,0,(0-1-0),America East,21.0,10.0,3.0,0.0
women,d1,342509,6464092,08-14-2025,final,07:00PM ET,University of Memphis,Memphis,6,(1-0-0),American,The University of Southern Mississippi,Southern Miss.,0,(0-1-0),Sun Belt,17.0,10.0,5.0,2.0
women,d1,6397923,6464293,08-14-2025,final,07:00PM ET,Merrimack College,Merrimack,1,(0-0-1),MAAC,University of Vermont,Vermont,1,(0-0-1),America East,4.0,1.0,28.0,18.0
women,d1,6398935,6464447,08-14-2025,final,07:00PM ET,College of Charleston (South Carolina),Col. of Charleston,0,(0-1-0),CAA,"University of South Carolina, Columbia",South Carolina,1,(1-0-0),SEC,9.0,1.0,14.0,9.0
women,d1,6398967,6464451,08-14-2025,final,07:00PM ET,Duke University,Duke,3,(1-0-0),ACC,Pennsylvania State University,Penn St.,2,(0-1-0),Big Ten,28.0,7.0,8.0,3.0
women,d1,6399187,6464460,08-14-2025,final,07:00PM ET,University of Montana,Montana,3,(1-0-0),Big Sky,Southern Utah University,Southern Utah,0,(0-1-0),WAC,21.0,8.0,6.0,2.0
women,d1,6399240,6464471,08-14-2025,final,07:00PM ET,Southern Illinois University at Carbondale,Southern Ill.,4,(1-0-0),MVC,Eastern Illinois University,Eastern Ill.,0,(0-1-0),OVC,10.0,6.0,5.0,1.0
women,d1,6399346,6464500,08-14-2025,final,07:00PM ET,Jacksonville University,Jacksonville,9,(1-0-0),ASUN,Edward Waters University,Edward Waters,0,(0-0-0),SIAC,53.0,35.0,1.0,0.0
women,d1,6399828,6464663,08-14-2025,final,07:00PM ET,Purdue University,Purdue,4,(1-0-0),Big Ten,Indiana State University,Indiana St.,0,(0-1-0),MVC,26.0,14.0,4.0,2.0
women,d1,6404841,6465730,08-14-2025,final,07:00PM ET,Georgetown University,Georgetown,2,(0-0-1),Big East,Old Dominion University,Old Dominion,2,(0-0-1),Sun Belt,10.0,5.0,9.0,6.0
women,d1,6405663,6465834,08-14-2025,final,07:00PM ET,High Point University,High Point,0,(0-1-0),Big South,Virginia Polytechnic Institute and State University,Virginia Tech,2,(1-0-0),ACC,4.0,2.0,28.0,15.0
women,d1,6407860,6466172,08-14-2025,final,07:00PM ET,Florida Atlantic University,Fla. Atlantic,1,(0-0-1),American,Loyola University Maryland,Loyola Maryland,1,(0-0-1),Patriot,6.0,3.0,13.0,5.0
women,d1,6409846,6466486,08-14-2025,final,07:00PM ET,University of West Georgia,West Ga.,2,(0-1-0),ASUN,Jacksonville State University,Jacksonville St.,3,(1-0-0),CUSA,6.0,3.0,20.0,10.0
women,d1,6411946,6466726,08-14-2025,final,07:00PM ET,Purdue University Fort Wayne,Purdue Fort Wayne,0,(0-0-1),Horizon,University of Akron,Akron,0,(0-0-1),MAC,12.0,7.0,17.0,8.0
women,d1,351083,6466858,08-14-2025,final,07:00PM ET,"University of Tennessee, Knoxville",Tennessee,2,(1-0-0),SEC,"University of North Carolina, Chapel Hill",North Carolina,0,(0-1-0),ACC,7.0,5.0,14.0,6.0
women,d1,351166,6466895,08-14-2025,final,07:00PM ET,Georgia State University,Georgia St.,7,(1-0-0),Sun Belt,Truett-McConnell,Truett-McConnell,0,(0-0-0),IND,24.0,13.0,2.0,2.0
women,d1,6416185,6466945,08-14-2025,final,07:00PM ET,West Virginia University,West Virginia,0,(0-1-0),Big 12,University of Virginia,Virginia,1,(1-0-0),ACC,14.0,5.0,8.0,2.0
women,d1,351916,6466967,08-14-2025,final,07:00PM ET,Tennessee Technological University,Tennessee Tech,0,(0-1-0),OVC,Lipscomb University,Lipscomb,2,(1-0-0),ASUN,3.0,2.0,12.0,6.0
women,d1,6417220,6466984,08-14-2025,final,07:00PM ET,Morehead State University,Morehead St.,0,(0-1-0),OVC,Marshall University,Marshall,3,(1-0-0),Sun Belt,5.0,2.0,19.0,12.0
women,d1,352640,6467079,08-14-2025,final,07:00PM ET,Florida State University,Florida St.,5,(1-0-0),ACC,University of Florida,Florida,0,(0-1-0),SEC,26.0,9.0,7.0,3.0
women,d1,6420731,6467139,08-14-2025,final,07:00PM ET,North Carolina State University,NC State,0,(0-1-0),ACC,James Madison University,James Madison,3,(1-0-0),Sun Belt,13.0,6.0,13.0,4.0
women,d1,353889,6467195,08-14-2025,final,07:00PM ET,Southeast Missouri State University,Southeast Mo. St.,3,(0-1-0),OVC,University of Evansville,Evansville,4,(1-0-0),MVC,10.0,6.0,17.0,10.0
women,d1,354312,6467199,08-14-2025,final,07:00PM ET,Wright State University,Wright St.,0,(0-1-0),Horizon,University of Dayton,Dayton,2,(1-0-0),Atlantic 10,3.0,1.0,35.0,17.0
women,d1,354669,6467231,08-14-2025,final,07:00PM ET,University of Pittsburgh,Pittsburgh,2,(1-0-0),ACC,Xavier University,Xavier,0,(0-1-0),Big East,9.0,5.0,13.0,5.0
women,d1,354748,6467252,08-14-2025,final,07:00PM ET,Presbyterian College,Presbyterian,0,(0-0-1),Big South,The Citadel,The Citadel,0,(0-0-1),SoCon,14.0,3.0,17.0,10.0
women,d1,6422694,6467288,08-14-2025,final,07:00PM ET,Wagner College,Wagner,1,(0-0-1),NEC,"University of Maryland, Baltimore County",UMBC,1,(0-0-1),America East,11.0,7.0,6.0,3.0
women,d1,6386705,6478575,08-14-2025,final,07:00PM ET,Temple University,Temple,3,(1-0-0),American,Iona University,Iona,0,(0-1-0),MAAC,12.0,6.0,8.0,4.0
women,d1,6387143,6478577,08-14-2025,final,07:00PM ET,Queens University of Charlotte,Queens (NC),0,(0-0-1),ASUN,Campbell University,Campbell,0,(0-0-1),CAA,5.0,5.0,13.0,4.0
women,d1,6388343,6478583,08-14-2025,final,07:00PM ET,Furman University,Furman,0,(0-1-0),SoCon,University of South Florida,South Fla.,1,(1-0-0),American,7.0,5.0,15.0,9.0
women,d1,6388399,6478585,08-14-2025,final,07:00PM ET,Cleveland State University,Cleveland St.,0,(0-1-0),Horizon,Kent State University,Kent St.,1,(1-0-0),MAC,3.0,0.0,16.0,8.0
women,d1,6388466,6478586,08-14-2025,final,07:00PM ET,Illinois State University,Illinois St.,1,(0-1-0),MVC,Lindenwood University,Lindenwood,2,(1-0-0),OVC,10.0,6.0,7.0,4.0
women,d1,6389107,6478590,08-14-2025,final,07:00PM ET,University of Detroit Mercy,Detroit Mercy,2,(1-0-0),Horizon,Valparaiso University,Valparaiso,1,(0-1-0),MVC,8.0,3.0,6.0,6.0
women,d1,6389427,6478591,08-14-2025,final,07:00PM ET,Bowling Green State University,Bowling Green,1,(1-0-0),MAC,Oakland University,Oakland,0,(0-1-0),Horizon,10.0,3.0,5.0,3.0
women,d1,337311,6462444,08-14-2025,final,07:30PM ET,Kansas State University,Kansas St.,2,(1-0-0),Big 12,Oral Roberts University,Oral Roberts,0,(0-1-0),Summit League,8.0,5.0,6.0,2.0
women,d1,340961,6463377,08-14-2025,final,07:30PM ET,University of Kentucky,Kentucky,4,(1-0-0),SEC,Jackson State University,Jackson St.,0,(0-1-0),SWAC,25.0,9.0,1.0,1.0
women,d1,342429,6464065,08-14-2025,final,07:30PM ET,Belmont University,Belmont,1,(0-1-0),MVC,Middle Tennessee State University,Middle Tenn.,2,(1-0-0),CUSA,7.0,5.0,10.0,7.0
women,d1,345301,6465368,08-14-2025,final,07:30PM ET,The University of Texas Rio Grande Valley,UTRGV,0,(0-1-0),Southland,Tarleton State University,Tarleton St.,1,(1-0-0),WAC,7.0,1.0,7.0,3.0
women,d1,6407164,6466058,08-14-2025,final,07:30PM ET,"University of Arkansas, Fayetteville",Arkansas,2,(0-1-0),SEC,University of Iowa,Iowa,3,(1-0-0),Big Ten,18.0,6.0,11.0,7.0
women,d1,349491,6466665,08-14-2025,final,07:30PM ET,Auburn University,Auburn,0,(0-1-0),SEC,University of Louisville,Louisville,1,(1-0-0),ACC,10.0,5.0,6.0,2.0
women,d1,351729,6466932,08-14-2025,final,07:30PM ET,University of Georgia,Georgia,0,(0-1-0),SEC,"University of California, Los Angeles",UCLA,1,(1-0-0),Big Ten,11.0,3.0,11.0,7.0
women,d1,338460,6462744,08-14-2025,final,08:00PM ET,"Indiana University, Bloomington",Indiana,6,(1-0-0),Big Ten,Youngstown State University,Youngstown St.,1,(0-1-0),Horizon,32.0,15.0,3.0,3.0
women,d1,6390594,6462999,08-14-2025,final,08:00PM ET,University of Texas at Austin,Texas,2,(0-1-0),SEC,Northwestern State University,Northwestern St.,3,(1-0-0),Southland,25.0,16.0,7.0,7.0
women,d1,339420,6463026,08-14-2025,final,08:00PM ET,University of Central Arkansas,Central Ark.,1,(0-1-0),ASUN,The University of Tulsa,Tulsa,2,(1-0-0),American,12.0,7.0,22.0,11.0
women,d1,340143,6463171,08-14-2025,final,08:00PM ET,East Texas A&M University,East Texas A&M,4,(1-0-0),Southland,University of Arkansas at Little Rock,Little Rock,1,(0-1-0),OVC,12.0,7.0,19.0,1.0
women,d1,6394585,6463464,08-14-2025,final,08:00PM ET,University of Wisconsin-Green Bay,Green Bay,1,(0-1-0),Horizon,North Dakota State University,North Dakota St.,3,(1-0-0),Summit League,8.0,3.0,16.0,6.0
women,d1,341658,6463697,08-14-2025,final,08:00PM ET,University of Alabama at Birmingham,UAB,1,(0-1-0),American,University of Central Florida,UCF,2,(1-0-0),Big 12,7.0,4.0,10.0,7.0
women,d1,341691,6463721,08-14-2025,final,08:00PM ET,Vanderbilt University,Vanderbilt,7,(1-0-0),SEC,Austin Peay State University,Austin Peay,0,(0-1-0),ASUN,35.0,17.0,3.0,2.0
women,d1,6397124,6464085,08-14-2025,final,08:00PM ET,University of Nebraska-Lincoln,Nebraska,6,(1-0-0),Big Ten,University of Southern Indiana,Southern Ind.,0,(0-1-0),OVC,24.0,11.0,6.0,4.0
women,d1,342715,6464239,08-14-2025,final,08:00PM ET,Stephen F. Austin State University,SFA,1,(0-0-1),Southland,Sam Houston State University,Sam Houston,1,(0-0-1),CUSA,17.0,6.0,9.0,4.0
women,d1,6397959,6464311,08-14-2025,final,08:00PM ET,"University of Minnesota, Twin Cities",Minnesota,1,(0-1-0),Big Ten,Brigham Young University,BYU,3,(1-0-0),Big 12,15.0,5.0,26.0,12.0
women,d1,344284,6464832,08-14-2025,final,08:00PM ET,Loyola University Chicago,Loyola Chicago,0,(0-1-0),Atlantic 10,Northwestern University,Northwestern,2,(1-0-0),Big Ten,9.0,3.0,14.0,5.0
women,d1,344975,6465103,08-14-2025,final,08:00PM ET,Saint Mary's College of California,Saint Mary's (CA),2,(0-0-1),WCC,"California State University, Northridge",CSUN,2,(0-0-1),Big West,18.0,5.0,5.0,2.0
women,d1,345184,6465278,08-14-2025,final,08:00PM ET,University of Louisiana at Lafayette,Louisiana,4,(1-0-0),Sun Belt,Lamar University,Lamar University,1,(0-1-0),Southland,12.0,6.0,5.0,4.0
women,d1,345314,6465397,08-14-2025,final,08:00PM ET,McNeese State University,McNeese,0,(0-1-0),Southland,University of North Dakota,North Dakota,6,(1-0-0),Summit League,7.0,2.0,23.0,16.0
women,d1,348093,6466149,08-14-2025,final,08:00PM ET,Louisiana State University,LSU,2,(1-0-0),SEC,University of South Alabama,South Alabama,0,(0-1-0),Sun Belt,16.0,6.0,6.0,2.0
women,d1,348399,6466230,08-14-2025,final,08:00PM ET,University of Kansas,Kansas,5,(1-0-0),Big 12,Missouri State University,Missouri St.,2,(0-1-0),CUSA,23.0,12.0,5.0,3.0
women,d1,348613,6466304,08-14-2025,final,08:00PM ET,University of Nebraska at Omaha,Omaha,1,(0-0-1),Summit League,University of Northern Colorado,Northern Colo.,1,(0-0-1),Big Sky,10.0,5.0,10.0,5.0
women,d1,348969,6466448,08-14-2025,final,08:00PM ET,Northern Illinois University,NIU,0,(0-1-0),MAC,Marquette University,Marquette,2,(1-0-0),Big East,8.0,4.0,8.0,5.0
women,d1,354524,6467224,08-14-2025,final,08:00PM ET,University of North Texas,North Texas,1,(0-1-0),American,University of the Incarnate Word,UIW,2,(1-0-0),Southland,38.0,14.0,6.0,2.0
women,d1,6387038,6478576,08-14-2025,final,08:00PM ET,"University of Missouri, Columbia",Missouri,1,(0-0-1),SEC,South Dakota State University,South Dakota St.,1,(0-0-1),Summit League,6.0,2.0,11.0,5.0
women,d1,337618,6478578,08-14-2025,final,08:00PM ET,University of Missouri-Kansas City,Kansas City,0,(0-1-0),Summit League,Saint Louis University,Saint Louis,4,(1-0-0),Atlantic 10,3.0,1.0,15.0,12.0
women,d1,337685,6478579,08-14-2025,final,08:00PM ET,Drake University,Drake,1,(0-0-1),MVC,University of Wyoming,Wyoming,1,(0-0-1),Mountain West,5.0,3.0,9.0,2.0
women,d1,337896,6478582,08-14-2025,final,08:00PM ET,U.S. Air Force Academy,Air Force,1,(0-1-0),Mountain West,University of Denver,Denver,2,(1-0-0),Summit League,19.0,5.0,14.0,4.0
women,d1,338346,6478587,08-14-2025,final,08:00PM ET,University of Wisconsin-Madison,Wisconsin,3,(1-0-0),Big Ten,University of Wisconsin-Milwaukee,Milwaukee,1,(0-1-0),Horizon,24.0,10.0,2.0,1.0
women,d1,338413,6478588,08-14-2025,final,08:00PM ET,University of North Alabama,North Ala.,0,(0-1-0),ASUN,East Tennessee State University,ETSU,1,(1-0-0),SoCon,4.0,0.0,14.0,11.0
women,d1,6389751,6478593,08-14-2025,final,08:00PM ET,University of Oklahoma,Oklahoma,4,(1-0-0),SEC,Creighton University,Creighton,1,(0-1-0),Big East,15.0,9.0,10.0,7.0
women,d1,339096,6478595,08-14-2025,final,08:00PM ET,Texas Christian University,TCU,6,(1-0-0),Big 12,Pepperdine University,Pepperdine,1,(0-1-0),WCC,17.0,11.0,7.0,2.0
women,d1,6390242,6478596,08-14-2025,final,08:00PM ET,Louisiana Tech University,Louisiana Tech,2,(0-1-0),CUSA,University of Alabama,Alabama,6,(1-0-0),SEC,9.0,3.0,25.0,13.0
women,d1,342799,6464284,08-14-2025,final,08:30PM ET,Texas State University,Texas St.,9,(1-0-0),Sun Belt,Our Lady of the Lake,Our Lady of the Lake,1,(0-0-0),IND,37.0,24.0,3.0,2.0
women,d1,351743,6466940,08-14-2025,final,08:30PM ET,"Texas A&M University, College Station",Texas A&M,1,(0-0-1),SEC,Baylor University,Baylor,1,(0-0-1),Big 12,18.0,5.0,16.0,5.0
women,d1,351103,6466871,08-14-2025,final,08:35PM ET,University of Texas at San Antonio,UTSA,0,(0-0-1),American,University of Houston,Houston,0,(0-0-1),Big 12,10.0,3.0,18.0,7.0
women,d1,340379,6463184,08-14-2025,final,09:00PM ET,University of Colorado Boulder,Colorado,1,(0-0-1),Big 12,Michigan State University,Michigan St.,1,(0-0-1),Big Ten,9.0,3.0,20.0,5.0
women,d1,6402212,6465035,08-14-2025,final,09:00PM ET,University of Texas at El Paso,UTEP,0,(0-1-0),CUSA,Abilene Christian University,Abilene Christian,1,(1-0-0),WAC,14.0,6.0,9.0,5.0
women,d1,345477,6465525,08-14-2025,final,09:00PM ET,Colorado State University,Colorado St.,2,(1-0-0),Mountain West,Utah Tech University,Utah Tech,1,(0-1-0),WAC,9.0,4.0,19.0,7.0
women,d1,348712,6466381,08-14-2025,final,09:00PM ET,New Mexico State University,New Mexico St.,1,(0-1-0),CUSA,Colorado College,Colorado Col.,2,(1-0-0),Mountain West,5.0,2.0,10.0,6.0
women,d1,6417499,6466998,08-14-2025,final,09:00PM ET,Seattle University,Seattle U,1,(1-0-0),WCC,Eastern Washington University,Eastern Wash.,0,(0-1-0),Big Sky,17.0,6.0,8.0,1.0
women,d1,354445,6467215,08-14-2025,final,09:00PM ET,Oklahoma State University,Oklahoma St.,2,(1-0-0),Big 12,Mercer University,Mercer,0,(0-1-0),SoCon,26.0,8.0,8.0,4.0
women,d1,6411373,6466679,08-14-2025,final,09:30PM ET,University of New Mexico,New Mexico,8,(1-0-0),Mountain West,Texas Southern University,Texas Southern,0,(0-1-0),SWAC,31.0,18.0,5.0,2.0
women,d1,6390301,6495682,08-14-2025,final,09:30PM ET,University of Oregon,Oregon,4,(1-0-0),Big Ten,Weber State University,Weber St.,0,(0-1-0),Big Sky,17.0,10.0,13.0,7.0
women,d1,6391240,6463092,08-14-2025,final,10:00PM ET,University of Washington,Washington,1,(0-0-1),Big Ten,Oregon State University,Oregon St.,1,(0-0-1),WCC,16.0,4.0,5.0,3.0
women,d1,340504,6463231,08-14-2025,final,10:00PM ET,Grand Canyon University,Grand Canyon,1,(0-1-0),Mountain West,"University of California, Irvine",UC Irvine,4,(1-0-0),Big West,12.0,4.0,13.0,8.0
women,d1,6393970,6463283,08-14-2025,final,10:00PM ET,University of San Diego,San Diego,3,(0-0-1),WCC,California Polytechnic State University,Cal Poly,3,(0-0-1),Big West,12.0,6.0,20.0,8.0
women,d1,343412,6464480,08-14-2025,final,10:00PM ET,Gonzaga University,Gonzaga,1,(0-1-0),WCC,University of Utah,Utah,2,(1-0-0),Big 12,11.0,3.0,18.0,7.0
women,d1,6401161,6464883,08-14-2025,final,10:00PM ET,California Baptist University,California Baptist,1,(1-0-0),WAC,"California State University, Bakersfield",CSU Bakersfield,0,(0-1-0),Big West,7.0,5.0,22.0,10.0
