Name,Team,Gender,Division,Matches Played,Minutes Played,Goals,Assists,Shots,Shots On Target,Yellow Cards,Red Cards,Saves,Goals Against,Fouls Won,Positions Seen,Dominant Position,Points
Abby Beasley,New Hampshire,women,d1,1,90,0,2,0,0,0,0,0,0,0,D,Defender,2
Abby Bell,Mount Aloysius,women,d3,1,25,0,0,0,0,0,0,0,0,2,M,Midfielder,0
Abby Bell,Rhodes,women,d3,1,90,1,0,2,1,0,0,0,0,0,D,Defender,2
Abby Bolz,Wilkes,women,d3,1,85,0,0,1,1,0,0,0,0,0,F,Forward,0
Abby Borland,Wittenberg,women,d3,1,61,0,0,1,0,0,0,0,0,2,F,Forward,0
Abby Broom,Sweet Briar,women,d3,1,90,0,0,0,0,0,0,0,0,0,D,Defender,0
Abby Brown,York (PA),women,d3,1,62,0,1,1,0,0,0,0,0,0,null,Unknown,1
Abby Bryant,Franklin,women,d3,1,16,0,0,0,0,0,0,0,0,0,M,Midfielder,0
Abby Carlson,Wis.-Superior,women,d3,1,37,0,0,0,0,0,0,0,0,0,F,Forward,0
Abby Chambers,Emmanuel (MA),women,d3,1,30,0,0,0,0,0,0,0,0,0,null,Unknown,0
Abby Collis,Williams,women,d3,1,54,0,0,0,0,0,0,0,0,0,null,Unknown,0
Abby Cooley,Illinois Tech,women,d3,1,12,0,0,0,0,0,0,0,0,0,M,Midfielder,0
Abby Corcoran,WestConn,women,d3,1,73,1,0,4,3,0,0,0,0,3,F,Forward,2
Abby Dickson,Smith,women,d3,1,67,0,0,0,0,0,0,0,0,0,M,Midfielder,0
Abby Ding,Wellesley,women,d3,1,31,0,0,0,0,0,0,0,0,1,D,Defender,0
Abby Dlug,Smith,women,d3,1,79,0,0,0,0,0,0,0,0,0,D,Defender,0
Abby Dorunda,St. John Fisher,women,d3,1,43,0,0,0,0,0,0,0,0,0,d,Defender,0
Abby Douglass,Hamilton,women,d3,1,76,0,0,0,0,0,0,0,0,0,null,Unknown,0
Abby Dunnigan,SUNY Geneseo,women,d3,1,55,1,0,2,1,0,0,0,0,0,F,Forward,2
Abby Eastes,Covenant,women,d3,1,57,0,0,0,0,0,0,0,0,0,M,Midfielder,0
Abby Fagnani,St. John Fisher,women,d3,1,45,0,0,0,0,0,0,0,0,0,d,Defender,0
Abby Feddema,Concordia-M'head,women,d3,1,84,0,0,1,0,0,0,0,0,0,M,Midfielder,0
Abby Foster,SUNY Geneseo,women,d3,1,49,0,0,0,0,0,0,0,0,0,F,Forward,0
Abby Gates,Springfield,women,d3,1,32,0,0,0,0,0,0,0,0,0,D,Defender,0
Abby Giordano,Lafayette,women,d1,1,50,0,0,0,0,0,0,0,0,0,D,Defender,0
Abby Gray,Carlow,women,d3,1,34,0,0,0,0,0,0,0,0,0,m,Midfielder,0
Abby Holloway,King's (PA),women,d3,1,90,0,0,0,0,0,0,0,0,0,D,Defender,0
Abby Jordan,Belhaven,women,d3,1,31,0,0,0,0,0,0,0,0,0,M,Midfielder,0
Abby Kearns,Eastern Conn. St.,women,d3,1,24,0,1,1,0,0,0,0,0,0,D,Defender,1
Abby Keeton,Illinois Col.,women,d3,1,26,0,0,2,0,0,0,0,0,0,M,Midfielder,0
Abby Kenkelen,Brandeis,women,d3,1,62,0,0,2,1,0,0,0,0,0,null,Unknown,0
Abby Kirrane,Norwich,women,d3,1,81,0,0,0,0,0,0,0,0,1,D,Defender,0
Abby Lamere,Wis.-Whitewater,women,d3,1,48,0,0,0,0,0,0,0,0,0,M,Midfielder,0
Abby Lee,Ramapo,women,d3,1,90,0,0,0,0,0,0,0,0,0,D,Defender,0
Abby Love,Illinois Col.,women,d3,1,47,0,0,1,1,0,0,0,0,0,D,Defender,0
Abby Lush,Greensboro,women,d3,1,40,0,0,2,1,0,0,0,0,0,null,Unknown,0
Abby Mattia,Salisbury,women,d3,1,12,0,0,0,0,0,0,0,0,0,M,Midfielder,0
Abby Maynard,Alice Lloyd,women,d3,1,45,0,0,0,0,0,0,18,20,0,GK,Goalkeeper,0
Abby Measor,Franciscan,women,d3,1,90,0,0,0,0,0,0,0,0,0,M,Midfielder,0
Abby Names,St. Norbert,women,d3,1,33,0,0,0,0,0,0,0,0,0,D,Defender,0
Abby Newby,Saint Mary's (MN),women,d3,1,22,0,0,0,0,0,0,0,0,0,M,Midfielder,0
Abby Ngugi,Waynesburg,women,d3,1,70,0,0,1,1,0,0,0,0,0,D,Defender,0
Abby Nunez,Brevard,women,d3,1,29,0,0,0,0,0,0,0,0,0,GK,Goalkeeper,0
Abby O'Connell,Albion,women,d3,1,79,0,0,2,1,0,0,0,0,0,M,Midfielder,0
Abby Robison,Trine,women,d3,1,58,1,0,2,2,0,0,0,0,2,F,Forward,2
Abby Rowley,Alvernia,women,d3,1,45,0,0,0,0,0,0,0,0,0,GK,Goalkeeper,0
Abby Rudolph,SUNY Potsdam,women,d3,1,90,0,0,0,0,0,0,0,0,0,D,Defender,0
Abby Sanzotta,Greensboro,women,d3,1,40,0,0,0,0,0,0,0,0,0,D,Defender,0
Abby Smith,John Carroll,women,d3,1,18,0,0,0,0,0,0,0,0,1,F,Forward,0
Abby Smith,N.C. Wesleyan,women,d3,1,54,0,0,0,0,0,0,0,0,1,null,Unknown,0
Abby Stair,Alvernia,women,d3,1,90,0,0,1,1,0,0,0,0,1,M,Midfielder,0
Abby Stover,Geneva,women,d3,1,87,0,0,1,1,0,0,0,0,1,M,Midfielder,0
Abby Strasser,Indiana Tech,women,d1,1,71,0,0,0,0,0,0,0,0,2,D,Defender,0
Abby Sweeney,Juniata,women,d3,1,33,0,0,0,0,0,0,0,0,0,null,Unknown,0
Abby Walker,John Carroll,women,d3,1,28,0,0,0,0,0,0,0,0,0,M,Midfielder,0
Abby Warchus,MUW,women,d3,1,90,0,0,2,1,0,0,0,0,1,null,Unknown,0
Abby Welker,CWRU,women,d3,1,43,0,0,1,0,0,0,0,0,1,M,Midfielder,0
Abby Witzel,McDaniel,women,d3,1,23,0,0,0,0,0,0,0,0,1,M,Midfielder,0
Abby Woodford,Waynesburg,women,d3,1,12,0,0,0,0,0,0,0,0,0,D,Defender,0
Abby Wright,Bethel (MN),women,d3,1,90,0,0,0,0,0,0,9,1,0,GK,Goalkeeper,0
Abigail Alicandro,Western New Eng.,women,d3,1,90,0,0,1,0,0,0,0,0,3,D,Defender,0
Abigail Ault,Pitt.-Greensburg,women,d3,1,54,1,0,1,1,0,0,0,0,0,null,Unknown,2
Abigail Bianchi,SUNY Potsdam,women,d3,1,47,0,0,0,0,0,0,0,0,0,null,Unknown,0
Abigail Blake,Earlham,women,d3,1,34,0,0,0,0,0,0,0,0,0,null,Unknown,0
Abigail Butler,St. Joseph's (L.I.),women,d3,1,18,0,0,0,0,0,0,0,0,0,F,Forward,0
Abigail Carroll,Delaware St.,women,d1,1,21,0,0,0,0,0,0,0,0,0,D,Defender,0
Abigail Colgrove,Dakota Wesleyan,women,d3,1,90,0,0,0,0,0,0,2,0,1,GK,Goalkeeper,0
Abigail Danso,Amherst,women,d3,1,37,0,0,0,0,0,0,0,0,0,m,Midfielder,0
Abigail Devine,St. John Fisher,women,d3,1,50,0,1,4,0,0,0,0,0,0,null,Unknown,1
Abigail Fitzsimmons,Gettysburg,women,d3,1,56,0,0,3,2,0,0,0,0,0,f,Forward,0
Abigail Frew,Penn St. Harrisburg,women,d3,1,82,0,1,1,0,0,0,0,0,0,null,Unknown,1
Abigail Gavigan,Augustana (IL),women,d3,1,21,0,0,0,0,0,0,0,0,0,D,Defender,0
Abigail Hart,Curry,women,d3,1,74,0,0,0,0,0,0,0,0,0,d,Defender,0
Abigail Heuga,Macalester,women,d3,1,27,0,0,0,0,0,0,0,0,0,GK,Goalkeeper,0
Abigail Hughes,SUNY Poly,women,d3,1,90,0,0,1,0,0,0,0,0,0,M,Midfielder,0
Abigail Johnson,WPI,women,d3,1,61,0,0,1,1,0,0,0,0,0,f,Forward,0
Abigail Knight,Mary Washington,women,d3,1,11,0,0,0,0,0,0,0,0,0,M,Midfielder,0
Abigail Kohler,Manchester,women,d3,1,38,0,0,0,0,0,0,0,0,0,M,Midfielder,0
Abigail Lamers,Luther,women,d3,1,90,0,0,0,0,0,0,0,0,0,D,Defender,0
Abigail Landis,Albright,women,d3,1,78,0,0,1,1,0,0,0,0,0,D,Defender,0
Abigail Marks,Trine,women,d3,1,21,0,0,1,1,0,0,0,0,1,M,Midfielder,0
Abigail Moore,Ky. Christian,women,d3,1,90,0,0,0,0,0,0,11,6,0,GK,Goalkeeper,0
Abigail Oxborough,Minn.-Morris,women,d3,2,170,0,1,7,3,0,0,0,0,2,M,Midfielder,1
Abigail Parker,Franciscan,women,d3,1,90,0,0,0,0,0,0,0,0,0,D,Defender,0
Abigail Pesut,Randolph-Macon,women,d3,1,83,0,0,0,0,0,0,0,0,0,D,Defender,0
Abigail Pratt,Framingham St.,women,d3,1,57,0,0,0,0,0,0,0,0,0,d/m,Midfielder,0
Abigail Rabideau,St. Norbert,women,d3,1,18,0,0,0,0,0,0,0,0,0,F,Forward,0
Abigail Roy,Manhattanville,women,d3,1,21,0,0,0,0,0,0,0,0,0,M,Midfielder,0
Abigail Sample,Columbia (SC),women,d3,1,5,0,0,1,1,0,0,0,0,0,null,Unknown,0
Abigail Shea,Bridgewater St.,women,d3,1,63,0,0,2,1,0,0,0,0,0,null,Unknown,0
Abigail Sheets,Crown (MN),women,d3,1,52,0,0,0,0,0,0,0,0,0,D,Defender,0
Abigail Shull,Misericordia,women,d3,1,14,0,0,0,0,0,0,0,0,0,D,Defender,0
Abigail Singer,King's (PA),women,d3,1,21,0,0,1,1,0,0,0,0,0,F,Forward,0
Abigail Tober,Merrimack,women,d1,1,29,0,0,0,0,0,0,0,0,0,D,Defender,0
Abigail Wood,Valley Forge,women,d3,1,90,0,0,0,0,0,0,21,1,0,GK,Goalkeeper,0
Abigail Zerm,Oglethorpe,women,d3,1,4,0,1,0,0,0,0,0,0,0,M,Midfielder,1
Abigale King,Framingham St.,women,d3,1,41,0,0,0,0,0,0,0,0,0,d,Defender,0
Abigayle Mcadams,Minn.-Morris,women,d3,1,14,0,0,0,0,0,0,0,0,0,M,Midfielder,0
Abrielle Miller,Lebanon Valley,women,d3,1,81,1,0,6,2,0,0,0,0,3,F,Forward,2
Abygale Luddington,Buena Vista,women,d3,1,24,0,0,0,0,0,0,0,0,0,M,Midfielder,0
Acadia Evans,Hilbert,women,d3,1,83,0,0,0,0,0,0,0,0,1,M,Midfielder,0
Ada Forbes,Gordon,women,d3,1,66,0,0,1,1,0,0,0,0,0,F,Forward,0
Adaia Hernandez,Indiana Tech,women,d1,1,30,0,0,0,0,0,0,0,0,1,F,Forward,0
Adalee Christenson,Berry,women,d3,1,9,0,0,0,0,0,0,0,0,0,M,Midfielder,0
Adalyn Nienhaus,William Woods,women,d3,1,79,0,0,0,0,0,0,0,0,1,null,Unknown,0
Adayah Wood,MUW,women,d3,1,81,0,0,0,0,0,0,0,0,0,D,Defender,0
Addi Banks,Piedmont,women,d3,1,45,0,0,0,0,0,0,0,0,1,F,Forward,0
Addi Curtis,Westminster (MO),women,d3,1,79,0,0,1,1,0,0,0,0,1,null,Unknown,0
Addi Laslie,Husson,women,d3,1,73,0,0,1,0,0,0,0,0,0,F,Forward,0
Addi Martin,Messiah,women,d3,1,74,0,0,1,1,0,0,0,0,2,M,Midfielder,0
Addi Parker,Wilkes,women,d3,1,12,0,0,0,0,0,0,0,0,0,F,Forward,0
Addi Reimer,Lakeland,women,d3,1,45,0,0,0,0,0,0,0,0,0,GK,Goalkeeper,0
Addi Soroka,WashU,women,d3,1,33,0,0,0,0,0,0,0,0,1,D,Defender,0
Addi Verdon,Rochester (NY),women,d3,1,90,0,0,0,0,0,0,0,0,1,M,Midfielder,0
Addie Allgeier,DePauw,women,d3,2,65,0,0,1,0,0,0,0,0,4,M,Midfielder,0
Addie Cissell,Piedmont,women,d3,1,19,0,0,0,0,0,0,0,0,0,M,Midfielder,0
Addie Covey,Trinity (CT),women,d3,1,39,2,0,2,2,0,0,0,0,0,F,Forward,4
Addie Decker,Carroll (WI),women,d3,1,74,0,0,0,0,0,0,0,0,0,M,Midfielder,0
Addie Ford,Drake,women,d1,1,90,0,0,0,0,0,0,4,1,0,GK,Goalkeeper,0
Addie Jensen,VTSU Lyndon,women,d3,1,90,0,0,0,0,0,0,0,0,0,M,Midfielder,0
Addie Kirkpatrick,Bethel (MN),women,d3,1,18,0,0,1,1,0,0,0,0,0,F,Forward,0
Addie Lamond,Albertus Magnus,women,d3,1,90,0,0,1,1,0,0,0,0,0,d,Defender,0
Addie Larock,Omaha,women,d1,1,66,0,0,1,0,0,0,0,0,0,M,Midfielder,0
Addie Nellis,Indiana Tech,women,d1,1,41,0,0,0,0,0,0,0,0,1,F,Forward,0
Addie Ninneman,Edgewood,women,d3,1,13,0,0,0,0,0,0,0,0,0,F,Forward,0
Addie Rice,McDaniel,women,d3,1,87,0,0,1,1,0,0,0,0,1,M,Midfielder,0
Addie Schneider,St. Norbert,women,d3,1,90,0,0,0,0,0,0,0,0,2,M,Midfielder,0
Addie Shannon,Trinity (CT),women,d3,1,28,0,0,0,0,0,0,0,0,0,M,Midfielder,0
Addie Shields,Central (IA),women,d3,1,19,0,0,0,0,0,0,0,0,0,null,Unknown,0
Addie Watson,U New England,women,d3,1,14,0,0,0,0,0,0,0,0,0,null,Unknown,0
Addilyn Tober,Kenyon,women,d3,1,52,0,0,2,1,0,0,0,0,0,D,Defender,0
Addison Baucom,Buena Vista,women,d3,1,90,0,0,1,0,0,0,0,0,0,D,Defender,0
Addison Bilodeau,Wentworth,women,d3,1,24,0,0,2,1,0,0,0,0,0,null,Unknown,0
Addison Brown,Central (IA),women,d3,1,90,0,0,0,0,0,0,0,0,0,D,Defender,0
Addison Campbell,Shenandoah,women,d3,1,78,1,0,2,2,0,0,0,0,2,M,Midfielder,2
Addison Carl,Regent,women,d3,1,47,0,0,2,2,0,0,0,0,0,F,Forward,0
Addison Ellis,Concordia-M'head,women,d3,1,18,0,0,2,2,0,0,0,0,0,null,Unknown,0
Addison Enos,Worcester St.,women,d3,1,90,0,0,0,0,0,0,0,0,0,d,Defender,0
Addison Fisher,Houghton,women,d3,1,30,0,0,0,0,0,0,0,0,0,M,Midfielder,0
Addison Goins,Brevard,women,d3,1,32,0,2,4,2,0,0,0,0,0,F,Forward,2
Addison Hammond,Rowan,women,d3,1,17,0,0,1,0,0,0,0,0,0,M,Midfielder,0
Addison Hannigan,Mary Baldwin,women,d3,1,37,0,0,0,0,0,0,0,0,0,M,Midfielder,0
Addison Hayer,MCLA,women,d3,1,38,0,0,0,0,0,0,0,0,0,null,Unknown,0
Addison Kensey,SUNY Geneseo,women,d3,1,14,0,0,0,0,0,0,0,0,0,F,Forward,0
Addison Lloyd,Chatham,women,d3,1,90,0,0,0,0,0,0,0,0,0,null,Unknown,0
Addison Macdonald,Union (NY),women,d3,1,47,0,0,2,2,0,0,0,0,0,M,Midfielder,0
Addison Mcdonough,Misericordia,women,d3,1,12,0,0,0,0,0,0,0,0,0,D,Defender,0
Addison Miller,Ky. Christian,women,d3,1,90,0,0,0,0,0,0,0,0,1,M,Midfielder,0
Addison Misner,Ripon,women,d3,1,55,0,0,3,1,1,0,0,0,1,F,Forward,0
Addison Newman,Southern Va.,women,d3,1,55,0,0,0,0,0,0,0,0,1,null,Unknown,0
Addison Siders,Southern Miss.,women,d1,1,72,0,0,0,0,0,0,0,0,1,D,Defender,0
Addison Strickland,Southern Miss.,women,d1,1,14,0,0,0,0,1,0,0,0,0,D,Defender,0
Addison Szollosi,Kenyon,women,d3,1,51,0,0,3,1,0,0,0,0,0,null,Unknown,0
Addison Torres,Neumann,women,d3,1,23,0,0,2,2,0,0,0,0,0,F,Forward,0
Addison Tulowitzki,William Peace,women,d3,1,90,0,0,0,0,0,0,0,0,0,null,Unknown,0
Addison Weed,Millikin,women,d3,1,44,1,1,3,2,0,0,0,0,0,M,Midfielder,3
Addison York,Rivier,women,d3,1,50,0,0,0,0,0,0,0,0,0,D,Defender,0
Addisyn Green,Greenville,women,d3,1,72,0,0,0,0,0,0,0,0,1,D,Defender,0
Addisyn Lamothe-Vaughn,Iona,women,d1,1,70,0,0,0,0,0,0,0,0,0,D,Defender,0
Addy Burnham,Curry,women,d3,1,6,0,0,0,0,0,0,0,0,0,null,Unknown,0
Addy Carter,Salisbury,women,d3,1,19,0,0,0,0,0,0,0,0,0,F,Forward,0
Addy Ehler,Hamline,women,d3,1,8,0,0,0,0,0,0,0,0,0,F,Forward,0
Addy Hogan,VTSU Castleton,women,d3,1,10,0,0,0,0,0,0,0,0,0,M,Midfielder,0
Addy Thomas,St. Norbert,women,d3,1,80,0,0,0,0,0,0,0,0,0,D,Defender,0
Addy Williams,Buffalo St.,women,d3,1,45,0,0,0,0,0,0,3,3,0,g,Goalkeeper,0
Addysen Cole,Greensboro,women,d3,1,61,0,0,0,0,0,0,0,0,0,D,Defender,0
Addysen Fitzgerald,Misericordia,women,d3,1,79,0,0,0,0,0,0,0,0,1,D,Defender,0
Addyson Barrett,Hamline,women,d3,1,58,0,0,0,0,0,0,0,0,1,F,Forward,0
Addyson Clay,William Woods,women,d3,1,28,0,0,0,0,0,0,0,0,0,null,Unknown,0
Addyson Earl,Quinnipiac,women,d1,1,90,0,0,1,1,0,0,0,0,0,F,Forward,0
Addyson Galuski,Hartwick,women,d3,1,47,0,0,1,0,0,0,0,0,0,F,Forward,0
Addyson Jarrard,Piedmont,women,d3,1,19,0,0,0,0,0,0,0,0,0,GK,Goalkeeper,0
Addyson Luna,Southwestern (TX),women,d3,1,42,0,0,1,1,0,0,0,0,1,D,Defender,0
Addyson Sparks,Gwynedd Mercy,women,d3,2,180,0,0,0,0,0,0,0,0,1,D,Defender,0
Adelina Young,Curry,women,d3,1,63,0,0,2,1,0,0,0,0,0,null,Unknown,0
Adeline Stevens,Eastern Conn. St.,women,d3,1,20,0,0,0,0,0,0,0,0,0,D,Defender,0
Adeline Thorn,Bluffton,women,d3,2,66,0,2,3,2,0,0,0,0,0,"M, m",Midfielder,2
Adelle Stumbo,Covenant,women,d3,1,25,0,0,0,0,0,0,0,0,0,M,Midfielder,0
Adelynn Arroyo,Bryn Mawr,women,d3,1,31,0,0,0,0,0,0,0,0,0,c,Unknown,0
Adex Bixler,Franklin,women,d3,1,90,0,0,0,0,0,0,0,0,1,D,Defender,0
Adi Gardner,Waynesburg,women,d3,1,15,0,0,0,0,0,0,0,0,0,M,Midfielder,0
Adi Nhouyvanisvong,Macalester,women,d3,1,36,1,1,3,1,0,0,0,0,0,F,Forward,3
Adison Keefe,Thomas (ME),women,d3,1,24,0,0,0,0,0,0,0,0,0,f,Forward,0
Adrian Moncrief,Mount Holyoke,women,d3,1,36,0,0,0,0,0,0,0,0,0,d,Defender,0
Adriana Adames,UMass Dartmouth,women,d3,1,63,0,0,1,1,0,0,0,0,1,D,Defender,0
Adriana Benitez,Earlham,women,d3,1,42,0,0,0,0,0,0,0,0,0,null,Unknown,0
Adriana Blumer,Piedmont,women,d3,1,43,0,0,2,2,0,0,0,0,1,M,Midfielder,0
Adriana Melaragno,Emmanuel (MA),women,d3,1,12,0,0,0,0,0,0,0,0,0,D,Defender,0
Adriana Victoriano,Buffalo,women,d1,1,47,0,0,0,0,0,0,0,0,0,null,Unknown,0
Adrianna Calabria,Utica,women,d3,1,28,0,1,3,0,0,0,0,0,0,M,Midfielder,1
Adrianna Carapezza,St. Joseph's (L.I.),women,d3,1,34,0,0,0,0,0,0,0,0,1,M,Midfielder,0
Adrianna Marinello,Merrimack,women,d1,1,25,0,0,0,0,0,0,0,0,0,F,Forward,0
Adrianna Orlando,SUNY Potsdam,women,d3,1,90,0,0,10,6,0,0,0,0,0,null,Unknown,0
Adrianna Villegas,Arlington Baptist,women,d3,1,90,0,0,0,0,0,0,0,0,0,null,Unknown,0
Adrianna Westcott,Fitchburg St.,women,d3,1,72,1,0,2,2,0,0,0,0,0,f,Forward,2
Adrienne Weyers,Anderson (IN),women,d3,1,90,0,0,0,0,0,0,5,0,0,GK,Goalkeeper,0
Adyson Meyers,Randolph,women,d3,1,90,0,0,0,0,0,0,0,0,0,D,Defender,0
Adyson Youse,Penn St.-Schuylkill,women,d3,1,28,0,0,0,0,0,0,0,0,0,null,Unknown,0
Aerynne Mays,Cairn,women,d3,1,29,0,0,0,0,0,0,0,0,0,M,Midfielder,0
Afton Perry,BYU,women,d1,1,57,0,0,2,2,0,0,0,0,5,M,Midfielder,0
Aggie Gordon,Covenant,women,d3,1,85,0,0,0,0,0,0,0,0,1,D,Defender,0
Ahna Haugo,Bethel (MN),women,d3,1,83,0,0,0,0,0,0,0,0,1,D,Defender,0
Ailani Zires,Elmhurst,women,d3,1,9,0,0,0,0,0,0,0,0,0,null,Unknown,0
Ailey Mann,U New England,women,d3,1,86,0,0,2,1,0,0,0,0,0,null,Unknown,0
Aimee Babb,Covenant,women,d3,1,28,0,0,0,0,0,0,0,0,0,M,Midfielder,0
Aimee Barsa,Drew,women,d3,1,63,0,0,0,0,0,0,0,0,0,M,Midfielder,0
Ainsley Christensen,UMass Dartmouth,women,d3,1,74,0,0,1,1,0,0,0,0,1,D,Defender,0
Ainsley Erzen,Arkansas,women,d1,1,20,0,0,0,0,0,0,0,0,0,M,Midfielder,0
Ainsley Golini,Clark (MA),women,d3,1,68,2,2,3,3,0,0,0,0,0,f,Forward,6
Ainsley Napolitano,Western New Eng.,women,d3,1,90,0,0,0,0,0,0,4,0,0,GK,Goalkeeper,0
Ainsley Schafer,St. Olaf,women,d3,1,18,0,0,0,0,0,0,0,0,0,M,Midfielder,0
Ainsley Smith,Chatham,women,d3,1,37,0,0,3,1,0,0,0,0,0,null,Unknown,0
Ainsley Stallworth,Carthage,women,d3,1,90,0,0,0,0,0,0,4,0,0,GK,Goalkeeper,0
Ainsley Yates,Guilford,women,d3,1,72,0,0,2,1,0,0,0,0,0,M,Midfielder,0
Airanna Griecci,Olivet,women,d3,1,45,0,0,0,0,0,0,0,0,0,gk,Goalkeeper,0
Aivery Shuck,Houghton,women,d3,1,68,0,1,2,1,0,0,0,0,0,M,Midfielder,1
Alaf Kristinsdattir,Harvard,women,d1,1,43,0,0,1,1,0,0,0,0,0,F,Forward,0
Alaina Armstrong,Regis (MA),women,d3,1,83,0,0,0,0,0,0,0,0,0,D,Defender,0
Alaina Clark,North Central (IL),women,d3,1,12,0,0,0,0,0,0,0,0,0,M,Midfielder,0
Alaina Hernandez,Benedictine (IL),women,d3,1,90,0,0,0,0,0,0,0,0,0,F,Forward,0
Alaina Kellerman,Franklin,women,d3,1,59,0,0,0,0,0,0,0,0,1,null,Unknown,0
Alaina Miller,McDaniel,women,d3,1,70,2,0,8,6,0,0,0,0,1,F,Forward,4
Alana Ballowe,Randolph,women,d3,1,17,0,0,0,0,0,0,0,0,0,F,Forward,0
Alana Cunningham,SUNY Potsdam,women,d3,1,38,1,0,1,1,0,0,0,0,0,null,Unknown,2
Alana Delacruz,Plattsburgh St.,women,d3,1,51,0,0,1,0,0,0,0,0,0,F,Forward,0
Alana Ellis,Randolph,women,d3,1,90,0,0,1,0,0,0,0,0,1,M,Midfielder,0
Alana Nowak,John Carroll,women,d3,1,19,0,0,0,0,0,0,0,0,1,M,Midfielder,0
Alana Picard,Saint Joseph (CT),women,d3,1,76,0,0,1,0,0,0,0,0,0,M,Midfielder,0
Alana-Rae Wynne,North Central (MN),women,d3,1,6,0,0,0,0,0,0,0,0,0,null,Unknown,0
Alanna Bishop,FDU-Florham,women,d3,1,90,0,0,1,1,0,0,0,0,0,D,Defender,0
Alanna Coffie,Providence,women,d1,1,50,0,0,2,2,1,0,0,0,0,F,Forward,0
Alanna Earl,Adrian,women,d3,1,66,0,0,3,2,0,0,0,0,0,M,Midfielder,0
Alanna Pennington,Drake,women,d1,1,31,0,0,0,0,0,0,0,0,0,M,Midfielder,0
Alanna Smith,Millikin,women,d3,1,40,1,0,2,2,0,0,0,0,0,null,Unknown,2
Alannah Fulton,Thiel,women,d3,1,45,0,0,0,0,0,0,0,0,0,F,Forward,0
Alayla Jackson,Jackson St.,women,d1,1,48,0,0,0,0,0,0,0,0,0,F,Forward,0
Alayna Boileau,Union (NY),women,d3,1,79,0,0,3,2,0,0,0,0,1,null,Unknown,0
Alayna Williams,Messiah,women,d3,1,86,0,0,4,1,0,0,0,0,1,M,Midfielder,0
Aleah Reesman,St. Norbert,women,d3,1,73,0,0,2,1,0,0,0,0,0,M,Midfielder,0
Aleah Shortridge,Carthage,women,d3,1,11,0,0,0,0,0,0,0,0,0,D,Defender,0
Aleena Solano,Emmanuel (MA),women,d3,1,90,0,0,3,1,0,0,0,0,1,F,Forward,0
Alena David,Olivet,women,d3,1,45,0,0,0,0,0,0,0,0,0,f,Forward,0
Alessandra Georgosta,Me.-Fort Kent,women,d3,1,90,0,0,0,0,0,0,0,0,0,null,Unknown,0
Alessandra Page,Quinnipiac,women,d1,1,31,0,0,0,0,0,0,0,0,0,M,Midfielder,0
Alessandra Ramos,Concordia (TX),women,d3,1,14,0,0,0,0,0,0,0,0,0,M,Midfielder,0
Alessia Cioffi,Manhattanville,women,d3,1,90,1,0,1,1,0,0,0,0,2,F,Forward,2
Aletheia Swanberg,Crown (MN),women,d3,1,88,0,0,0,0,0,0,0,0,0,D,Defender,0
Alex Berish,Catholic,women,d3,1,90,0,0,2,1,0,0,0,0,0,D,Defender,0
Alex Bremond,Millsaps,women,d3,1,85,1,2,2,1,0,0,0,0,0,null,Unknown,4
Alex Dawson,Greensboro,women,d3,1,58,0,0,2,1,0,0,0,0,0,D,Defender,0
Alex Delaney,Waynesburg,women,d3,1,25,1,0,5,3,0,0,0,0,0,D,Defender,2
