Name,Team,Gender,Division,Matches Played,Minutes Played,Goals,Assists,Shots,Shots On Target,Yellow Cards,Red Cards,Saves,Goals Against,Fouls Won,Positions Seen,Dominant Position,Points
Abbey Merchant,UConn,women,d1,1,16,0,0,0,0,0,0,0,0,0,M,Midfielder,0
Abbey Olexa,West Virginia,women,d1,1,59,0,0,0,0,0,0,0,0,0,F,Forward,0
Abbey Pierson,UNCW,women,d1,1,26,0,0,0,0,1,0,0,0,0,,Unknown,0
Abbey Sayers,Michigan Tech,women,d2,2,43,0,0,0,0,0,0,0,0,0,F,Forward,0
Abbey Scheil,Trine,women,d3,3,96,0,0,0,0,0,0,0,0,0,D,Defender,0
Abbey Simpson,Simon Fraser,women,d2,2,180,0,0,0,0,0,0,0,0,0,D,Defender,0
Abbey Stanton,Wisconsin,women,d1,1,37,0,0,0,0,0,0,0,0,0,,Unknown,0
Abbey Taggart,Ohio Dominican,women,d2,1,1,0,0,0,0,0,0,0,0,0,,Unknown,0
Abbey Thornton,Maine,women,d1,1,70,0,0,0,0,0,0,0,0,0,M,Midfielder,0
Abbey Underdahl,Crown (MN),women,d3,3,76,0,0,0,0,0,0,0,0,0,M,Midfielder,0
Abbi Armstrong,Central Ark.,women,d1,1,18,0,1,0,2,0,0,0,0,0,F,Forward,1
Abbi Calvio,Barton,women,d2,1,19,0,0,0,0,0,0,0,0,0,,Unknown,0
Abbi Klopchin,Arcadia,women,d3,2,92,0,0,0,0,0,0,0,0,0,"D, DEFENDER",Defender,0
Abbi Leonard,Oregon St.,women,d1,2,161,0,0,0,0,0,0,0,0,0,D,Defender,0
Abbi Maier,New Hampshire,women,d1,2,122,0,0,1,1,0,0,0,0,0,M,Midfielder,0
Abbi Renwick,Illinois Col.,women,d3,2,180,0,0,1,1,0,0,0,0,0,D,Defender,0
Abbie Adcock,Concordia (TX),women,d3,2,121,0,0,1,1,0,0,0,0,0,D,Defender,0
Abbie Bailey,UTRGV,women,d1,2,180,0,0,0,1,0,0,0,0,0,"D, DEFENDER",Defender,0
Abbie Campos,Azusa Pacific,women,d2,1,67,0,0,0,0,0,0,0,0,0,D,Defender,0
Abbie Getz,Lycoming,women,d3,1,5,0,0,0,0,0,0,0,0,0,M,Midfielder,0
Abbie Gleason,Ill. Springfield,women,d2,2,136,0,0,0,0,0,0,0,0,0,M,Midfielder,0
Abbie Jackson,Redlands,women,d3,1,11,0,0,0,0,0,0,0,0,0,F,Forward,0
Abbie Mai,Seattle U,women,d1,1,13,0,0,0,0,0,0,0,0,0,M,Midfielder,0
Abbie Martin,Quincy,women,d2,2,15,0,0,0,1,0,0,0,0,0,F,Forward,0
Abbie Mchenry,UT Martin,women,d1,2,42,0,0,0,0,0,0,0,0,0,,Unknown,0
Abbie Peters,Bluffton,women,d3,3,135,0,0,1,1,0,0,0,0,0,"F, f",Forward,0
Abbie Simister,Southern Va.,women,d2,1,13,0,0,0,0,0,0,0,0,0,D,Defender,0
Abbie Simister,Southern Va.,women,d3,1,27,0,0,0,0,0,0,0,0,0,D,Defender,0
Abbie Smith,Emory & Henry,women,d2,1,90,0,0,0,0,0,0,0,0,0,m,Midfielder,0
Abbie Wetzel,Howard Payne,women,d3,2,135,0,0,0,1,0,0,0,0,0,F,Forward,0
Abbie Wise,Western Caro.,women,d1,2,180,0,0,0,0,0,0,0,0,0,D,Defender,0
Abbigail Johnson,Southwestern Christ.,women,d3,1,81,0,1,4,1,0,0,0,0,0,,Unknown,1
Abby Arrowood,Bob Jones,women,d2,1,84,0,0,0,2,0,0,0,0,0,,Unknown,0
Abby Arrowood,Bob Jones,women,d3,1,86,0,0,0,0,0,0,0,0,0,null,Unknown,0
Abby Aughe,Southern Conn. St.,women,d2,1,90,0,0,0,0,0,0,0,0,0,GK,Goalkeeper,0
Abby Azzinnari,Muhlenberg,women,d3,1,53,0,0,0,0,0,0,0,0,0,M,Midfielder,0
Abby Bachman,Emporia St.,women,d2,2,176,0,0,0,0,0,0,0,0,0,M,Midfielder,0
Abby Badurak,Mississippi Col.,women,d2,2,87,0,0,0,0,0,0,0,0,0,,Unknown,0
Abby Baldridge,Western Mich.,women,d1,1,34,0,1,0,0,0,0,0,0,0,D,Defender,1
Abby Ballinger,Vermont,women,d1,1,9,0,0,0,0,0,0,0,0,0,D,Defender,0
Abby Batts,Tennessee,women,d1,1,26,0,0,0,0,0,0,0,0,0,F,Forward,0
Abby Beasley,New Hampshire,women,d1,2,180,0,2,0,1,0,0,0,0,0,D,Defender,2
Abby Bell,Mount Aloysius,women,d3,2,56,0,0,0,0,0,0,0,0,0,M,Midfielder,0
Abby Bell,Rhodes,women,d3,3,247,1,1,2,2,0,0,0,0,0,D,Defender,3
Abby Bell,Simpson,women,d3,1,39,0,0,0,1,0,0,0,0,0,,Unknown,0
Abby Blaz,Malone,women,d2,2,160,0,0,0,0,1,0,0,0,0,F,Forward,0
Abby Bolz,Wilkes,women,d3,2,156,0,1,1,2,0,0,0,0,0,F,Forward,1
Abby Borland,Wittenberg,women,d3,2,127,0,0,1,2,0,0,0,0,2,F,Forward,0
Abby Bowen,Barry,women,d2,0,0,0,0,0,0,0,0,0,0,0,MIDFIELDER,Midfielder,0
Abby Breitschuh,Kent St.,women,d1,2,180,0,0,0,0,1,0,0,0,0,D,Defender,0
Abby Brinker,Elon,women,d1,2,52,0,0,0,0,0,0,0,0,0,D,Defender,0
Abby Broom,Sweet Briar,women,d3,1,90,0,0,0,0,0,0,0,0,0,D,Defender,0
Abby Brown,York (PA),women,d3,2,118,0,1,1,0,0,0,0,0,0,"M, null",Midfielder,1
Abby Bryant,Franklin,women,d3,2,36,0,0,0,0,0,0,0,0,0,M,Midfielder,0
Abby Bush,Northern Colo.,women,d1,2,80,0,0,0,1,0,0,0,0,0,M,Midfielder,0
Abby Buys,Point Loma,women,d2,2,169,0,0,0,0,0,0,0,0,0,D,Defender,0
Abby Carlson,Wis.-Superior,women,d3,2,103,0,0,0,0,0,0,0,0,0,F,Forward,0
Abby Caruso,Indiana (PA),women,d2,2,62,1,0,0,1,0,0,0,0,0,M,Midfielder,2
Abby Chambers,Emmanuel (MA),women,d3,2,43,0,0,0,0,0,0,0,0,0,null,Unknown,0
Abby Cockerill,Emerson,women,d3,1,89,0,0,0,0,0,0,0,0,0,M,Midfielder,0
Abby Colangelo,Duquesne,women,d1,2,30,0,0,0,0,0,0,0,0,0,M,Midfielder,0
Abby Cole,Mt. St. Joseph,women,d3,2,88,0,0,0,0,0,0,0,0,0,M,Midfielder,0
Abby Collins,Chestnut Hill,women,d2,1,20,0,0,0,0,0,0,0,0,0,,Unknown,0
Abby Collis,Williams,women,d3,2,104,0,0,0,0,0,0,0,0,0,"D, null",Defender,0
Abby Connolly,Campbell,women,d1,2,133,0,0,0,0,1,0,0,0,0,M,Midfielder,0
Abby Cooley,Illinois Tech,women,d3,2,50,0,0,0,0,0,0,0,0,0,M,Midfielder,0
Abby Corcoran,WestConn,women,d3,3,154,1,0,4,3,0,0,0,0,3,F,Forward,2
Abby Costa,Saint Michael's,women,d2,3,61,0,0,0,1,0,0,0,0,0,M,Midfielder,0
Abby Daly,Siena,women,d1,1,85,0,0,0,0,0,0,0,0,0,M,Midfielder,0
Abby Davis,Stevens,women,d3,1,61,0,0,0,0,0,0,0,0,0,M,Midfielder,0
Abby Davis,VTSU-Johnson,women,d3,2,165,0,0,0,0,0,0,0,0,0,M,Midfielder,0
Abby Davis,Western Ky.,women,d1,2,50,0,0,0,0,0,0,0,0,0,M,Midfielder,0
Abby Dickson,Smith,women,d3,2,139,0,0,0,0,0,0,0,0,0,M,Midfielder,0
Abby Ding,Wellesley,women,d3,2,93,0,0,0,0,0,0,0,0,1,D,Defender,0
Abby Dlug,Smith,women,d3,2,169,0,0,0,0,0,0,0,0,0,D,Defender,0
Abby Doherty,La Salle,women,d1,1,43,0,0,0,0,0,0,0,0,0,,Unknown,0
Abby Dorunda,St. John Fisher,women,d3,2,96,0,0,0,0,0,0,0,0,0,d,Defender,0
Abby Doughty,Me.-Presque Isle,women,d3,2,123,0,0,5,2,0,0,0,0,0,"F, FORWARD",Forward,0
Abby Douglass,Hamilton,women,d3,2,159,0,0,0,0,0,0,0,0,0,"d, null",Defender,0
Abby Drontle,UW-River Falls,women,d3,1,10,0,0,0,0,0,0,0,0,0,F,Forward,0
Abby Dunnigan,SUNY Geneseo,women,d3,1,55,1,0,2,1,0,0,0,0,0,F,Forward,2
Abby Eastes,Covenant,women,d3,3,137,0,0,0,1,0,0,0,0,0,M,Midfielder,0
Abby Ellis,Saginaw Valley,women,d2,2,95,0,1,0,0,0,0,0,0,0,F,Forward,1
Abby Fagnani,St. John Fisher,women,d3,2,135,0,0,0,0,0,0,0,0,0,d,Defender,0
Abby Feddema,Concordia-M'head,women,d3,3,213,0,0,1,0,0,0,0,0,0,M,Midfielder,0
Abby Fisher,James Madison,women,d1,2,65,0,0,0,0,0,0,0,0,0,M,Midfielder,0
Abby Foster,SUNY Geneseo,women,d3,1,49,0,0,0,0,0,0,0,0,0,F,Forward,0
Abby Foulk,UNC Asheville,women,d1,2,106,0,0,0,1,0,0,0,0,0,,Unknown,0
Abby Freese,Central Mich.,women,d1,1,90,0,0,0,0,0,0,0,0,0,D,Defender,0
Abby Gates,Springfield,women,d3,1,32,0,0,0,0,0,0,0,0,0,D,Defender,0
Abby Gemma,Florida,women,d1,2,180,0,0,0,1,0,0,0,0,0,D,Defender,0
Abby Gemza,Texas St.,women,d1,1,11,0,0,0,0,1,0,0,0,0,M,Midfielder,0
Abby Gilbert,Randolph,women,d3,1,18,0,0,0,0,0,0,0,0,0,GK,Goalkeeper,0
Abby Giordano,Lafayette,women,d1,2,98,0,0,0,0,0,0,0,0,0,D,Defender,0
Abby Giunta,Gettysburg,women,d3,1,8,0,0,0,0,0,0,0,0,0,D,Defender,0
Abby Gleaton,Wesleyan (GA),women,d3,1,65,0,0,0,0,0,0,0,0,0,M,Midfielder,0
Abby Godown,Ursinus,women,d3,1,45,0,0,0,1,0,0,0,0,0,F,Forward,0
Abby Graeser,UAB,women,d1,1,90,0,0,0,0,0,0,0,0,0,D,Defender,0
Abby Gray,Carlow,women,d3,1,34,0,0,0,0,0,0,0,0,0,m,Midfielder,0
Abby Gundry,North Carolina,women,d1,2,135,0,0,0,0,0,0,0,0,0,GK,Goalkeeper,0
Abby Hall,Illinois St.,women,d1,2,150,0,0,0,2,1,0,0,0,0,D,Defender,0
Abby Hansen,Missouri St.,women,d1,2,76,1,0,0,1,1,0,0,0,0,M,Midfielder,2
Abby Hanton,Louisiana Tech,women,d1,2,147,0,0,0,0,0,0,0,0,0,F,Forward,0
Abby Hepp,Mount Holyoke,women,d3,1,48,0,0,0,0,0,0,0,0,0,,Unknown,0
Abby Herbst,Fredonia,women,d3,1,13,0,0,0,0,0,0,0,0,0,F,Forward,0
Abby Hoffman,Pittsburg St.,women,d2,2,134,0,0,0,0,0,0,0,0,0,D,Defender,0
Abby Hoiska,Minnesota St.,women,d2,2,47,0,0,0,0,0,0,0,0,0,F,Forward,0
Abby Holloway,King's (PA),women,d3,2,180,0,0,0,0,0,0,0,0,0,D,Defender,0
Abby Hutteger,Truman St.,women,d2,1,16,0,0,0,0,0,0,0,0,0,D,Defender,0
Abby James,Angelo St.,women,d2,2,134,0,0,0,0,0,0,0,0,0,M,Midfielder,0
Abby Jenkins,Ball St.,women,d1,1,90,0,0,0,0,0,0,0,0,0,GK,Goalkeeper,0
Abby Jones,Alma,women,d3,1,66,0,0,1,1,0,0,0,0,0,MIDFIELDER,Midfielder,0
Abby Jordan,Belhaven,women,d3,3,88,0,0,0,0,0,0,0,0,0,M,Midfielder,0
Abby Kearns,Eastern Conn. St.,women,d3,1,24,0,1,1,0,0,0,0,0,0,D,Defender,1
Abby Keeton,Illinois Col.,women,d3,2,66,0,0,2,0,0,0,0,0,0,M,Midfielder,0
Abby Kenkelen,Brandeis,women,d3,3,148,0,0,2,3,0,0,0,0,0,null,Unknown,0
Abby Kightlinger,West Liberty,women,d2,2,35,0,0,0,0,0,0,0,0,0,D,Defender,0
Abby Kilman,Georgia St.,women,d1,2,180,0,0,0,0,0,0,0,0,0,M,Midfielder,0
Abby Kirrane,Norwich,women,d3,2,171,0,0,0,1,0,0,0,0,1,"D, d/f",Defender,0
Abby Klutz,Western Colo.,women,d2,1,55,0,0,0,1,0,0,0,0,0,M,Midfielder,0
Abby Kopp,Warren Wilson,women,d3,1,90,0,0,0,0,0,0,0,0,0,D,Defender,0
Abby Kudla,Memphis,women,d1,1,90,0,0,0,0,0,0,0,0,0,GK,Goalkeeper,0
Abby Lamere,Wis.-Whitewater,women,d3,1,48,0,0,0,0,0,0,0,0,0,M,Midfielder,0
Abby Lee,Goucher,women,d3,1,36,0,0,0,0,0,0,0,0,0,M,Midfielder,0
Abby Lee,Ramapo,women,d3,2,146,0,0,0,0,0,0,0,0,0,D,Defender,0
Abby Lewis,Skidmore,women,d3,2,145,0,0,0,3,0,0,0,0,0,F,Forward,0
Abby Liebhauser,York (PA),women,d3,1,11,0,0,0,0,0,0,0,0,0,M,Midfielder,0
Abby Lom,Green Bay,women,d1,2,149,0,0,0,0,0,0,0,0,0,M,Midfielder,0
Abby Love,Illinois Col.,women,d3,2,93,0,0,1,1,0,0,0,0,0,D,Defender,0
Abby Lush,Greensboro,women,d3,2,80,0,0,2,2,0,0,0,0,0,null,Unknown,0
Abby Macleod,SUNY New Paltz,women,d3,1,9,0,0,0,0,0,0,0,0,0,FORWARD,Forward,0
Abby Makela,Mount St. Mary's,women,d1,1,90,0,0,0,0,0,0,0,0,0,GK,Goalkeeper,0
Abby Mathews,Austin Peay,women,d1,2,116,0,0,0,0,0,0,0,0,0,M,Midfielder,0
Abby Mattia,Salisbury,women,d3,3,71,0,0,0,0,0,0,0,0,0,M,Midfielder,0
Abby Maynard,Alice Lloyd,women,d3,1,45,0,0,0,0,0,0,18,20,0,GK,Goalkeeper,0
Abby Measor,Franciscan,women,d3,2,148,0,0,0,0,0,0,0,0,0,M,Midfielder,0
Abby Menk,CSU Pueblo,women,d2,2,132,1,0,0,1,1,0,0,0,0,"M, m",Midfielder,2
Abby Mills,Notre Dame,women,d1,1,77,0,0,0,0,1,0,0,0,0,,Unknown,0
Abby Missman,Northern St.,women,d2,1,16,0,0,0,0,0,0,0,0,0,,Unknown,0
Abby Morrow,Lewis & Clark,women,d3,2,150,0,0,0,0,0,0,0,0,0,"D, DEFENDER",Defender,0
Abby Myers,Seton Hill,women,d2,2,160,0,0,0,1,0,0,0,0,0,"D, d",Defender,0
Abby Nachand,Saint Mary's (MN),women,d3,2,15,0,0,0,0,0,0,0,0,0,D,Defender,0
Abby Nadeau,Lynchburg,women,d3,1,25,0,0,0,1,0,0,0,0,0,D,Defender,0
Abby Najdzinowicz,TCNJ,women,d3,2,127,1,0,0,1,0,0,0,0,0,M,Midfielder,2
Abby Nalepa,St. Thomas (TX),women,d3,2,71,0,0,0,1,0,0,0,0,0,,Unknown,0
Abby Names,St. Norbert,women,d3,2,68,0,0,0,0,0,0,0,0,0,D,Defender,0
Abby Newby,Saint Mary's (MN),women,d3,3,91,0,1,0,0,0,0,0,0,0,M,Midfielder,1
Abby Ngugi,Waynesburg,women,d3,2,91,0,0,1,1,0,0,0,0,0,D,Defender,0
Abby Noah,CWRU,women,d3,1,11,0,0,0,0,0,0,0,0,0,,Unknown,0
Abby Nordquist,Wis.-Eau Claire,women,d3,2,168,0,0,0,0,0,0,0,0,0,D,Defender,0
Abby Nunez,Brevard,women,d3,1,29,0,0,0,0,0,0,0,0,0,GK,Goalkeeper,0
Abby O'Brien,UNI,women,d1,1,31,0,0,0,0,0,0,0,0,0,DEFENDER,Defender,0
Abby O'Connell,Albion,women,d3,2,144,0,0,2,2,0,0,0,0,0,M,Midfielder,0
Abby O'Connor,Carnegie Mellon,women,d3,1,90,0,0,0,0,0,0,0,0,0,GK,Goalkeeper,0
Abby Ochs,Chris. Newport,women,d3,1,19,0,0,0,0,0,0,0,0,0,,Unknown,0
Abby Overbay,Northwest Mo. St.,women,d2,2,85,0,0,0,0,0,0,0,0,0,F,Forward,0
Abby Paloranta,Saint Benedict,women,d3,2,54,0,0,0,0,0,0,0,0,0,F,Forward,0
Abby Parsons,Eastern Mich.,women,d1,1,6,0,0,0,0,0,0,0,0,0,D,Defender,0
Abby Paterline,Slippery Rock,women,d2,1,78,0,0,0,1,0,0,0,0,0,,Unknown,0
Abby Payne,Ky. Wesleyan,women,d2,2,90,0,0,0,0,0,0,0,0,0,GK,Goalkeeper,0
Abby Picollo,Widener,women,d3,1,77,0,0,0,0,1,0,0,0,0,M,Midfielder,0
Abby Piks,Lake Erie,women,d2,2,180,0,0,0,0,1,0,0,0,0,M,Midfielder,0
Abby Regan,West Ala.,women,d2,2,81,0,0,0,0,0,0,0,0,0,D,Defender,0
Abby Reinl,Eastern Ill.,women,d1,2,119,1,0,0,2,0,0,0,0,0,F,Forward,2
Abby Reisz,Pittsburgh,women,d1,1,90,0,0,0,0,0,0,0,0,0,GK,Goalkeeper,0
Abby Robison,Trine,women,d3,3,181,1,0,2,4,0,0,0,0,2,F,Forward,2
Abby Rosebur,Augsburg,women,d3,1,54,0,0,0,0,0,0,0,0,0,D,Defender,0
Abby Rowley,Alvernia,women,d3,2,135,0,0,0,0,0,0,0,0,0,GK,Goalkeeper,0
Abby Rudolph,SUNY Potsdam,women,d3,2,154,0,0,0,0,0,0,0,0,0,D,Defender,0
Abby Ruhland,Marquette,women,d1,1,11,0,0,0,0,0,0,0,0,0,F,Forward,0
Abby Sanzotta,Greensboro,women,d3,2,89,0,0,0,0,0,0,0,0,0,D,Defender,0
Abby Schaft,Purdue Northwest,women,d2,2,133,0,0,0,0,0,0,0,0,0,,Unknown,0
Abby Schwab,Grace Christian (MI),women,d3,2,123,2,0,0,2,0,0,0,0,0,,Unknown,4
Abby Skiff,Iowa,women,d1,2,109,1,0,0,1,1,0,0,0,0,M,Midfielder,2
Abby Smith,Abilene Christian,women,d1,1,76,1,0,0,1,0,0,0,0,0,M,Midfielder,2
Abby Smith,John Carroll,women,d3,3,85,0,0,0,0,0,0,0,0,1,F,Forward,0
Abby Smith,Montana,women,d1,1,25,0,0,0,0,0,0,0,0,0,F,Forward,0
Abby Smith,N.C. Wesleyan,women,d3,2,76,0,0,0,0,0,0,0,0,1,null,Unknown,0
Abby Stair,Alvernia,women,d3,2,180,0,0,1,1,0,0,0,0,0,M,Midfielder,0
Abby Stassi,UCCS,women,d2,2,151,3,1,0,5,0,0,0,0,0,F,Forward,7
Abby Stephens,Arcadia,women,d3,2,116,0,0,0,1,0,0,0,0,0,"M, MIDFIELDER",Midfielder,0
Abby Stoeck,Milwaukee,women,d1,1,47,0,0,0,0,0,0,0,0,0,M,Midfielder,0
Abby Stover,Geneva,women,d3,2,127,0,0,1,1,0,0,0,0,1,M,Midfielder,0
Abby Strasser,Indiana Tech,women,d1,1,71,0,0,0,0,0,0,0,0,2,D,Defender,0
Abby Succi,Western Wash.,women,d2,2,88,0,0,0,0,1,0,0,0,0,M,Midfielder,0
Abby Sudkamp,Loyola Chicago,women,d1,1,90,0,0,0,0,0,0,0,0,0,D,Defender,0
Abby Sweeney,Juniata,women,d3,1,33,0,0,0,0,0,0,0,0,0,null,Unknown,0
Abby Szymkowiak,Fredonia,women,d3,1,90,0,0,0,0,0,0,0,0,0,GK,Goalkeeper,0
Abby Thompson,Mont. St. Billings,women,d1,1,63,0,0,0,0,0,0,0,0,0,D,Defender,0
Abby Thompson,Mont. St. Billings,women,d2,1,68,0,0,0,0,0,0,0,0,0,D,Defender,0
Abby Toso,MSU Moorhead,women,d2,2,180,0,0,0,0,0,0,0,0,0,M,Midfielder,0
Abby Triska,Indiana (PA),women,d2,1,2,0,0,0,0,1,0,0,0,0,D,Defender,0
Abby Udowenko,Seton Hall,women,d1,1,40,0,0,0,0,0,0,0,0,0,F,Forward,0
Abby Walker,John Carroll,women,d3,3,146,0,0,0,0,0,0,0,0,0,M,Midfielder,0
Abby Walsh,Radford,women,d1,1,26,1,0,0,1,0,0,0,0,0,,Unknown,2
Abby Warchus,MUW,women,d3,2,180,0,0,2,1,1,0,0,0,1,null,Unknown,0
Abby Welker,CWRU,women,d3,2,86,1,0,1,1,0,0,0,0,1,M,Midfielder,2
Abby Werthman,Western Mich.,women,d1,1,39,2,0,0,2,0,0,0,0,0,F,Forward,4
Abby Whitcomb,Lee,women,d2,1,90,0,0,0,0,0,0,0,0,0,GK,Goalkeeper,0
Abby Wiedermann,Western Ky.,women,d1,2,180,0,0,0,0,0,0,0,0,0,D,Defender,0
Abby Winkler,Pacific Lutheran,women,d3,2,180,0,0,0,0,0,0,0,0,0,GK,Goalkeeper,0
Abby Winslow,Stanislaus St.,women,d2,2,82,0,0,0,0,0,0,0,0,0,D,Defender,0
Abby Witzel,McDaniel,women,d3,2,59,0,0,0,0,0,0,0,0,1,M,Midfielder,0
Abby Wong,Maine Maritime,women,d3,1,79,1,1,0,4,0,0,0,0,0,M,Midfielder,3
Abby Wonnacott,Alma,women,d3,1,18,0,0,0,0,0,0,0,0,0,DEFENDER,Defender,0
Abby Woodford,Waynesburg,women,d3,2,33,0,0,0,0,0,0,0,0,0,D,Defender,0
Abby Wright,Bethel (MN),women,d3,2,180,0,0,0,0,0,0,9,1,0,GK,Goalkeeper,0
Abby Zimbelman,Covenant,women,d3,1,9,0,0,0,0,0,0,0,0,0,GK,Goalkeeper,0
Abby Zugay,Michigan,women,d1,1,35,0,0,0,2,0,0,0,0,0,M,Midfielder,0
Abby-Lee Sanogo,Lehigh,women,d1,1,73,0,0,0,0,0,0,0,0,0,D,Defender,0
Abcdee Herrera,Lubbock Christian,women,d2,1,46,0,0,0,0,0,0,0,0,0,D,Defender,0
Abella Hunter,Oregon,women,d1,1,77,0,0,0,1,0,0,0,0,0,M,Midfielder,0
Abella Waterman,Jessup ,women,d2,1,28,2,0,0,2,0,0,0,0,0,,Unknown,4
Abi Edwards,Wheaton (IL),women,d3,2,60,0,1,0,0,0,0,0,0,0,,Unknown,1
Abi Hennessey,Bentley,women,d2,1,42,0,0,0,1,0,0,0,0,0,,Unknown,0
Abi Leake,Stephens College,women,d3,0,0,0,0,0,0,0,0,0,0,0,,Unknown,0
Abi Major,North Texas,women,d1,2,147,0,0,0,1,0,0,0,0,0,D,Defender,0
Abi Pollett,Agnes Scott,women,d3,2,103,0,0,0,0,0,0,0,0,0,,Unknown,0
Abi Roberts,North Dakota St.,women,d1,1,5,0,0,0,0,0,0,0,0,0,FORWARD,Forward,0
Abigail Affleck,Utah,women,d1,2,55,0,0,0,0,0,0,0,0,0,F,Forward,0
Abigail Akerson,Columbus St.,women,d2,2,161,1,0,0,1,0,0,0,0,0,M,Midfielder,2
Abigail Alicandro,Western New Eng.,women,d3,2,180,0,0,1,0,0,0,0,0,3,"D, d",Defender,0
Abigail Ault,Pitt.-Greensburg,women,d3,3,209,1,0,1,2,0,0,0,0,0,null,Unknown,2
Abigail Austin,Westminster (UT),women,d2,2,65,0,0,0,0,0,0,0,0,0,M,Midfielder,0
