Name,Team,Gender,Division,Matches Played,Minutes Played,Goals,Assists,Shots,Shots On Target,Yellow Cards,Red Cards,Saves,Goals Against,Fouls Won,Positions Seen,Dominant Position,Points
Adam Watson,Butler,men,d1,2,132,0,0,3,2,0,0,0,0,2,null,Unknown,0
Adamo Pantaleo,UMBC,men,d1,1,90,0,0,0,0,0,0,0,0,0,D,Defender,0
Aden Dejute,Huston-Tillotson,men,d3,1,50,0,0,0,0,0,0,0,0,0,null,Unknown,0
Aden Green,Wisconsin,men,d1,2,31,0,0,0,0,1,0,0,0,0,D,Defender,0
Adolfo Pino,California Baptist,men,d1,1,71,0,0,1,0,0,0,0,0,2,M,Midfielder,0
Adrian Biaggi,UIC,men,d1,2,149,0,0,5,1,0,0,0,0,1,M,Midfielder,0
Adrian Bravo-Sanchez,Cleveland St.,men,d1,1,63,0,0,0,0,0,0,0,0,0,D,Defender,0
Adrian Buri,Presbyterian,men,d1,2,92,0,0,3,1,0,0,0,0,1,M,Midfielder,0
Adrian Byasiima,Duke,men,d1,2,32,0,0,0,0,0,0,0,0,0,F,Forward,0
Adrian Diaz,UC Riverside,men,d1,2,148,0,0,1,0,0,0,0,0,0,null,Unknown,0
Adrian Esteban,Missouri St.,men,d1,1,45,0,0,1,0,0,0,0,0,0,M,Midfielder,0
Adrian Fong,Evergreen St.,men,d3,1,71,0,0,1,0,0,0,0,0,0,null,Unknown,0
Adrian Jacobs,California,men,d1,2,81,0,1,5,2,0,0,0,0,1,M,Midfielder,1
Adrian Jogerst,Western Mich.,men,d1,2,132,0,0,0,0,0,0,0,0,3,M,Midfielder,0
Adrian Medina,San Francisco,men,d1,2,15,0,0,0,0,0,0,0,0,0,M,Midfielder,0
Adrian Panaite,Temple,men,d1,2,134,0,0,2,1,0,0,0,0,0,F,Forward,0
Adriano Iannello,Marist,men,d1,1,77,0,1,1,0,0,0,0,0,2,F,Forward,1
Adric Rosato,Holy Cross,men,d1,2,118,0,0,1,1,1,0,0,0,2,M,Midfielder,0
Afonso Conde,Stetson,men,d1,2,97,0,0,0,0,0,0,0,0,1,null,Unknown,0
Afonso Taborda,VCU,men,d1,2,92,0,0,0,0,0,0,0,0,0,M,Midfielder,0
Afsheen Alijani,Pacific (OR),men,d3,1,12,0,0,0,0,0,0,0,0,0,F,Forward,0
Agaton Pourshahidi,UC Irvine,men,d1,1,63,0,0,0,0,0,0,0,0,0,F,Forward,0
Agustin Resch,Seton Hall,men,d1,2,180,1,0,3,2,0,0,0,0,5,D,Defender,2
Ahiro Nakamae,Southern Ind.,men,d1,1,74,0,0,0,0,0,0,0,0,0,M,Midfielder,0
Aidan Antcliff,Memphis,men,d1,1,10,0,0,0,0,0,0,0,0,0,D,Defender,0
Aidan Arber,Marist,men,d1,1,14,0,0,0,0,0,0,0,0,0,M,Midfielder,0
Aidan Davis,Lindenwood,men,d1,1,7,0,0,0,0,0,0,0,0,1,D,Defender,0
Aidan Donnelly,Saint Joseph's,men,d1,2,71,0,0,4,0,0,0,0,0,1,F,Forward,0
Aidan Farwell,Boston College,men,d1,1,29,0,0,1,0,0,0,0,0,0,M,Midfielder,0
Aidan Godinho,Georgetown,men,d1,1,41,0,0,0,0,0,0,0,0,1,M,Midfielder,0
Aidan Kelly,Massachusetts,men,d1,2,180,2,1,4,2,0,0,0,0,2,D,Defender,5
Aidan Kieffer,Boston U.,men,d1,2,51,0,0,0,0,1,0,0,0,0,D,Defender,0
Aidan Lopez,Houston Christian,men,d1,1,9,0,0,2,0,0,0,0,0,0,M,Midfielder,0
Aidan Marquez,Oregon St.,men,d1,2,50,0,0,3,1,1,0,0,0,1,F,Forward,0
Aidan Martinez,Wisconsin,men,d1,2,61,0,1,1,0,1,0,0,0,1,M,Midfielder,1
Aidan Melville,James Madison,men,d1,2,49,0,0,0,0,0,0,0,0,0,null,Unknown,0
Aidan Morrison,Liberty,men,d1,2,155,2,1,6,3,0,0,0,0,1,M,Midfielder,5
Aidan O'Neill,Northwestern,men,d1,1,4,0,0,0,0,0,0,0,0,0,M,Midfielder,0
Aidan Payne,NC State,men,d1,2,91,0,0,5,1,0,0,0,0,5,F,Forward,0
Aidan Phelan,Michigan St.,men,d1,1,27,0,0,0,0,0,0,0,0,0,D,Defender,0
Aidan Pierias,Pacific (OR),men,d3,1,58,0,0,0,0,0,0,0,0,0,D,Defender,0
Aidan Reilly,Stanford,men,d1,1,13,0,0,0,0,0,0,0,0,0,D,Defender,0
Aidan Semelsberger,Denver,men,d1,2,180,0,0,0,0,0,0,0,0,2,M,Midfielder,0
Aidan Thomas,Mercyhurst,men,d1,1,29,0,0,0,0,0,0,0,0,0,M,Midfielder,0
Aidan Wright,Colgate,men,d1,1,46,0,0,2,1,0,0,0,0,1,M,Midfielder,0
Aiden Aley,Occidental,men,d3,1,45,1,0,3,2,0,0,0,0,1,M,Midfielder,2
Aiden Bengard,Cal St. Fullerton,men,d1,2,147,0,1,0,0,0,0,0,0,1,null,Unknown,1
Aiden Benitez,Butler,men,d1,2,115,1,0,6,4,0,0,0,0,1,null,Unknown,2
Aiden Gonzalez,Lehigh,men,d1,1,63,0,0,1,0,2,1,0,0,1,M,Midfielder,0
Aiden Granger,Le Moyne,men,d1,1,16,0,0,0,0,0,0,0,0,0,F,Forward,0
Aiden Himes,Pacific (OR),men,d3,1,14,0,0,0,0,0,0,0,0,0,F,Forward,0
Aiden O'Sullivan,Temple,men,d1,2,92,0,0,2,0,0,0,0,0,0,M,Midfielder,0
Aiden Ptacek,Bowling Green,men,d1,2,142,0,0,1,0,1,0,0,0,4,M,Midfielder,0
Aiden Smith,Oakland,men,d1,1,90,0,0,0,0,0,0,3,3,0,GK,Goalkeeper,0
Aiden Williams Mccracken,Mercyhurst,men,d1,2,163,0,0,1,1,0,0,0,0,0,F,Forward,0
Aimar Membrila,Tulsa,men,d1,2,90,0,0,0,0,0,0,0,0,0,M,Midfielder,0
Aitor Jorde,Iona,men,d1,1,26,0,0,0,0,0,0,0,0,1,M,Midfielder,0
Aj Elliott,Belmont,men,d1,2,22,0,0,0,0,0,0,0,0,0,D,Defender,0
Aj Pama,Ga. Southern,men,d1,2,121,0,0,1,0,1,0,0,0,0,D,Defender,0
Aj Smith,Virginia,men,d1,2,42,0,0,0,0,0,0,0,0,0,F,Forward,0
Aj Wild,Davidson,men,d1,1,90,0,0,0,0,1,0,0,0,0,D,Defender,0
Aj Zarcone,Canisius,men,d1,2,142,0,0,0,0,0,0,0,0,0,M,Midfielder,0
Akira Bofinger,Seton Hall,men,d1,1,2,0,0,0,0,0,0,0,0,0,M,Midfielder,0
Akseli Ekqvist,West Virginia,men,d1,1,20,0,0,0,0,0,0,0,0,0,D,Defender,0
Alagie Njie,Mount Olive,men,d1,2,125,0,0,0,0,0,0,0,0,1,D,Defender,0
Alain Mimbele,Emory & Henry,men,d1,1,90,0,0,0,0,0,0,0,0,1,D,Defender,0
Alan Alonso,UIC,men,d1,2,164,0,0,4,1,0,0,0,0,1,D,Defender,0
Alan Barragan,Evergreen St.,men,d3,1,6,0,0,0,0,0,0,0,0,0,null,Unknown,0
Alan Hermitte,Grand Canyon,men,d1,1,17,0,0,0,0,0,0,0,0,0,F,Forward,0
Alan Horrocks,Gardner-Webb,men,d1,2,180,0,0,0,0,0,0,5,0,0,GK,Goalkeeper,0
Alander Soares,Lindenwood,men,d1,1,50,0,0,3,2,0,0,0,0,0,F,Forward,0
Alastair Smith,Occidental,men,d3,1,9,0,0,2,1,0,0,0,0,0,F,Forward,0
Albert Shermer,Presbyterian,men,d1,1,8,0,0,0,0,0,0,0,0,0,M,Midfielder,0
Albert Thorsen,Pittsburgh,men,d1,1,21,0,0,0,0,0,0,0,0,1,F,Forward,0
Alberto Cruz,Pacific,men,d1,1,64,0,0,0,0,0,0,0,0,2,F,Forward,0
Albin Gashi,Virginia,men,d1,2,143,1,1,5,2,0,0,0,0,6,M,Midfielder,3
Albright Wesley,Huston-Tillotson,men,d3,1,74,0,1,0,0,0,0,0,0,1,null,Unknown,1
Alec Buongervino,George Fox,men,d3,1,47,0,0,2,1,0,0,0,0,0,F,Forward,0
Alec Kenison,Northeastern,men,d1,1,33,0,0,0,0,0,0,0,0,0,D,Defender,0
Alec Mclachlan,St. John's (NY),men,d1,2,180,0,0,0,0,0,0,3,2,0,GK,Goalkeeper,0
Alejandro Alamillo,Chicago St.,men,d1,2,120,0,0,0,0,0,0,0,0,0,D,Defender,0
Alejandro Arenas,Santa Clara,men,d1,2,180,0,1,2,1,1,0,0,0,1,D,Defender,1
Alejandro Carrillo,Gardner-Webb,men,d1,2,132,1,0,1,1,0,0,0,0,2,D,Defender,2
Alejandro Coury,Wisconsin,men,d1,1,18,0,0,1,1,0,0,0,0,0,M,Midfielder,0
Alejandro Delatorre,UIW,men,d1,2,180,0,0,0,0,0,0,10,2,0,GK,Goalkeeper,0
Alejandro Escobar,Saint Francis,men,d1,1,13,0,0,0,0,0,0,0,0,0,D,Defender,0
Alejandro Guzman Gallegos,Evergreen St.,men,d3,1,61,0,0,0,0,0,0,0,0,0,null,Unknown,0
Alejandro Martinez Santamaria,Northwestern,men,d1,2,59,0,2,2,0,0,0,0,0,0,F,Forward,2
Alejandro Nasato,FIU,men,d1,1,9,0,0,0,0,0,0,0,0,0,F,Forward,0
Alejandro Silvestrini,Xavier,men,d1,1,54,0,0,1,0,0,0,0,0,1,M,Midfielder,0
Alejandro Velazquez-Lopez,South Carolina,men,d1,1,35,0,0,1,0,0,0,0,0,0,M,Midfielder,0
Alejandro Zuniga,Milwaukee,men,d1,1,43,0,1,2,0,0,0,0,0,1,M,Midfielder,1
Aleksandar Milanov,Nobel,men,d3,1,21,0,0,0,0,0,0,0,0,0,GK,Goalkeeper,0
Aleksandar Vukovic,Duke,men,d1,2,180,0,0,1,0,0,0,0,0,0,D,Defender,0
Aleksei Armas,Hofstra,men,d1,2,169,0,1,2,1,0,0,0,0,3,M,Midfielder,1
Alen Kapic,Northern Ky.,men,d1,1,40,0,0,1,0,0,0,0,0,1,F,Forward,0
Alessandro Arlotti,Duke,men,d1,2,132,0,2,3,0,0,0,0,0,1,F,Forward,2
Alessandro Bedei,Merrimack,men,d1,2,168,1,0,2,1,0,0,0,0,1,D,Defender,2
Alessandro Duran,Col. of Charleston,men,d1,1,10,0,0,0,0,0,0,0,0,0,null,Unknown,0
Alessandro Libertucci,Presbyterian,men,d1,2,85,0,0,4,2,0,0,0,0,2,M,Midfielder,0
Alessandro Malterer,Wright St.,men,d1,1,90,0,0,0,0,0,0,1,2,0,GK,Goalkeeper,0
Alessandro Negri,Charlotte,men,d1,1,17,0,0,0,0,1,0,0,0,0,D,Defender,0
Alex Aitken,Houston Christian,men,d1,1,90,0,0,0,0,0,0,4,0,0,GK,Goalkeeper,0
Alex Balkey,Binghamton,men,d1,2,180,1,0,1,1,1,0,0,0,8,M,Midfielder,2
Alex Barger,Indiana,men,d1,2,180,0,0,2,0,0,0,0,0,7,F,Forward,0
Alex Barnett,North Florida,men,d1,2,178,0,0,0,0,0,0,0,0,1,D,Defender,0
Alex Bazia,Gonzaga,men,d1,2,164,1,0,8,2,1,0,0,0,4,F,Forward,2
Alex Bonnington,Boston U.,men,d1,2,121,1,0,2,2,0,0,0,0,2,F,Forward,2
Alex Brown,Massachusetts,men,d1,2,180,1,0,3,1,0,0,0,0,5,D,Defender,2
Alex Champagne,UMass Lowell,men,d1,2,97,0,0,0,0,0,0,0,0,2,M,Midfielder,0
Alex Chow,Stanford,men,d1,2,139,0,0,4,1,0,0,0,0,2,M,Midfielder,0
Alex Chung,Mercyhurst,men,d1,1,17,0,0,0,0,0,0,0,0,0,D,Defender,0
Alex Cunningham,Tulsa,men,d1,2,180,0,0,3,1,0,0,0,0,2,D,Defender,0
Alex Ferenac,FDU,men,d1,2,104,0,0,1,1,0,0,0,0,1,F,Forward,0
Alex Fleury,Stony Brook,men,d1,1,90,0,0,4,2,0,0,0,0,5,M,Midfielder,0
Alex Fritcher,Utah Valley,men,d1,2,166,1,0,2,1,0,0,0,0,3,D,Defender,2
Alex Galloway,Navy,men,d1,1,90,0,0,0,0,0,0,0,0,1,D,Defender,0
Alex Geczy,Massachusetts,men,d1,2,180,0,0,0,0,0,0,6,3,2,GK,Goalkeeper,0
Alex Groom,Holy Cross,men,d1,2,125,0,0,1,0,0,0,0,0,7,M,Midfielder,0
Alex Halevy,Bellarmine,men,d1,1,27,0,0,0,0,0,0,0,0,0,F,Forward,0
Alex Hall,Washington,men,d1,2,167,0,0,3,1,0,0,0,0,2,M,Midfielder,0
Alex Hauschild,Duke,men,d1,1,7,0,0,0,0,0,0,0,0,0,D,Defender,0
Alex Hornada,UNCW,men,d1,2,97,0,0,2,2,0,0,0,0,1,M,Midfielder,0
Alex Juszczak,LIU,men,d1,2,35,0,0,0,0,0,0,0,0,1,F,Forward,0
Alex Kara,Lipscomb,men,d1,2,180,0,0,0,0,0,0,11,5,0,GK,Goalkeeper,0
Alex Kiss,Central Ark.,men,d1,1,16,0,0,0,0,0,0,0,0,0,D,Defender,0
Alex Kron,Northern Ky.,men,d1,2,180,0,0,0,0,0,0,5,2,0,GK,Goalkeeper,0
Alex Kryazhev,Old Dominion,men,d1,1,72,0,1,2,1,1,0,0,0,0,F,Forward,1
Alex Kuzmich,Stonehill,men,d1,2,18,0,0,0,0,0,0,0,0,1,M,Midfielder,0
Alex Lawrence,La Salle,men,d1,1,20,0,0,0,0,0,0,0,0,0,F,Forward,0
Alex Lindewirth,Western Mich.,men,d1,1,45,0,0,0,0,0,0,0,0,0,GK,Goalkeeper,0
Alex Lugo,Cal St. Fullerton,men,d1,2,71,1,0,3,1,0,0,0,0,0,M,Midfielder,2
Alex Matthews,Missouri St.,men,d1,1,90,0,0,0,0,0,0,0,0,1,M,Midfielder,0
Alex Nicholson,George Washington,men,d1,2,57,0,0,0,0,0,0,0,0,0,F,Forward,0
Alex Notzka,Seattle U,men,d1,2,75,0,1,0,0,0,0,0,0,5,F,Forward,1
Alex O'Leary,Temple,men,d1,1,25,0,0,0,0,0,0,0,0,0,D,Defender,0
Alex Parvu,Virginia,men,d1,2,105,0,0,0,0,0,0,0,0,1,D,Defender,0
Alex Perez,Virginia Tech,men,d1,2,145,1,1,4,1,1,0,0,0,2,M,Midfielder,3
Alex Pichardo,FDU,men,d1,1,3,0,0,0,0,0,0,0,0,0,null,Unknown,0
Alex Posada,Duquesne,men,d1,2,180,0,0,1,0,0,0,0,0,3,D,Defender,0
Alex Rosin,Notre Dame,men,d1,2,62,0,0,0,0,1,0,0,0,0,D,Defender,0
Alex Ruiz,Kentucky,men,d1,1,83,2,0,2,2,1,0,0,0,1,M,Midfielder,4
Alex Salvo,SMU,men,d1,2,124,0,0,1,0,0,0,0,0,1,M,Midfielder,0
Alex Smith,UCF,men,d1,2,142,0,0,1,0,1,0,0,0,3,D,Defender,0
Alex St. John,Colgate,men,d1,2,50,0,0,2,0,0,0,0,0,0,F,Forward,0
Alex Svetanoff,Louisville,men,d1,1,90,0,0,0,0,0,0,0,0,0,GK,Goalkeeper,0
Alex Tapia,Oglethorpe,men,d1,1,65,0,0,0,0,0,0,0,0,1,D,Defender,0
Alex Tupay,UConn,men,d1,2,180,0,0,1,0,0,0,0,0,3,D,Defender,0
Alex Vaz,Fairfield,men,d1,1,90,1,0,4,2,0,0,0,0,0,M,Midfielder,2
Alex Waggoner,Portland,men,d1,1,50,0,0,3,1,0,0,0,0,0,F,Forward,0
Alex Yu,Occidental,men,d3,1,45,0,0,0,0,0,0,0,0,0,D,Defender,0
Alexander Clive Vokes,UAlbany,men,d1,1,50,0,1,1,0,1,0,0,0,0,M,Midfielder,1
Alexander Cruz,California Baptist,men,d1,1,71,0,0,1,0,0,0,0,0,2,D,Defender,0
Alexander Stjernegaard,South Carolina,men,d1,1,90,1,0,2,1,0,0,0,0,0,M,Midfielder,2
Alexandru Zama,La Salle,men,d1,1,45,0,0,1,0,0,0,0,0,2,null,Unknown,0
Alexis Beltran,Western Ill.,men,d1,2,48,0,0,4,1,0,0,0,0,0,F,Forward,0
Alfie Mattocks,North Florida,men,d1,2,78,0,1,0,0,0,0,0,0,1,D,Defender,1
Alfonso Arredondo,UConn,men,d1,1,11,0,0,0,0,0,0,0,0,0,F,Forward,0
Alfonso Gilleard-Soriano,FIU,men,d1,1,28,0,0,0,0,0,0,0,0,0,D,Defender,0
Alfonso Tenconi-Gradillas,Stanford,men,d1,2,168,0,1,0,0,0,0,0,0,0,F,Forward,1
Alfred Baafi,High Point,men,d1,1,62,0,0,0,0,0,0,0,0,1,F,Forward,0
Alfred Debah,Wake Forest,men,d1,1,16,0,0,0,0,0,0,0,0,0,M,Midfielder,0
Alfred Mikkelsen,Fla. Atlantic,men,d1,2,180,0,0,0,0,0,0,8,0,0,GK,Goalkeeper,0
Alfredo Ortiz,California,men,d1,2,180,0,0,0,0,0,0,0,0,5,D,Defender,0
Ali Ramadan,Creighton,men,d1,2,75,0,0,3,2,0,0,0,0,2,M,Midfielder,0
Ali Taleb,Northern Ky.,men,d1,2,157,1,0,3,1,0,0,0,0,3,F,Forward,2
All Gue,Sacramento St.,men,d1,2,76,0,0,2,1,0,0,0,0,0,M,Midfielder,0
Allan Juarez,California,men,d1,2,76,0,0,1,0,0,0,0,0,1,M,Midfielder,0
Allan Legaspi,UCLA,men,d1,2,120,0,0,0,0,0,0,0,0,1,D,Defender,0
Allan Rosales,Grand Canyon,men,d1,1,42,0,0,1,0,0,0,0,0,1,M,Midfielder,0
Allen Saye Blegay Jr,Seattle U,men,d1,2,159,0,0,1,1,1,0,0,0,0,F,Forward,0
Alonzo Clarke,Davidson,men,d1,1,90,1,0,1,1,0,0,0,0,1,null,Unknown,2
Alvar Silva,Mercyhurst,men,d1,2,180,0,0,3,1,0,0,0,0,5,F,Forward,0
Alvaro Alvarez,Marshall,men,d1,1,59,0,0,1,0,0,0,0,0,4,M,Midfielder,0
Alvaro Heredia,NJIT,men,d1,2,139,0,0,1,0,1,0,0,0,1,M,Midfielder,0
Alvaro Heredia Garcia,Quincy,men,d1,1,42,0,0,1,1,0,0,0,0,0,null,Unknown,0
Alvaro Maneiro,Iona,men,d1,1,80,0,0,2,0,0,0,0,0,0,M,Midfielder,0
Alvaro Planas,Saint Francis,men,d1,1,62,0,0,1,0,1,0,0,0,0,F,Forward,0
Alvaro Ruiz-Mateos Figueroa,Virginia Tech,men,d1,2,120,0,1,3,1,1,0,0,0,0,M,Midfielder,1
Alvaro Timan,Evansville,men,d1,2,109,0,0,3,1,1,0,0,0,0,M,Midfielder,0
Amara Kamara,NIU,men,d1,1,90,0,0,1,1,0,0,0,0,3,D,Defender,0
Amare Lucas,UNCW,men,d1,1,61,0,0,0,0,0,0,0,0,0,F,Forward,0
Amari Benjamin,VMI,men,d1,2,109,0,0,1,0,0,0,0,0,1,M,Midfielder,0
Amari Fowlkes,Bradley,men,d1,2,174,0,0,2,1,1,0,0,0,2,M,Midfielder,0
Ameer Abdullah,Loyola Chicago,men,d1,1,16,0,0,0,0,0,0,0,0,0,D,Defender,0
Ameer Shetiah,Purdue Fort Wayne,men,d1,2,106,0,1,0,0,0,0,0,0,2,D,Defender,1
Americo Pereira,La Salle,men,d1,1,77,0,0,0,0,0,0,0,0,1,D,Defender,0
Amir Ariely,Virginia Tech,men,d1,2,180,0,0,3,1,0,0,0,0,5,D,Defender,0
Amjot Narang,Sacramento St.,men,d1,2,111,0,0,1,0,0,0,0,0,1,M,Midfielder,0
Amman Muzaffar,Stonehill,men,d1,2,15,0,0,0,0,0,0,0,0,0,D,Defender,0
Amoni Thomas,Wake Forest,men,d1,1,70,0,0,2,0,0,0,0,0,3,D,Defender,0
Anass Hadran,Robert Morris,men,d1,2,180,0,1,2,1,0,0,0,0,8,M,Midfielder,1
Ander Marticorena Saez,UCLA,men,d1,2,110,0,0,0,0,0,0,0,0,1,M,Midfielder,0
Anders Bordoy,Pittsburgh,men,d1,1,56,0,0,0,0,0,0,0,0,0,M,Midfielder,0
Andi Seiti,Nobel,men,d3,1,34,0,0,1,0,0,0,0,0,0,F,Forward,0
Andre Insalaco,Fordham,men,d1,2,128,0,0,3,2,0,0,0,0,3,F,Forward,0
Andre Isreal,Saint Francis,men,d1,1,82,0,0,0,0,0,0,0,0,1,F,Forward,0
Andre Navas,UAlbany,men,d1,1,50,0,0,2,0,0,0,0,0,1,F,Forward,0
Andre Philibbosian,Seattle U,men,d1,2,141,0,0,0,0,0,0,0,0,1,M,Midfielder,0
Andre Roberts,Ohio St.,men,d1,1,90,0,0,0,0,0,0,0,0,2,M,Midfielder,0
Andre Santos,Niagara,men,d1,1,56,0,0,0,0,0,0,0,0,1,D,Defender,0
Andre Saucedo,Utah Tech,men,d1,2,39,0,1,0,0,0,0,0,0,1,"F, null",Forward,1
Andrea Campoli,NJIT,men,d1,1,45,0,0,0,0,1,0,0,0,0,D,Defender,0
Andrea Croce,Monmouth,men,d1,1,90,0,0,0,0,0,0,0,0,0,F,Forward,0
Andrea Di Blasio,Boston U.,men,d1,1,33,0,0,0,0,0,0,0,0,0,F,Forward,0
Andreas Evangelou,Charlotte,men,d1,1,78,0,0,0,0,0,0,0,0,0,D,Defender,0
Andreas Fotland,Marquette,men,d1,2,172,0,0,1,1,0,0,0,0,3,D,Defender,0
Andreas Raisanen,Fla. Atlantic,men,d1,1,13,0,0,0,0,0,0,0,0,0,F,Forward,0
Andrei Bulankou,Air Force,men,d1,2,180,0,0,0,0,0,0,0,0,0,D,Defender,0
Andrej Borak,Boston College,men,d1,1,90,0,0,0,0,0,0,1,0,0,GK,Goalkeeper,0
Andres Becerra,Iona,men,d1,1,68,0,0,0,0,0,0,0,0,3,D,Defender,0
Andres Cardenas,FGCU,men,d1,1,64,0,1,0,0,0,0,0,0,1,F,Forward,1
Andres Escudero,Evansville,men,d1,2,58,0,0,1,1,1,0,0,0,3,F,Forward,0
Andres Freire,Stetson,men,d1,2,82,0,0,1,0,1,0,0,0,2,F,Forward,0
Andres Fuentes-Ramos,VMI,men,d1,2,100,0,0,1,0,0,0,0,0,0,M,Midfielder,0
Andres Garza,Concordia (TX),men,d3,1,3,0,0,0,0,0,0,0,0,0,M,Midfielder,0
Andres Javitt,UMBC,men,d1,1,67,0,0,0,0,1,0,0,0,2,F,Forward,0
Andres Lazo,New Haven,men,d1,1,84,0,1,1,1,1,0,0,0,0,M,Midfielder,1
Andres Lemus,UIC,men,d1,2,21,0,0,1,0,0,0,0,0,0,F,Forward,0
Andres Mata,Stetson,men,d1,2,78,0,0,0,0,0,0,0,0,0,M,Midfielder,0
Andres Munoz,Concordia (TX),men,d3,1,64,0,0,2,2,0,0,0,0,3,F,Forward,0
Andres Riera,UIW,men,d1,2,121,0,0,1,1,0,0,0,0,1,F,Forward,0
Andres Robles,UNLV,men,d1,1,74,0,0,0,0,0,0,0,0,0,M,Midfielder,0
Andres Rodriguez,La Salle,men,d1,1,1,0,0,0,0,0,0,0,0,0,D,Defender,0
Andres Rodriguez,Stetson,men,d1,2,107,0,0,0,0,0,0,0,0,2,D,Defender,0
Andres Rodriguez,VCU,men,d1,2,180,0,0,0,0,0,0,0,0,4,M,Midfielder,0
Andres Rosales,Sacramento St.,men,d1,1,45,0,0,0,0,0,0,0,0,0,GK,Goalkeeper,0
