Name,Team,Gender,Division,Matches Played,Minutes Played,Goals,Assists,Shots,Shots On Target,Yellow Cards,Red Cards,Saves,Goals Against,Fouls Won,Positions Seen,Dominant Position,Points
Aaron Park,Haverford,men,d3,2,80,0,0,2,1,0,0,0,0,0,"M, null",Midfielder,0
Aaron Pondeca,Mercer,men,d1,2,39,0,0,1,0,0,0,0,0,0,F,Forward,0
Aaron Price,Defiance,men,d3,1,66,0,0,0,0,0,0,0,0,0,D,Defender,0
Aaron Priester,Lakeland,men,d3,3,52,0,0,0,0,0,0,0,0,0,D,Defender,0
Aaron Ristorcelli,Eckerd,men,d2,2,97,0,2,0,1,0,0,0,0,0,M,Midfielder,2
Aaron Rodriguez,St. Thomas (TX),men,d3,1,13,0,0,0,0,0,0,0,0,0,,Unknown,0
Aaron Rotter,Saint Joseph (CT),men,d3,1,22,0,0,0,0,0,0,0,0,0,,Unknown,0
Aaron Sachse,Ill. Springfield,men,d2,1,74,0,0,0,0,0,0,0,0,0,D,Defender,0
Aaron Salisbury,Alfred St.,men,d3,1,14,0,0,0,0,0,0,0,0,1,M,Midfielder,0
Aaron Smith,Mt. St. Joseph,men,d3,1,14,0,0,0,0,0,0,0,0,0,GK,Goalkeeper,0
Aaron Snyder,Westminster (PA),men,d3,2,180,0,0,0,0,0,0,0,0,0,GK,Goalkeeper,0
Aaron Sullivan,Shepherd,men,d2,2,180,0,0,0,1,1,0,0,0,0,"D, d",Defender,0
Aaron The,Carthage,men,d3,2,180,0,0,0,0,0,0,0,0,0,GK,Goalkeeper,0
Aaron Thornley,Centenary (LA),men,d3,1,9,0,0,0,0,0,0,0,0,0,,Unknown,0
Aaron Trevino,Tex. A&M Int'l,men,d2,2,31,0,0,0,0,1,0,0,0,0,,Unknown,0
Aaron Vazquez,Wartburg,men,d3,3,63,0,0,0,0,0,0,0,0,1,null,Unknown,0
Aaron Walker,SUNY ESF,men,d3,1,81,0,0,0,0,0,0,0,0,0,,Unknown,0
Aaron Yancey,Shenandoah,men,d3,1,12,0,0,0,0,0,0,0,0,0,D,Defender,0
Aarush Kamath,UIW,men,d1,1,71,0,0,0,0,0,0,0,0,0,,Unknown,0
Aashir Walson,Lewis & Clark,men,d3,2,159,0,0,3,0,0,0,0,0,0,"M, MIDFIELDER",Midfielder,0
Abdalla Faiad,Colby-Sawyer,men,d3,1,56,0,0,0,0,0,0,0,0,0,D,Defender,0
Abdel Talabi,Bryant,men,d1,2,180,0,0,0,0,0,0,0,0,0,D,Defender,0
Abdellah Eddahbi,Framingham St.,men,d3,2,168,0,0,2,1,1,0,0,0,0,d,Defender,0
Abdi Somow,Buffalo St.,men,d3,2,69,0,0,0,0,0,0,0,0,0,"M, MIDFIELDER",Midfielder,0
Abdiel Donato,Bluefield Univ.,men,d3,1,46,0,0,0,0,0,0,0,0,0,F,Forward,0
Abdiel Vargas,Old Westbury,men,d3,2,114,0,0,1,1,0,0,0,0,0,null,Unknown,0
Abdirasak Bulale,St. Olaf,men,d3,2,115,3,0,0,4,0,0,0,0,0,F,Forward,6
Abdo Salem Abdullah,South Dakota Mines,men,d2,2,180,0,0,0,0,0,0,0,0,0,GK,Goalkeeper,0
Abdou Diallo,Mount Aloysius,men,d3,1,8,0,0,0,0,0,0,0,0,0,,Unknown,0
Abdou Mane,Clemson,men,d1,1,58,0,0,0,0,0,0,0,0,0,M,Midfielder,0
Abdou So,Old Dominion,men,d1,2,124,0,0,0,0,1,0,0,0,1,M,Midfielder,0
Abdoul Cisse,Lehman,men,d3,1,22,0,0,1,1,0,0,0,0,0,M,Midfielder,0
Abdoul Dabre,SUNY Poly,men,d3,2,74,0,0,0,0,0,0,0,0,0,D,Defender,0
Abdoul Diallo,Swarthmore,men,d3,1,10,0,0,0,0,0,0,0,0,0,D,Defender,0
Abdoul Karim Pare,Saint Louis,men,d1,2,87,0,0,0,3,0,0,0,0,1,F,Forward,0
Abdoulaye Kamagate,Chestnut Hill,men,d2,2,169,0,0,0,2,0,0,0,0,0,M,Midfielder,0
Abdoulaye Saine,Mount Olive,men,d2,2,35,0,0,0,0,0,0,0,0,0,M,Midfielder,0
Abdourhaman Faye,Davis & Elkins,men,d2,2,32,0,0,0,1,1,0,0,0,0,,Unknown,0
Abdul Al-Rashed,Oakland,men,d1,1,70,0,0,0,1,0,0,0,0,0,M,Midfielder,0
Abdul Basit Suleman,La Roche,men,d3,1,59,0,0,0,0,0,0,0,0,0,,Unknown,0
Abdul Bediako,West Va. Wesleyan,men,d2,1,52,0,0,0,1,0,0,0,0,0,,Unknown,0
Abdul Kabbany,Salem (WV),men,d2,2,54,1,0,0,2,0,0,0,0,0,M,Midfielder,2
Abdul Kamara,George Mason,men,d1,2,56,1,0,1,2,0,0,0,0,0,null,Unknown,2
Abdul Kamara,West Ala.,men,d2,2,180,0,0,0,0,0,0,0,0,0,,Unknown,0
Abdul Kawa,Ashland,men,d2,2,180,0,0,0,0,1,0,0,0,0,D,Defender,0
Abdul Salim,CCNY,men,d3,2,12,0,0,0,0,0,0,0,0,0,F,Forward,0
Abdullah Al Maghrabi,Hunter,men,d3,2,149,0,0,0,0,1,0,0,0,0,D,Defender,0
Abdullah Iqbal,Drury,men,d2,1,36,0,0,0,0,0,0,0,0,0,F,Forward,0
Abdullahi Adeboye,Caltech,men,d3,1,20,0,0,0,0,0,0,0,0,0,F,Forward,0
Abdullahi Sharif,Northwest Nazarene,men,d2,2,143,2,0,0,2,0,0,0,0,0,M,Midfielder,4
Abdulqader Majid,East Tex. Baptist,men,d3,2,35,1,0,0,1,1,0,0,0,0,M,Midfielder,2
Abdur-Rahman Neama,Frostburg St.,men,d2,1,41,0,0,0,0,0,0,0,0,0,F,Forward,0
Abe Arellano,Purdue Fort Wayne,men,d1,1,30,0,0,0,2,0,0,0,0,0,M,Midfielder,0
Abe Freye,Saginaw Valley,men,d2,2,180,0,0,0,0,1,0,0,0,0,D,Defender,0
Abel Gonzalez,McMurry,men,d3,1,70,1,0,0,1,0,0,0,0,0,"M, MIDFIELDER",Midfielder,2
Abel Kennedy,Simpson,men,d3,4,44,0,0,0,0,2,0,0,0,0,"D, def",Defender,0
Abhi Rajaiyan,Wheaton (MA),men,d3,2,14,0,0,0,1,0,0,0,0,0,null,Unknown,0
Abhinav Ramaraju,Air Force,men,d1,2,126,0,0,0,0,1,0,0,0,0,D,Defender,0
Abid Ali,Russell Sage,men,d3,1,10,0,0,0,0,0,0,0,0,0,m,Midfielder,0
Abiel Lopez-Dominguez,Mars Hill,men,d2,2,51,0,0,0,1,0,0,0,0,0,M,Midfielder,0
Abner Portillo,Blackburn,men,d3,2,94,1,1,1,2,0,0,0,0,0,"D, d",Defender,3
Abner Trevino,Tex. A&M Int'l,men,d2,2,61,0,1,0,0,0,0,0,0,0,,Unknown,1
Abobeleh Nkemawung,Goucher,men,d3,2,34,0,0,1,0,0,0,0,0,0,"M, m",Midfielder,0
Abou Bakar Berthe,Colo. Sch. of Mines,men,d2,1,41,1,0,0,2,0,0,0,0,0,F,Forward,2
Abou Cherif,Mount St. Mary's,men,d1,2,51,0,1,0,0,0,0,0,0,0,F,Forward,1
Aboubacar Cisse,Hawaii Hilo,men,d2,1,13,0,0,0,0,0,0,0,0,0,M,Midfielder,0
Abraham Gabay,Yeshiva,men,d3,1,90,0,0,0,0,0,0,0,0,0,GK,Goalkeeper,0
Abraham Garcia,Dominican (CA),men,d2,2,120,0,0,0,1,0,0,0,0,0,D,Defender,0
Abraham Gonzalez,LeTourneau,men,d3,2,44,0,0,0,0,0,0,0,0,0,D,Defender,0
Abraham Jasso,Northwood,men,d2,1,36,0,0,0,0,1,0,0,0,0,M,Midfielder,0
Abraham Navarro,Upper Iowa,men,d2,2,40,0,0,0,0,1,0,0,0,0,F,Forward,0
Abraham Schlomer,Martin Luther,men,d3,2,134,0,0,0,0,0,0,0,0,0,F,Forward,0
Abraham Sedillo,Greenville,men,d3,2,122,0,0,0,0,1,0,0,0,0,D,Defender,0
Abram Lawless,Millsaps,men,d3,1,26,0,0,0,0,0,0,0,0,0,M,Midfielder,0
Abram Wilson,Regis (CO),men,d2,1,37,0,0,0,0,0,0,0,0,0,M,Midfielder,0
Abu Rashidi,Spalding,men,d3,1,6,0,0,0,0,0,0,0,0,0,M,Midfielder,0
Abubakar Sesay,Washington Adventist,men,d3,1,73,0,0,0,0,0,0,0,0,0,M,Midfielder,0
Aby Gomez,Central Ark.,men,d1,1,80,0,0,0,1,0,0,0,0,0,M,Midfielder,0
Ace Flores,Southern Va.,men,d3,2,36,0,0,0,0,0,0,0,0,0,D,Defender,0
Ace Tendale,UC Riverside,men,d1,1,5,0,0,0,0,0,0,0,0,0,D,Defender,0
Acelino Medford,Elmira,men,d3,2,145,0,0,0,0,1,0,0,0,0,M,Midfielder,0
Acer Cristea,UC Santa Cruz,men,d3,3,97,0,0,0,0,1,0,0,0,0,F,Forward,0
Achillies Triantafyl,Penn St.-Abington,men,d3,1,39,0,0,1,1,0,0,0,0,0,null,Unknown,0
Ada Ndiaye,Knox,men,d3,1,31,0,0,0,0,0,0,0,0,0,M,Midfielder,0
Adam Aboohamidi,Memphis,men,d1,2,135,0,0,2,1,0,0,0,0,0,M,Midfielder,0
Adam Ahmed,Brooklyn,men,d3,1,12,0,0,0,0,0,0,0,0,0,,Unknown,0
Adam Baugus,Regent,men,d3,1,22,0,0,0,0,0,0,0,0,0,,Unknown,0
Adam Bellahcene,Baruch,men,d3,1,21,0,0,0,0,1,0,0,0,0,D,Defender,0
Adam Benrahou,Lincoln (MO),men,d2,1,50,1,0,0,1,0,0,0,0,0,M,Midfielder,2
Adam Benyoussef,Cal Poly Pomona,men,d2,1,45,0,1,0,0,0,0,0,0,0,D,Defender,1
Adam Boykin,Eastern Ill.,men,d1,1,48,1,0,0,2,0,0,0,0,0,F,Forward,2
Adam Celik,Wofford,men,d1,1,54,0,1,0,0,0,0,0,0,0,D,Defender,1
Adam Champlin,SUNY Cobleskill ,men,d3,2,135,0,0,0,0,0,0,0,0,0,GK,Goalkeeper,0
Adam Condron,Lees-McRae,men,d2,2,140,0,0,0,0,0,0,0,0,0,"D, DEFENDER",Defender,0
Adam Dahl,Houghton,men,d3,2,62,0,0,0,0,0,0,0,0,0,D,Defender,0
Adam Davison,Lubbock Christian,men,d2,2,123,0,0,0,1,0,0,0,0,0,D,Defender,0
Adam Dring,Saint Mary's (CA),men,d1,1,49,0,0,0,0,0,0,0,0,1,D,Defender,0
Adam Eastman,RIT,men,d3,2,127,0,0,3,1,1,0,0,0,1,M,Midfielder,0
Adam Eley,Hartford,men,d3,1,90,0,0,0,0,0,0,0,0,0,D,Defender,0
Adam Elkhabbaz,Greensboro,men,d3,3,148,0,0,0,1,1,0,0,0,1,D,Defender,0
Adam Elonai,Marymount (VA),men,d3,1,15,0,0,0,0,0,0,0,0,0,null,Unknown,0
Adam Gallegos,Grinnell,men,d3,3,213,0,0,0,0,0,0,0,0,0,M,Midfielder,0
Adam Gribben,West Va. Wesleyan,men,d2,1,90,0,0,0,0,0,0,0,0,0,M,Midfielder,0
Adam Griffiths,Lincoln (MO),men,d2,1,58,0,0,0,0,0,0,0,0,0,M,Midfielder,0
Adam Hill,Belmont Abbey,men,d2,0,0,0,0,0,0,0,0,0,0,0,,Unknown,0
Adam Hillis,UC San Diego,men,d1,1,61,0,0,0,0,1,0,0,0,0,M,Midfielder,0
Adam Holt,Saint Peter's,men,d1,1,64,0,1,0,1,0,0,0,0,0,F,Forward,1
Adam Imhulse,Bethany (WV),men,d3,2,131,0,0,0,0,0,0,0,0,0,GK,Goalkeeper,0
Adam Kaffel,Wis.-Superior,men,d3,1,78,0,0,0,0,0,0,0,0,0,D,Defender,0
Adam Knaze,Ill. Springfield,men,d2,2,104,1,0,0,1,1,0,0,0,0,D,Defender,2
Adam Knutson,Trinity (TX),men,d3,2,128,1,1,0,5,0,0,0,0,0,M,Midfielder,3
Adam Kowalski,Lehman,men,d3,1,69,0,0,1,1,1,0,0,0,0,M,Midfielder,0
Adam Labows,Hood,men,d3,1,90,0,0,0,0,0,0,0,0,0,gk,Goalkeeper,0
Adam Landy,Pacific (OR),men,d3,1,66,0,0,0,0,0,0,0,0,1,F,Forward,0
Adam Lazarowicz,Illinois Tech,men,d3,2,135,0,0,0,0,0,0,0,0,0,M,Midfielder,0
Adam Leal,Gwynedd Mercy,men,d3,2,103,0,0,0,0,0,0,0,0,0,"M, m",Midfielder,0
Adam Leibowitz,Concord,men,d2,1,4,0,0,0,0,0,0,0,0,0,D,Defender,0
Adam Mclaughlin,Roger Williams,men,d3,1,6,0,0,0,0,0,0,0,0,0,null,Unknown,0
Adam Moharam,Brooklyn,men,d3,2,168,0,1,2,1,0,0,0,0,0,M,Midfielder,1
Adam Molusis,Hamilton,men,d3,2,180,0,0,1,1,0,0,0,0,0,M,Midfielder,0
Adam Niedermaier,Alfred,men,d3,1,3,0,0,0,0,0,0,0,0,0,D,Defender,0
Adam Ousman,Emmanuel (GA),men,d2,2,16,0,0,0,0,0,0,0,0,0,F,Forward,0
Adam Pluszczyk,CWRU,men,d3,1,49,0,0,0,1,0,0,0,0,0,M,Midfielder,0
Adam Prince,Bowdoin,men,d3,2,92,1,0,4,5,0,0,0,0,0,f,Forward,2
Adam Reiniger,McKendree,men,d2,2,157,0,0,0,1,0,0,0,0,0,F,Forward,0
Adam Reynolds,Arcadia,men,d3,1,10,0,0,0,0,0,0,0,0,0,D,Defender,0
Adam Robertson,Wentworth,men,d3,2,180,0,0,0,0,0,0,0,0,0,"b, d",Defender,0
Adam Ruiz,Delaware Valley,men,d3,2,48,1,1,2,2,0,0,0,0,0,"D, d",Defender,3
Adam Rumble,Allegheny,men,d3,2,86,0,0,0,0,0,0,0,0,0,"M, m",Midfielder,0
Adam Salama,San Diego,men,d1,2,180,0,0,0,0,0,0,1,1,0,GK,Goalkeeper,0
Adam Shaia,Roanoke,men,d3,1,55,0,1,0,0,0,0,0,0,0,D,Defender,1
Adam Stetson,Babson,men,d3,1,12,0,0,0,0,0,0,0,0,0,m,Midfielder,0
Adam Thompson,Geneva,men,d3,2,140,0,0,0,0,1,0,0,0,0,M,Midfielder,0
Adam Tufton,Elmira,men,d3,2,80,0,0,0,1,0,0,0,0,0,null,Unknown,0
Adam Usselman,SUNY ESF,men,d3,0,0,0,0,0,0,0,0,0,0,0,,Unknown,0
Adam Vecchioni,Georgian Court,men,d2,0,0,0,0,0,0,0,0,0,0,0,DEFENDER,Defender,0
Adam Watson,Butler,men,d1,2,71,0,0,0,0,0,0,0,0,2,F,Forward,0
Adamo Pantaleo,UMBC,men,d1,2,180,0,0,1,0,0,0,0,0,2,D,Defender,0
Adamo Tsakiris,Wentworth,men,d3,1,61,0,0,0,0,0,0,0,0,0,,Unknown,0
Adan Alvarado,Vanguard ,men,d2,2,121,1,0,0,1,0,0,0,0,0,M,Midfielder,2
Adan Chavez,Bluefield Univ.,men,d3,1,79,0,0,0,0,0,0,0,0,0,F,Forward,0
Adan Corona,Cal St. East Bay,men,d2,2,180,0,0,0,0,0,0,0,0,0,GK,Goalkeeper,0
Adan Khodorkovsky,Brooklyn,men,d3,2,135,1,0,4,2,0,0,0,0,0,M,Midfielder,2
Adan Leon,Illinois Col.,men,d3,2,83,0,0,0,0,0,0,0,0,0,D,Defender,0
Adan Perez,MSU Denver,men,d2,2,97,0,0,0,0,0,0,0,0,0,M,Midfielder,0
Addison Tyimok,Lasell,men,d3,1,14,0,0,0,0,0,0,0,0,0,,Unknown,0
Addofo El Bey,Berry,men,d3,2,125,0,0,0,1,0,0,0,0,0,D,Defender,0
Addrian Mendoza,Wis.-Stout,men,d3,1,10,0,0,0,0,0,0,0,0,0,D,Defender,0
Adebayo Dikko,Dayton,men,d1,1,55,0,0,0,0,0,0,0,0,0,D,Defender,0
Adedotun Adelekan,Eastern,men,d3,1,81,0,0,0,0,1,0,0,0,0,M,Midfielder,0
Aden Green,Wisconsin,men,d1,1,74,0,0,1,1,0,0,0,0,0,D,Defender,0
Aden Parikh,Stevens,men,d3,1,2,0,0,0,0,0,0,0,0,0,GK,Goalkeeper,0
Aden Waugh,Marian (WI),men,d3,1,3,0,0,0,0,0,0,0,0,0,F,Forward,0
Adeyemi Oni,Emory,men,d3,2,107,1,1,0,4,0,0,0,0,0,F,Forward,3
Adian Walsh,Denison,men,d3,2,32,0,0,0,0,0,0,0,0,0,M,Midfielder,0
Adiel Kaduya,Master's,men,d3,0,0,0,0,0,0,0,0,0,0,0,FORWARD,Forward,0
Adiel Menjivar,Lesley,men,d3,1,16,0,0,0,0,0,0,0,0,0,,Unknown,0
Adin Pezo,WPI,men,d3,1,38,0,0,0,0,0,0,0,0,0,null,Unknown,0
Adio Deshield-Tankard,Thomas (ME),men,d3,1,14,0,0,0,0,0,0,0,0,0,M,Midfielder,0
Aditya Yogesh,DePauw,men,d3,1,15,0,0,0,0,0,0,0,0,0,D,Defender,0
Admasu Mitchell,Manchester,men,d3,2,60,0,0,0,1,0,0,0,0,0,null,Unknown,0
Adnan Al-Sari,Spalding,men,d3,1,6,0,0,0,0,0,0,0,0,0,F,Forward,0
Adnan Boulaghmal,Southern Nazarene,men,d2,1,25,0,0,0,0,0,0,0,0,0,F,Forward,0
Adne Glotheim,Husson,men,d3,1,20,0,0,0,0,0,0,0,0,0,M,Midfielder,0
Adolfo Castrejon,Warren Wilson,men,d3,1,48,0,1,2,0,0,0,0,0,0,FORWARD,Forward,1
Adolfo Diaz,Brown,men,d1,1,9,0,0,0,0,0,0,0,0,0,M,Midfielder,0
Adolfo Espino,Erskine,men,d2,1,21,0,0,0,0,0,0,0,0,0,MIDFIELDER,Midfielder,0
Adolfo Pino,California Baptist,men,d1,1,49,0,0,0,0,0,0,0,0,0,M,Midfielder,0
Adrian A Molitor,Middle Georgia ,men,d2,1,15,0,0,1,0,1,0,0,0,0,,Unknown,0
Adrian Adrian Chan,Coker,men,d2,1,37,0,0,0,0,1,0,0,0,0,F,Forward,0
Adrian Aguilar,UCLA,men,d1,2,35,0,0,0,0,0,0,0,0,0,F,Forward,0
Adrian Anguiano,Charlotte,men,d1,1,27,0,0,0,0,0,0,0,0,0,D,Defender,0
Adrian Atanassov,Carthage,men,d3,2,135,0,0,0,0,0,0,0,0,0,,Unknown,0
Adrian Biaggi,UIC,men,d1,3,262,1,1,0,2,1,0,0,0,2,M,Midfielder,3
Adrian Bravo-Sanchez,Cleveland St.,men,d1,2,161,0,0,0,0,0,0,0,0,0,D,Defender,0
Adrian Buri,Presbyterian,men,d1,1,49,0,0,0,0,0,0,0,0,0,M,Midfielder,0
Adrian Carmona,Pfeiffer,men,d3,1,86,0,0,0,0,0,0,0,0,1,D,Defender,0
Adrian Carrasco,Mary Baldwin,men,d3,1,20,0,0,0,0,0,0,0,0,0,F,Forward,0
Adrian Castellanos,Gannon,men,d2,2,90,0,0,0,0,2,0,0,0,0,D,Defender,0
Adrian Castillo,Blackburn,men,d3,2,108,0,0,0,3,1,0,0,0,2,"00mf, M",Midfielder,0
Adrian Castillo,St. Thomas Aquinas,men,d2,2,137,1,0,0,1,1,0,0,0,0,"M, m",Midfielder,2
Adrian Castillo Monton,Anderson (SC),men,d2,2,117,0,0,0,1,0,0,0,0,0,F,Forward,0
Adrian Cogolludo,Illinois Tech,men,d3,1,88,0,0,0,0,0,0,0,0,0,M,Midfielder,0
Adrian Colon,Emory & Henry,men,d2,2,167,0,0,0,0,0,0,0,0,0,D,Defender,0
Adrian Contreras,Buffalo St.,men,d3,0,0,0,0,0,0,0,0,0,0,0,GOALKEEPER,Goalkeeper,0
Adrian Corsi,Hood,men,d3,1,20,0,0,1,1,0,0,0,0,0,null,Unknown,0
Adrian Diaz,UC Riverside,men,d1,2,139,0,0,1,1,0,0,0,0,0,null,Unknown,0
Adrian Droese,Greensboro,men,d3,2,43,0,0,0,0,0,0,0,0,0,D,Defender,0
Adrian Esparragoza,Lesley,men,d3,1,90,0,0,0,0,0,0,0,0,0,dm,Midfielder,0
Adrian Esteban,Missouri St.,men,d1,2,164,0,1,1,3,0,0,0,0,0,M,Midfielder,1
Adrian Fuster Juretzki,Maryville (MO),men,d2,2,61,0,0,0,1,2,0,0,0,0,M,Midfielder,0
Adrian Gabino,Saint Elizabeth,men,d3,1,90,0,0,0,0,0,0,0,0,0,D,Defender,0
Adrian Garcia,Ozarks (AR),men,d3,2,42,0,0,0,1,0,0,0,0,0,D,Defender,0
Adrian Garthaus,Hannibal-La Grange,men,d2,1,22,0,0,0,0,0,0,0,0,0,,Unknown,0
Adrian Gutierrez,Huntingdon,men,d3,3,225,0,0,0,0,3,0,0,0,0,D,Defender,0
Adrian Hatman,Saginaw Valley,men,d2,2,172,0,0,0,0,2,0,0,0,0,M,Midfielder,0
Adrian Iggstedt,Whittier,men,d3,1,12,0,0,0,0,0,0,0,0,0,M,Midfielder,0
Adrian Izazaga,Pace,men,d2,2,98,0,0,0,0,0,0,0,0,0,D,Defender,0
Adrian Jogerst,Western Mich.,men,d1,2,28,0,0,1,0,0,0,0,0,0,M,Midfielder,0
Adrian Lechuga,Tiffin,men,d2,1,39,0,0,0,0,0,0,0,0,0,,Unknown,0
Adrian Mahoney,Saginaw Valley,men,d2,2,109,0,0,0,0,2,0,0,0,0,"F, M",Midfielder,0
Adrian Manchado,MSOE,men,d3,2,164,0,0,0,0,0,0,0,0,0,D,Defender,0
Adrian Matute,SUNY Oneonta,men,d3,3,270,0,0,0,0,0,0,0,0,0,D,Defender,0
Adrian Medina,San Francisco,men,d1,2,62,0,0,2,1,0,0,0,0,0,M,Midfielder,0
Adrian Panaite,Temple,men,d1,1,58,0,0,0,0,0,0,0,0,0,F,Forward,0
Adrian Pena,Emmanuel (MA),men,d3,1,52,0,0,0,0,0,0,0,0,0,,Unknown,0
Adrian Qira,Wm. Paterson,men,d3,3,209,0,0,0,0,1,0,0,0,1,"F, f",Forward,0
Adrian Ramos,SUNY Potsdam,men,d3,1,18,0,0,0,0,0,0,0,0,0,MIDFIELDER,Midfielder,0
Adrian Rodriguez,Bloomsburg,men,d2,2,87,0,0,0,1,0,0,0,0,0,M,Midfielder,0
Adrian Rodriguez,West Florida,men,d2,2,165,0,0,0,0,0,0,0,0,0,M,Midfielder,0
Adrian Rojek,Wm. Paterson,men,d3,3,105,0,0,0,0,1,0,0,0,1,D,Defender,0
Adrian Rosiles,Aurora,men,d3,2,159,0,0,0,0,0,0,0,0,2,M,Midfielder,0
Adrian Sanchez,Belhaven,men,d3,2,78,0,0,0,1,0,0,0,0,0,F,Forward,0
Adrian Sanchez,Wentworth,men,d3,1,90,0,0,0,0,0,0,1,1,0,gk,Goalkeeper,0
Adrian Sobczak,RIT,men,d3,2,151,0,1,1,0,0,0,0,0,2,D,Defender,1
Adrian Solis,Chico St.,men,d2,2,130,0,0,0,2,0,0,0,0,0,,Unknown,0
Adrian Stenzel,Point Park,men,d2,1,81,0,0,0,0,1,0,0,0,0,D,Defender,0
Adrian Talbot,Colby-Sawyer,men,d3,2,41,0,0,0,0,0,0,0,0,0,,Unknown,0
Adrian Torres,Montreat,men,d3,1,90,0,0,0,0,1,0,6,2,0,GK,Goalkeeper,0
