Name,Team,Gender,Division,Matches Played,Minutes Played,Goals,Assists,Shots,Shots On Target,Yellow Cards,Red Cards,Saves,Goals Against,Fouls Won,Positions Seen,Dominant Position,Points
Abby Ballinger,Vermont,women,d1,1,16,0,0,0,0,1,0,0,0,0,D,Defender,0
Abby Batts,Tennessee,women,d1,1,45,0,1,2,1,0,0,0,0,0,F,Forward,1
Abby Beasley,New Hampshire,women,d1,1,90,0,0,0,0,0,0,0,0,0,D,Defender,0
Abby Breitschuh,Kent St.,women,d1,1,17,0,0,0,0,0,0,0,0,0,D,Defender,0
Abby Brinker,Elon,women,d1,2,52,1,0,1,1,0,0,0,0,0,D,Defender,2
Abby Bush,Northern Colo.,women,d1,2,70,0,0,0,0,0,0,0,0,1,M,Midfielder,0
Abby Cameron,Northern Ariz.,women,d1,1,6,0,0,0,0,0,0,0,0,0,F,Forward,0
Abby Cole,Jacksonville St.,women,d1,1,2,0,0,0,0,0,0,0,0,0,M,Midfielder,0
Abby Connolly,Campbell,women,d1,2,132,1,0,4,2,0,0,0,0,1,M,Midfielder,2
Abby Daly,Siena,women,d1,2,147,0,0,1,1,0,0,0,0,1,M,Midfielder,0
Abby Davis,Western Ky.,women,d1,2,92,0,0,0,0,0,0,0,0,0,"M, null",Midfielder,0
Abby Fisher,James Madison,women,d1,2,95,0,0,0,0,0,0,0,0,0,M,Midfielder,0
Abby Fitzmaurice,St. John's (NY),women,d1,1,90,0,0,0,0,0,0,0,0,1,M,Midfielder,0
Abby Foulk,UNC Asheville,women,d1,1,45,0,0,1,1,0,0,0,0,1,null,Unknown,0
Abby Freese,Central Mich.,women,d1,2,175,0,0,2,1,0,0,0,0,2,D,Defender,0
Abby Gemma,Florida,women,d1,1,90,0,0,0,0,0,0,0,0,0,D,Defender,0
Abby Giordano,Lafayette,women,d1,2,60,0,0,0,0,0,0,0,0,0,D,Defender,0
Abby Graeser,UAB,women,d1,1,90,0,0,0,0,0,0,0,0,0,D,Defender,0
Abby Gundry,North Carolina,women,d1,1,32,0,0,0,0,0,0,0,0,0,GK,Goalkeeper,0
Abby Hall,Illinois St.,women,d1,1,19,0,0,1,0,0,0,0,0,0,D,Defender,0
Abby Hansen,Missouri St.,women,d1,2,89,1,0,1,1,0,0,0,0,0,M,Midfielder,2
Abby Hanton,Louisiana Tech,women,d1,2,146,1,0,2,1,0,0,0,0,1,F,Forward,2
Abby Jenkins,Ball St.,women,d1,1,45,0,0,0,0,0,0,0,0,0,GK,Goalkeeper,0
Abby Kilman,Georgia St.,women,d1,2,165,0,1,0,0,0,0,0,0,1,M,Midfielder,1
Abby Kudla,Memphis,women,d1,2,135,0,0,0,0,0,0,2,2,0,GK,Goalkeeper,0
Abby Kuehnl,Milwaukee,women,d1,1,8,0,0,0,0,0,0,0,0,1,D,Defender,0
Abby Lom,Green Bay,women,d1,2,130,0,1,1,0,0,0,0,0,1,M,Midfielder,1
Abby Makela,Mount St. Mary's,women,d1,2,90,0,0,0,0,0,0,0,0,0,GK,Goalkeeper,0
Abby Mathews,Austin Peay,women,d1,2,39,0,0,0,0,0,0,0,0,0,M,Midfielder,0
Abby Mills,Notre Dame,women,d1,1,90,0,0,0,0,0,0,0,0,3,null,Unknown,0
Abby O'Brien,UNI,women,d1,2,62,0,0,0,0,0,0,0,0,0,D,Defender,0
Abby Olsen,Utah Tech,women,d1,2,92,0,0,2,1,0,0,0,0,2,D,Defender,0
Abby Parsons,Eastern Mich.,women,d1,1,6,0,0,0,0,0,0,0,0,0,D,Defender,0
Abby Reinl,Eastern Ill.,women,d1,2,100,0,0,1,0,0,0,0,0,4,F,Forward,0
Abby Reisz,Pittsburgh,women,d1,1,90,0,0,0,0,0,0,1,1,0,GK,Goalkeeper,0
Abby Ruhland,Marquette,women,d1,2,22,1,0,1,1,0,0,0,0,0,F,Forward,2
Abby Sheriff,Truett-McConnell,women,d1,1,65,0,0,0,0,0,0,0,0,0,null,Unknown,0
Abby Skiff,Iowa,women,d1,1,54,1,0,2,1,0,0,0,0,1,M,Midfielder,2
Abby Smith,Abilene Christian,women,d1,2,141,0,0,3,2,1,0,0,0,2,M,Midfielder,0
Abby Smith,Montana,women,d1,1,13,0,0,1,0,0,0,0,0,1,F,Forward,0
Abby Stoeck,Milwaukee,women,d1,2,173,0,0,0,0,0,0,0,0,0,M,Midfielder,0
Abby Sudkamp,Loyola Chicago,women,d1,2,180,1,0,2,1,0,0,0,0,1,D,Defender,2
Abby Udowenko,Seton Hall,women,d1,1,66,0,2,1,0,0,0,0,0,0,F,Forward,2
Abby Walsh,Radford,women,d1,1,49,0,0,3,1,0,0,0,0,2,null,Unknown,0
Abby Werthman,Western Mich.,women,d1,1,71,1,0,2,2,0,0,0,0,0,F,Forward,2
Abby Wiedermann,Western Ky.,women,d1,2,110,0,0,0,0,0,0,0,0,0,"D, null",Defender,0
Abby Wright,Samford,women,d1,2,30,0,0,0,0,0,0,0,0,1,D,Defender,0
Abby Zugay,Michigan,women,d1,2,44,0,0,1,0,0,0,0,0,1,M,Midfielder,0
Abby-Lee Sanogo,Lehigh,women,d1,1,60,0,0,1,1,0,0,0,0,0,D,Defender,0
Abi Dolding,Tulsa,women,d1,2,180,0,0,0,0,0,0,9,3,0,GK,Goalkeeper,0
Abi Major,North Texas,women,d1,2,173,0,0,1,0,0,0,0,0,2,D,Defender,0
Abi Roberts,North Dakota St.,women,d1,2,21,0,0,1,0,0,0,0,0,1,null,Unknown,0
Abigail Affleck,Utah,women,d1,1,14,0,0,0,0,0,0,0,0,0,F,Forward,0
Abigail Carroll,Delaware St.,women,d1,1,90,0,0,0,0,0,0,0,0,1,D,Defender,0
Abigail Casey,UTSA,women,d1,2,37,0,0,0,0,0,0,0,0,0,M,Midfielder,0
Abigail Colton,San Diego,women,d1,1,59,0,0,0,0,0,0,0,0,2,M,Midfielder,0
Abigail Cox,Rutgers,women,d1,2,103,0,0,3,1,0,0,0,0,0,M,Midfielder,0
Abigail Cushing,Holy Cross,women,d1,2,78,0,0,3,2,0,0,0,0,0,F,Forward,0
Abigail Davis,Tennessee Tech,women,d1,2,119,0,0,0,0,0,0,0,0,0,D,Defender,0
Abigail Dibble,High Point,women,d1,2,107,0,0,0,0,0,0,0,0,2,M,Midfielder,0
Abigail Droner,Georgetown,women,d1,1,17,0,0,0,0,0,0,0,0,0,F,Forward,0
Abigail Fike,Bellarmine,women,d1,1,71,0,0,0,0,0,0,0,0,1,D,Defender,0
Abigail Goff,St. Ambrose,women,d1,1,13,0,0,0,0,0,0,0,0,0,null,Unknown,0
Abigail Herren,Fresno St.,women,d1,1,40,0,0,2,2,0,0,0,0,1,null,Unknown,0
Abigail Incorvaia,Syracuse,women,d1,2,39,0,0,3,1,0,0,0,0,0,M,Midfielder,0
Abigail Marotta,Toledo,women,d1,2,88,0,0,0,0,0,0,0,0,0,D,Defender,0
Abigail Mills,Vermont,women,d1,1,35,0,0,0,0,0,0,0,0,0,D,Defender,0
Abigail Ortolano,Boston U.,women,d1,1,30,0,0,2,0,0,0,0,0,0,M,Midfielder,0
Abigail Roche,Stony Brook,women,d1,2,67,0,0,0,0,0,0,0,0,0,D,Defender,0
Abigail Santana,Creighton,women,d1,2,121,0,0,0,0,0,0,0,0,3,M,Midfielder,0
Abigail Schilling,Western Ill.,women,d1,1,72,0,0,0,0,0,0,0,0,0,M,Midfielder,0
Abigail Souza,Nevada,women,d1,1,58,0,1,3,1,0,0,0,0,1,D,Defender,1
Abigail Stager,Kentucky,women,d1,2,80,0,0,4,0,0,0,0,0,1,F,Forward,0
Abigail Tober,Merrimack,women,d1,2,31,0,0,0,0,0,0,0,0,0,D,Defender,0
Abigail Wilson,St. Mary's (TX),women,d1,1,62,0,0,0,0,0,0,0,0,0,D,Defender,0
Abigail Wilson,UIW,women,d1,2,116,0,0,0,0,0,0,0,0,2,M,Midfielder,0
Abigail Witten,North Ala.,women,d1,1,12,0,0,0,0,0,0,0,0,1,F,Forward,0
Abigail Wooten,Samford,women,d1,2,118,0,0,2,0,0,0,0,0,2,"M, null",Midfielder,0
Abigail Wysong,St. Bonaventure,women,d1,1,42,0,0,0,0,0,0,0,0,0,null,Unknown,0
Abygaelle Normand,Campbell,women,d1,2,146,0,0,1,1,0,0,0,0,0,D,Defender,0
Addi Christian,Sam Houston,women,d1,1,10,0,0,0,0,0,0,0,0,0,D,Defender,0
Addie Chester,Ball St.,women,d1,1,78,1,0,2,1,0,0,0,0,1,null,Unknown,2
Addie Crosno,Cal Poly,women,d1,1,35,0,0,1,0,0,0,0,0,0,M,Midfielder,0
Addie Doyle,Air Force,women,d1,2,105,0,0,4,2,0,0,0,0,0,"F, null",Forward,0
Addie Ford,Drake,women,d1,2,90,0,0,0,0,0,0,0,0,0,GK,Goalkeeper,0
Addie Harris,Temple,women,d1,2,159,0,1,0,0,0,0,0,0,2,null,Unknown,1
Addie Kerkhoff,St. Ambrose,women,d1,1,52,0,0,0,0,0,0,0,0,0,null,Unknown,0
Addie Lange,UNI,women,d1,1,10,0,0,0,0,0,0,0,0,0,M,Midfielder,0
Addie Larock,Omaha,women,d1,2,95,1,0,2,2,0,0,0,0,0,M,Midfielder,2
Addie Lemmond,Charleston So.,women,d1,2,104,0,0,0,0,1,0,0,0,1,D,Defender,0
Addie Todd,Florida St.,women,d1,1,90,0,0,0,0,0,0,3,0,0,GK,Goalkeeper,0
Addie Whitehouse,Santa Clara,women,d1,2,156,0,0,0,0,0,0,0,0,0,D,Defender,0
Addisen Boyer,Oregon,women,d1,2,56,0,0,0,0,0,0,0,0,1,F,Forward,0
Addison Ash,Butler,women,d1,1,90,0,0,0,0,0,0,1,0,1,GK,Goalkeeper,0
Addison Ayris,Detroit Mercy,women,d1,1,12,0,0,1,0,0,0,0,0,0,D,Defender,0
Addison Baldus,Michigan St.,women,d1,1,16,0,0,0,0,0,0,0,0,1,D,Defender,0
Addison Baltodano,Arizona St.,women,d1,1,46,0,0,4,3,0,0,0,0,0,D,Defender,0
Addison Brown,St. Bonaventure,women,d1,1,90,0,0,0,0,0,0,0,0,0,null,Unknown,0
Addison Carriere,UIC,women,d1,2,114,0,0,1,0,0,0,0,0,2,D,Defender,0
Addison Castleberry,Tulsa,women,d1,2,117,0,1,2,1,0,0,0,0,0,F,Forward,1
Addison Clark,Southern Ind.,women,d1,2,15,0,0,0,0,0,0,0,0,0,M,Midfielder,0
Addison Comer,Ga. Southern,women,d1,2,92,1,0,1,1,1,0,0,0,4,M,Midfielder,2
Addison Daughtry,Ga. Southern,women,d1,2,135,0,0,0,0,0,0,5,2,0,GK,Goalkeeper,0
Addison Davis,Western Caro.,women,d1,1,10,0,0,0,0,0,0,0,0,1,D,Defender,0
Addison Green,Fordham,women,d1,1,90,0,0,0,0,0,0,6,0,1,GK,Goalkeeper,0
Addison Grogan,Little Rock,women,d1,1,7,0,0,0,0,0,0,0,0,0,F,Forward,0
Addison Hall,Akron,women,d1,2,111,0,0,1,1,0,0,0,0,2,M,Midfielder,0
Addison Halpern,Virginia,women,d1,1,60,0,0,2,0,0,0,0,0,1,null,Unknown,0
Addison Hamm,Indiana St.,women,d1,2,50,1,1,5,3,0,0,0,0,1,F,Forward,3
Addison Haws,Arizona St.,women,d1,1,19,0,0,1,1,0,0,0,0,0,M,Midfielder,0
Addison Hoben,Drake,women,d1,2,27,0,0,1,0,0,0,0,0,0,F,Forward,0
Addison Howell,Murray St.,women,d1,2,117,1,0,6,2,0,0,0,0,1,F,Forward,2
Addison Larsen,Southern Utah,women,d1,2,26,0,0,0,0,0,0,0,0,1,M,Midfielder,0
Addison Lloyd,Little Rock,women,d1,1,4,0,0,0,0,0,0,0,0,0,D,Defender,0
Addison Mello,Queens (NC),women,d1,2,132,0,0,1,0,0,0,0,0,1,M,Midfielder,0
Addison Roberts,Wake Forest,women,d1,1,24,0,0,0,0,0,0,0,0,1,D,Defender,0
Addison Roemer,American,women,d1,2,180,0,0,0,0,0,0,8,3,1,GK,Goalkeeper,0
Addison Sanchez,Fresno St.,women,d1,1,15,0,0,0,0,0,0,0,0,0,null,Unknown,0
Addison Siders,Southern Miss.,women,d1,2,180,0,0,0,0,0,0,0,0,0,D,Defender,0
Addison Soehn,Louisiana,women,d1,1,51,0,0,2,0,0,0,0,0,1,M,Midfielder,0
Addison Stanciak,Saint Louis,women,d1,1,16,0,1,1,1,1,0,0,0,0,F,Forward,1
Addison Strickland,Southern Miss.,women,d1,1,25,0,0,0,0,0,0,0,0,0,D,Defender,0
Addison Tauscher,Kansas,women,d1,1,28,0,0,0,0,0,0,0,0,0,GK,Goalkeeper,0
Addison Watt,Wofford,women,d1,2,17,0,0,0,0,0,0,0,0,0,M,Midfielder,0
Addison Werth,Milwaukee,women,d1,2,23,0,0,2,1,0,0,0,0,1,F,Forward,0
Addison Williams,Nicholls,women,d1,1,30,0,0,0,0,0,0,0,0,1,D,Defender,0
Addison Yelton,ETSU,women,d1,2,180,0,0,0,0,0,0,1,1,1,GK,Goalkeeper,0
Addisyn Lamothe-Vaughn,Iona,women,d1,1,18,0,0,0,0,0,0,0,0,0,D,Defender,0
Addy Canter,Wright St.,women,d1,2,62,1,0,1,1,0,0,0,0,0,M,Midfielder,2
Addy Cusick,Kent St.,women,d1,2,180,0,0,1,0,0,0,0,0,0,null,Unknown,0
Addy Hess,Florida,women,d1,1,33,0,0,1,0,0,0,0,0,0,F,Forward,0
Addy Holgorsen,Clemson,women,d1,2,180,0,0,0,0,0,0,10,1,1,GK,Goalkeeper,0
Addy Johnson,Oral Roberts,women,d1,2,60,0,0,2,1,0,0,0,0,1,F,Forward,0
Addy Mccleary,UT Martin,women,d1,1,38,0,0,2,1,0,0,0,0,0,null,Unknown,0
Addy Rozycki,Missouri St.,women,d1,2,77,0,0,1,0,0,0,0,0,1,null,Unknown,0
Addylan Wright,Central Ark.,women,d1,2,134,0,0,0,0,2,0,0,0,4,D,Defender,0
Addysen Schniederjan,St. Mary's (TX),women,d1,1,45,0,0,0,0,0,0,0,0,0,null,Unknown,0
Addyson Earl,Quinnipiac,women,d1,1,87,0,0,1,0,0,0,0,0,1,F,Forward,0
Addyson Warner,Indiana St.,women,d1,2,55,2,0,4,2,0,0,0,0,2,M,Midfielder,4
Adee Broesder,Saint Louis,women,d1,1,35,0,1,2,2,0,0,0,0,0,F,Forward,1
Adee Goulden,Santa Clara,women,d1,2,89,1,0,2,2,0,0,0,0,0,M,Midfielder,2
Adela Vasakova,Rutgers,women,d1,2,26,0,0,2,2,0,0,0,0,0,F,Forward,0
Adelaide Brislen,Colgate,women,d1,1,48,0,0,0,0,0,0,0,0,1,D,Defender,0
Adele Schwab,Oregon St.,women,d1,2,161,0,1,4,1,0,0,0,0,1,M,Midfielder,1
Adelhia Ghonda,Houston,women,d1,2,125,1,0,7,3,0,0,0,0,4,F,Forward,2
Adeline Nemeth,Louisiana,women,d1,1,41,1,0,1,1,0,0,0,0,0,F,Forward,2
Adelle Francis,Michigan St.,women,d1,2,48,0,0,1,0,0,0,0,0,0,F,Forward,0
Adelyn Speight,North Ala.,women,d1,2,180,0,0,1,0,0,0,0,0,2,M,Midfielder,0
Adi Bianchin,Pittsburgh,women,d1,1,42,0,1,4,2,0,0,0,0,1,F,Forward,1
Adi Radwanski,North Dakota,women,d1,2,41,0,0,0,0,0,0,0,0,2,F,Forward,0
Adi Walick,Michigan,women,d1,2,130,0,3,0,0,0,0,0,0,0,M,Midfielder,3
Adiat Olaogun-Dickson,Delaware,women,d1,2,91,1,0,3,1,0,0,0,0,0,F,Forward,2
Adison Malone,Prairie View,women,d1,1,29,0,0,0,0,0,0,0,0,0,M,Midfielder,0
Adison Welsh,Eastern Ill.,women,d1,2,111,0,0,1,1,0,0,0,0,0,D,Defender,0
Adora Nwosu,Howard,women,d1,2,81,0,0,1,0,0,0,0,0,2,F,Forward,0
Adri Lika,Mercyhurst,women,d1,2,180,0,0,0,0,0,0,10,2,0,GK,Goalkeeper,0
Adria Kitzinger,Seton Hall,women,d1,1,37,0,0,0,0,0,0,0,0,0,F,Forward,0
Adriana Brenengen,St. Thomas (MN),women,d1,1,6,0,0,0,0,0,0,0,0,0,null,Unknown,0
Adriana Durango,Alabama A&M,women,d1,2,180,0,0,0,0,0,0,9,5,0,GK,Goalkeeper,0
Adriana Gallucci,Alabama St.,women,d1,1,80,1,0,4,2,0,0,0,0,0,M,Midfielder,2
Adriana Merriam,Baylor,women,d1,1,13,0,0,0,0,0,0,0,0,0,M,Midfielder,0
Adriana Salzano,Drexel,women,d1,2,180,0,2,2,0,0,0,0,0,3,M,Midfielder,2
Adriana Victoriano,Buffalo,women,d1,2,72,0,0,1,0,0,0,0,0,1,null,Unknown,0
Adrianna Alberts,Marquette,women,d1,2,141,1,0,3,1,0,0,0,0,4,M,Midfielder,2
Adrianna Gill,The Citadel,women,d1,1,16,0,0,0,0,0,0,0,0,0,M,Midfielder,0
Adrianna Marinello,Merrimack,women,d1,2,39,0,0,0,0,0,0,0,0,0,F,Forward,0
Adrianna Pepe,USC Upstate,women,d1,2,114,0,0,0,0,0,0,0,0,0,D,Defender,0
Adrianne Agbayani,South Dakota St.,women,d1,2,137,0,0,0,0,0,0,0,0,1,F,Forward,0
Adrielle Mibe,Arizona St.,women,d1,1,45,0,0,0,0,0,0,0,0,0,F,Forward,0
Adrienne Trerotola,The Citadel,women,d1,1,24,0,0,0,0,0,0,0,0,1,F,Forward,0
Ady Bechtel,Tulsa,women,d1,2,134,0,1,2,1,2,0,0,0,3,M,Midfielder,1
Adysen Armenta,Vanderbilt,women,d1,2,126,1,0,2,1,1,0,0,0,0,null,Unknown,2
Aerial Fast,Wright St.,women,d1,2,51,0,0,1,1,0,0,0,0,0,F,Forward,0
Afton Perry,BYU,women,d1,1,64,0,0,0,0,0,0,0,0,1,M,Midfielder,0
Ag Gibson,Louisville,women,d1,2,174,0,0,2,0,0,0,0,0,0,M,Midfielder,0
Agnes Maerta Bjoerk,Fairmont St.,women,d1,1,90,0,0,0,0,0,0,0,0,0,null,Unknown,0
Agnes Stenlund,Toledo,women,d1,2,180,0,0,0,0,0,0,10,4,0,GK,Goalkeeper,0
Ai Kitagawa,Memphis,women,d1,2,155,1,2,9,3,0,0,0,0,4,M,Midfielder,4
Aida Name,Rhode Island,women,d1,2,125,0,0,0,0,0,0,0,0,1,D,Defender,0
Aila Swinton,Louisiana,women,d1,1,55,0,0,0,0,0,0,0,0,0,D,Defender,0
Ailis Osmond,Canisius,women,d1,1,58,0,0,0,0,0,0,0,0,0,F,Forward,0
Ailyn Rowe,Army West Point,women,d1,2,85,0,1,0,0,0,0,0,0,0,M,Midfielder,1
Aimee Benton,Youngstown St.,women,d1,1,3,0,0,0,0,0,0,0,0,0,GK,Goalkeeper,0
Aimee Hodgson,Hofstra,women,d1,2,174,0,0,2,0,1,0,0,0,2,M,Midfielder,0
Ainara Aldeano,Alcorn,women,d1,1,90,0,0,0,0,0,0,0,0,0,M,Midfielder,0
Ainsleigh Thomson,New Mexico St.,women,d1,1,19,0,0,0,0,0,0,0,0,0,M,Midfielder,0
Ainsley Capps,New Mexico,women,d1,1,33,0,0,1,0,0,0,0,0,0,F,Forward,0
Ainsley Chunn,Col. of Charleston,women,d1,1,90,0,0,0,0,0,0,8,1,0,GK,Goalkeeper,0
Ainsley Erzen,Arkansas,women,d1,2,71,0,0,1,0,0,0,0,0,1,M,Midfielder,0
Ainsley Ewasiuk,Nevada,women,d1,2,148,0,0,4,1,1,0,0,0,0,M,Midfielder,0
Ainsley Leja,Liberty,women,d1,2,162,0,0,0,0,0,0,3,2,0,GK,Goalkeeper,0
Ainsley Moy,UCF,women,d1,2,86,0,0,0,0,0,0,0,0,2,M,Midfielder,0
Ainsley Parker,ETSU,women,d1,1,68,0,0,0,0,0,0,0,0,0,M,Midfielder,0
Ainsley Terada,Wright St.,women,d1,2,53,0,0,0,0,0,0,0,0,1,F,Forward,0
Aislinn Boyle,Marquette,women,d1,2,47,0,0,0,0,0,0,0,0,0,M,Midfielder,0
Aislinn Wright,Nicholls,women,d1,1,90,0,0,0,0,0,0,5,3,0,GK,Goalkeeper,0
Aive Andriuskeviciute,Middle Tenn.,women,d1,1,18,0,0,0,0,0,0,0,0,0,null,Unknown,0
Aixa Helbringer-Escobar,Green Bay,women,d1,2,151,0,0,0,0,0,0,0,0,0,M,Midfielder,0
Aj Heap,Air Force,women,d1,2,83,0,0,3,1,0,0,0,0,0,null,Unknown,0
Aj Hennessey,TCU,women,d1,1,53,1,0,1,1,0,0,0,0,0,F,Forward,2
Aj Loera,Grand Canyon,women,d1,1,72,0,0,2,0,0,0,0,0,0,M,Midfielder,0
Aj Mayock,East Carolina,women,d1,2,130,0,0,2,0,1,0,0,0,0,M,Midfielder,0
Aja Castaneda,Pacific,women,d1,2,159,0,0,0,0,0,0,0,0,0,D,Defender,0
Aja Nelson,Southeastern La.,women,d1,1,53,0,0,0,0,0,0,0,0,0,F,Forward,0
Ajanae Respass,West Virginia,women,d1,1,62,0,0,0,0,0,0,0,0,1,F,Forward,0
Akari Kishida,UNC Asheville,women,d1,2,127,0,0,0,0,0,0,0,0,2,M,Midfielder,0
Akeelah Mirza,Robert Morris,women,d1,1,10,0,0,0,0,0,0,0,0,0,F,Forward,0
Akeelah Omokhua,SIUE,women,d1,2,50,0,0,1,0,0,0,0,0,0,F,Forward,0
Akiya Saine,Texas Southern,women,d1,2,136,0,0,0,0,0,0,0,0,0,D,Defender,0
Alaina Carro,Le Moyne,women,d1,1,42,0,0,0,0,0,0,0,0,0,M,Midfielder,0
Alaina Lee,LMU (CA),women,d1,1,90,0,0,1,1,0,0,0,0,1,M,Midfielder,0
Alaina Nugier,Western Ky.,women,d1,1,47,0,0,0,0,0,0,0,0,0,D,Defender,0
Alaina Trevino,Oral Roberts,women,d1,2,97,0,0,1,1,0,0,0,0,2,M,Midfielder,0
Alaina Uncapher,Troy,women,d1,2,111,0,1,2,1,0,0,0,0,4,F,Forward,1
Alana Aiken,Grambling,women,d1,1,72,1,0,3,2,0,0,0,0,1,F,Forward,2
Alana Arjona,Wagner,women,d1,1,50,0,0,0,0,0,0,0,0,1,F,Forward,0
Alana Beasley,George Washington,women,d1,2,141,0,0,1,1,0,0,0,0,0,M,Midfielder,0
Alana Goldsmith,Wagner,women,d1,1,63,0,0,0,0,0,0,0,0,0,M,Midfielder,0
Alana Harry,Texas Tech,women,d1,2,123,0,0,6,2,0,0,0,0,1,null,Unknown,0
Alana Lamb,Seattle U,women,d1,1,90,1,0,2,1,0,0,0,0,2,D,Defender,2
Alana Lawless-Felarca,East Texas A&M,women,d1,1,68,0,1,0,0,0,0,0,0,0,M,Midfielder,1
Alana Owens,North Ala.,women,d1,2,99,0,0,0,0,0,0,0,0,0,F,Forward,0
Alana Watts,South Carolina St.,women,d1,1,88,0,0,2,1,0,0,0,0,3,F,Forward,0
Alani Chaple,Oral Roberts,women,d1,2,161,0,0,0,0,0,0,0,0,9,D,Defender,0
Alanna Coffie,Providence,women,d1,1,33,0,1,0,0,0,0,0,0,0,F,Forward,1
Alauna Rutland,Howard,women,d1,1,32,0,0,0,0,0,0,0,0,0,F,Forward,0
Alayla Jackson,Jackson St.,women,d1,2,84,0,0,0,0,0,0,0,0,2,F,Forward,0
Alayna Eyman,Delaware,women,d1,1,6,0,0,0,0,0,0,0,0,1,D,Defender,0
Alayna Hauser,SIUE,women,d1,2,132,1,0,6,4,0,0,0,0,0,F,Forward,2
Alayna Taylor,UConn,women,d1,1,63,0,0,2,1,0,0,0,0,0,F,Forward,0
Alayna Williams,Robert Morris,women,d1,1,44,0,0,0,0,0,0,0,0,3,F,Forward,0
Alba Vilades Marin,Rio Grande,women,d1,1,90,0,0,0,0,0,0,0,0,0,null,Unknown,0
Alba Zaccagnino,Georgia St.,women,d1,1,11,0,0,0,0,0,0,0,0,0,M,Midfielder,0
Albany Rios,Alabama A&M,women,d1,2,160,0,0,2,0,0,0,0,0,2,M,Midfielder,0
Alberte Amby,UT Martin,women,d1,1,30,0,0,0,0,0,0,0,0,0,F,Forward,0
Ale Victoriano,Binghamton,women,d1,1,23,0,0,2,1,0,0,0,0,1,D,Defender,0
Alea Cook,Wright St.,women,d1,2,57,0,0,0,0,0,0,0,0,0,D,Defender,0
Aleah Minehart,SIUE,women,d1,2,97,0,0,0,0,0,0,0,0,0,M,Midfielder,0
Aleece Frede,St. Mary's (TX),women,d1,1,36,0,0,0,0,0,0,0,0,2,D,Defender,0
Aleena Ulke,Syracuse,women,d1,2,68,0,0,1,0,0,0,0,0,0,D,Defender,0
Aleesia Ambrosio,App State,women,d1,2,135,0,0,0,0,0,0,0,0,3,D,Defender,0
Aleeyah Johnson,St. Mary-Woods,women,d1,1,90,0,0,0,0,0,0,0,0,0,M,Midfielder,0
Aleigha Arndt,James Madison,women,d1,2,42,0,0,0,0,0,0,0,0,1,M,Midfielder,0
