Name,Team,Gender,Division,Matches Played,Minutes Played,Goals,Assists,Shots,Shots On Target,Yellow Cards,Red Cards,Saves,Goals Against,Fouls Won,Positions Seen,Dominant Position,Points
Abby Kilman,Georgia St.,women,d1,2,120,0,0,0,0,0,0,0,0,0,M,Midfielder,0
Abby Kudla,Memphis,women,d1,1,90,0,0,0,0,0,0,2,1,0,GK,Goalkeeper,0
Abby Lewis,Skidmore,women,d3,1,57,0,1,1,0,0,0,0,0,1,F,Forward,1
Abby Liebhauser,York (PA),women,d3,2,77,0,0,0,0,0,0,0,0,0,null,Unknown,0
Abby Lom,Green Bay,women,d1,1,88,0,0,0,0,0,0,0,0,1,M,Midfielder,0
Abby Lorion,Holy Cross,women,d1,1,11,0,0,0,0,0,0,0,0,0,M,Midfielder,0
Abby Love,Illinois Col.,women,d3,2,18,0,0,0,0,0,0,0,0,1,D,Defender,0
Abby Lush,Greensboro,women,d3,1,42,0,0,2,1,0,0,0,0,0,LEFTWINGER,Forward,0
Abby Macleod,SUNY New Paltz,women,d3,1,9,0,0,0,0,0,0,0,0,0,F,Forward,0
Abby Makela,Mount St. Mary's,women,d1,2,180,0,0,0,0,0,0,6,3,1,GK,Goalkeeper,0
Abby Manolovitz,Pacific Lutheran,women,d3,2,15,0,0,0,0,0,0,0,0,0,F,Forward,0
Abby Mathews,Austin Peay,women,d1,1,61,0,0,0,0,0,0,0,0,2,M,Midfielder,0
Abby Mattia,Salisbury,women,d3,1,14,0,0,0,0,0,0,0,0,0,M,Midfielder,0
Abby Measor,Franciscan,women,d3,1,79,0,0,0,0,0,0,0,0,0,M,Midfielder,0
Abby Mills,Notre Dame,women,d1,2,170,1,0,2,2,0,0,0,0,0,null,Unknown,2
Abby Morrow,Lewis & Clark,women,d3,1,54,0,0,0,0,0,0,0,0,1,D,Defender,0
Abby Najdzinowicz,TCNJ,women,d3,1,37,0,0,1,0,0,0,0,0,0,M,Midfielder,0
Abby Nalepa,St. Thomas (TX),women,d3,1,25,0,0,0,0,0,0,0,0,0,null,Unknown,0
Abby Names,St. Norbert,women,d3,1,43,0,0,0,0,0,0,0,0,1,D,Defender,0
Abby Ngugi,Waynesburg,women,d3,1,77,0,0,1,0,0,0,0,0,0,D,Defender,0
Abby Nordquist,Wis.-Eau Claire,women,d3,2,56,0,0,0,0,0,0,0,0,0,D,Defender,0
Abby O'Brien,UNI,women,d1,2,56,0,0,0,0,0,0,0,0,0,D,Defender,0
Abby O'Connell,Albion,women,d3,1,46,0,0,3,3,0,0,0,0,0,M,Midfielder,0
Abby O'Connor,Carnegie Mellon,women,d3,1,45,0,0,0,0,0,0,0,0,0,GK,Goalkeeper,0
Abby Olsen,Utah Tech,women,d1,1,72,1,0,1,1,0,0,0,0,0,D,Defender,2
Abby Paloranta,Saint Benedict,women,d3,2,76,0,0,1,0,0,0,0,0,0,"F, null",Forward,0
Abby Parsons,Eastern Mich.,women,d1,2,37,0,0,0,0,0,0,0,0,0,D,Defender,0
Abby Payne,Ky. Wesleyan,women,d2,1,45,0,0,0,0,0,0,0,0,0,GK,Goalkeeper,0
Abby Picollo,Widener,women,d3,2,114,0,0,2,1,0,0,0,0,1,M,Midfielder,0
Abby Reinl,Eastern Ill.,women,d1,2,143,3,0,3,3,0,0,0,0,2,F,Forward,6
Abby Reisz,Pittsburgh,women,d1,1,90,0,0,0,0,0,0,3,2,0,GK,Goalkeeper,0
Abby Rosebur,Augsburg,women,d3,2,67,0,0,2,0,0,0,0,0,1,D,Defender,0
Abby Rowley,Alvernia,women,d3,1,90,0,0,0,0,0,0,3,1,0,GK,Goalkeeper,0
Abby Rudolph,SUNY Potsdam,women,d3,1,90,0,0,0,0,0,0,0,0,2,D,Defender,0
Abby Ruhland,Marquette,women,d1,1,9,0,0,0,0,0,0,0,0,0,F,Forward,0
Abby Sanzotta,Greensboro,women,d3,1,48,0,0,0,0,0,0,0,0,0,D,Defender,0
Abby Scanlan,Alfred,women,d3,1,60,0,2,3,2,0,0,0,0,0,f,Forward,2
Abby Skiff,Iowa,women,d1,2,125,0,0,1,1,0,0,0,0,2,M,Midfielder,0
Abby Smith,Abilene Christian,women,d1,2,124,0,0,3,1,0,0,0,0,0,M,Midfielder,0
Abby Smith,Montana,women,d1,1,20,0,0,0,0,0,0,0,0,0,F,Forward,0
Abby Smith,N.C. Wesleyan,women,d3,1,57,0,0,1,1,0,0,0,0,1,null,Unknown,0
Abby Stair,Alvernia,women,d3,1,90,0,0,0,0,0,0,0,0,0,M,Midfielder,0
Abby Stephens,Arcadia,women,d3,2,174,1,0,3,1,0,0,0,0,8,M,Midfielder,2
Abby Stoeck,Milwaukee,women,d1,2,81,0,0,0,0,0,0,0,0,2,M,Midfielder,0
Abby Stover,Geneva,women,d3,2,162,0,0,4,2,0,0,0,0,2,"M, null",Midfielder,0
Abby Sudkamp,Loyola Chicago,women,d1,2,180,0,0,1,0,0,0,0,0,1,D,Defender,0
Abby Sweeney,Juniata,women,d3,2,128,0,0,1,0,0,0,0,0,0,null,Unknown,0
Abby Szymkowiak,Fredonia,women,d3,1,90,0,0,0,0,0,0,8,1,0,GK,Goalkeeper,0
Abby Toso,MSU Moorhead,women,d1,1,70,0,0,0,0,0,0,0,0,0,M,Midfielder,0
Abby Udowenko,Seton Hall,women,d1,2,126,0,1,1,0,0,0,0,0,1,F,Forward,1
Abby Walsh,Radford,women,d1,1,28,1,0,1,1,0,0,0,0,1,null,Unknown,2
Abby Warchus,MUW,women,d3,2,180,0,1,0,0,1,0,0,0,2,null,Unknown,1
Abby Welker,CWRU,women,d3,2,77,0,0,6,2,0,0,0,0,1,M,Midfielder,0
Abby Werthman,Western Mich.,women,d1,2,167,1,2,4,1,0,0,0,0,3,F,Forward,4
Abby Widener,Ohio Christian,women,d3,1,90,0,0,0,0,0,0,0,0,1,null,Unknown,0
Abby Wiedermann,Western Ky.,women,d1,2,138,0,0,1,0,0,0,0,0,0,D,Defender,0
Abby Winkler,Pacific Lutheran,women,d3,2,180,0,0,0,0,0,0,14,2,0,GK,Goalkeeper,0
Abby Witzel,McDaniel,women,d3,2,78,2,0,5,2,0,0,0,0,0,"M, m",Midfielder,4
Abby Wong,Maine Maritime,women,d3,1,90,1,0,4,2,0,0,0,0,0,null,Unknown,2
Abby Wonnacott,Alma,women,d3,2,30,0,0,0,0,0,0,0,0,1,D,Defender,0
Abby Woodford,Waynesburg,women,d3,1,37,0,0,0,0,0,0,0,0,0,D,Defender,0
Abby Wright,Bethel (MN),women,d3,1,90,0,0,0,0,0,0,4,2,1,GK,Goalkeeper,0
Abby Wright,Samford,women,d1,1,12,0,0,0,0,0,0,0,0,0,D,Defender,0
Abby Zugay,Michigan,women,d1,2,97,0,0,2,1,0,0,0,0,5,M,Midfielder,0
Abby-Lee Sanogo,Lehigh,women,d1,1,15,0,0,1,0,0,0,0,0,0,D,Defender,0
Abella Hunter,Oregon,women,d1,2,180,0,0,4,1,0,0,0,0,2,M,Midfielder,0
Abi Edwards,Wheaton (IL),women,d3,1,29,0,0,2,0,0,0,0,0,0,null,Unknown,0
Abi Major,North Texas,women,d1,2,140,0,0,3,0,0,0,0,0,1,D,Defender,0
Abi Pollet,Agnes Scott,women,d3,1,16,0,0,0,0,0,0,0,0,0,null,Unknown,0
Abi Pollett,Agnes Scott,women,d3,1,17,0,0,0,0,0,0,0,0,0,null,Unknown,0
Abi Roberts,North Dakota St.,women,d1,1,9,0,0,0,0,0,0,0,0,0,F,Forward,0
Abigail Affleck,Utah,women,d1,2,56,0,0,0,0,0,0,0,0,4,F,Forward,0
Abigail Akerson,Columbus St.,women,d2,1,45,0,0,1,0,0,0,0,0,1,M,Midfielder,0
Abigail Alicandro,Western New Eng.,women,d3,1,90,0,0,1,0,0,0,0,0,0,D,Defender,0
Abigail Ault,Pitt.-Greensburg,women,d3,1,33,0,0,0,0,0,0,0,0,0,null,Unknown,0
Abigail Bateman,Pitt.-Bradford,women,d3,1,46,0,0,1,1,0,0,0,0,1,M,Midfielder,0
Abigail Bianchi,SUNY Potsdam,women,d3,1,79,0,0,0,0,0,0,0,0,0,null,Unknown,0
Abigail Bishara,Cornell,women,d1,2,171,0,0,2,0,0,0,0,0,2,M,Midfielder,0
Abigail Blake,Earlham,women,d3,2,51,0,0,0,0,0,0,0,0,2,M,Midfielder,0
Abigail Borra,Farmingdale St.,women,d3,2,120,0,0,2,1,1,0,0,0,1,D,Defender,0
Abigail Butler,St. Joseph's (L.I.),women,d3,1,34,0,0,1,0,0,0,0,0,1,F,Forward,0
Abigail Carroll,Delaware St.,women,d1,2,71,0,0,1,1,0,0,0,0,1,D,Defender,0
Abigail Casey,UTSA,women,d1,2,29,0,0,0,0,0,0,0,0,1,M,Midfielder,0
Abigail Chest,Farmingdale St.,women,d3,2,128,0,1,0,0,0,0,0,0,2,null,Unknown,1
Abigail Colton,San Diego,women,d1,1,57,0,1,0,0,0,0,0,0,2,M,Midfielder,1
Abigail Cox,Rutgers,women,d1,1,44,0,0,0,0,0,0,0,0,1,F,Forward,0
Abigail Cushing,Holy Cross,women,d1,2,132,1,1,5,3,0,0,0,0,2,F,Forward,3
Abigail Davis,Tennessee Tech,women,d1,2,180,0,0,0,0,0,0,0,0,0,D,Defender,0
Abigail Devine,St. John Fisher,women,d3,1,33,0,0,1,1,0,0,0,0,0,F,Forward,0
Abigail Dibble,High Point,women,d1,2,117,0,0,2,1,0,0,0,0,2,M,Midfielder,0
Abigail Droner,Georgetown,women,d1,1,8,0,0,0,0,0,0,0,0,0,F,Forward,0
Abigail Fike,Bellarmine,women,d1,2,180,0,0,0,0,1,0,0,0,2,D,Defender,0
Abigail Fitzsimmons,Gettysburg,women,d3,1,42,0,0,1,0,0,0,0,0,0,F,Forward,0
Abigail Frew,Penn St. Harrisburg,women,d3,2,168,0,0,1,0,0,0,0,0,0,null,Unknown,0
Abigail Fuchs,Arcadia,women,d3,2,180,0,0,0,0,0,0,14,1,1,GK,Goalkeeper,0
Abigail Hart,Curry,women,d3,1,61,0,0,0,0,0,0,0,0,0,d,Defender,0
Abigail Herren,Fresno St.,women,d1,2,108,1,0,6,2,0,0,0,0,1,M,Midfielder,2
Abigail Hickman,Mary Hardin-Baylor,women,d3,2,99,0,0,2,1,0,0,0,0,1,M,Midfielder,0
Abigail Hughes,SUNY Poly,women,d3,2,180,0,0,0,0,0,0,0,0,0,M,Midfielder,0
Abigail Incorvaia,Syracuse,women,d1,2,26,0,0,1,1,0,0,0,0,0,M,Midfielder,0
Abigail Jackson,Redlands,women,d3,1,32,0,0,2,1,0,0,0,0,0,null,Unknown,0
Abigail Johnson,WPI,women,d3,1,48,1,0,4,3,0,0,0,0,1,F,Forward,2
Abigail Knight,Mary Washington,women,d3,1,8,0,0,0,0,0,0,0,0,0,null,Unknown,0
Abigail Lamers,Luther,women,d3,1,90,0,0,0,0,0,0,0,0,1,D,Defender,0
Abigail Medlin,Hardin-Simmons,women,d3,1,75,0,0,0,0,0,0,0,0,0,GK,Goalkeeper,0
Abigail Miller,Elmhurst,women,d3,2,42,0,0,0,0,0,0,0,0,0,"D, null",Defender,0
Abigail Mills,Vermont,women,d1,1,33,0,0,0,0,0,0,0,0,2,D,Defender,0
Abigail Ortolano,Boston U.,women,d1,1,26,0,0,0,0,0,0,0,0,0,M,Midfielder,0
Abigail Parker,Franciscan,women,d3,1,79,0,0,0,0,0,0,0,0,0,D,Defender,0
Abigail Pratt,Framingham St.,women,d3,1,90,0,0,1,1,0,0,0,0,0,d/m,Midfielder,0
Abigail Rabideau,St. Norbert,women,d3,2,76,0,0,2,1,0,0,0,0,0,F,Forward,0
Abigail Roche,Stony Brook,women,d1,2,75,0,0,1,0,0,0,0,0,0,D,Defender,0
Abigail Ross,Lipscomb,women,d1,2,69,0,0,1,0,0,0,0,0,0,null,Unknown,0
Abigail Roy,Manhattanville,women,d3,1,39,0,0,0,0,0,0,0,0,0,null,Unknown,0
Abigail Santana,Creighton,women,d1,2,162,0,0,0,0,0,0,0,0,1,M,Midfielder,0
Abigail Schilling,Western Ill.,women,d1,2,105,0,0,0,0,0,0,0,0,0,M,Midfielder,0
Abigail Seawright,Pacific,women,d1,1,32,0,0,0,0,0,0,0,0,0,D,Defender,0
Abigail Shea,Bridgewater St.,women,d3,1,72,0,0,3,0,0,0,0,0,1,M,Midfielder,0
Abigail Sheets,Crown (MN),women,d3,1,25,0,0,0,0,0,0,0,0,0,D,Defender,0
Abigail Siddall,Washington St.,women,d1,2,59,0,0,2,1,0,0,0,0,2,F,Forward,0
Abigail Singer,King's (PA),women,d3,1,32,0,0,0,0,0,0,0,0,0,F,Forward,0
Abigail Souza,Nevada,women,d1,2,176,0,1,1,0,0,0,0,0,0,D,Defender,1
Abigail Stager,Kentucky,women,d1,2,42,0,0,1,0,0,0,0,0,0,F,Forward,0
Abigail Tober,Merrimack,women,d1,2,56,0,0,0,0,0,0,0,0,0,D,Defender,0
Abigail Turner,Asbury,women,d3,1,31,0,0,0,0,0,0,0,0,0,F,Forward,0
Abigail Umhoefer,Lycoming,women,d3,2,62,0,1,1,0,0,0,0,0,0,F,Forward,1
Abigail Watson,Wash. & Lee,women,d3,2,51,0,0,1,1,0,0,0,0,0,null,Unknown,0
Abigail Wilson,UIW,women,d1,2,84,0,0,0,0,0,0,0,0,1,M,Midfielder,0
Abigail Wishart,Lebanon Valley,women,d3,1,13,0,0,0,0,0,0,0,0,0,M,Midfielder,0
Abigail Witten,North Ala.,women,d1,2,28,0,1,0,0,0,0,0,0,0,F,Forward,1
Abigail Wood,Valley Forge,women,d3,1,90,0,0,0,0,0,0,13,4,0,GK,Goalkeeper,0
Abigail Wooten,Samford,women,d1,1,48,0,0,2,1,0,0,0,0,1,M,Midfielder,0
Abigail Wysong,St. Bonaventure,women,d1,1,17,0,0,0,0,0,1,0,0,0,null,Unknown,0
Abigail Zerm,Oglethorpe,women,d3,1,36,0,0,4,2,0,0,0,0,0,M,Midfielder,0
Abigale Baker,Haverford,women,d3,2,180,0,0,0,0,0,0,0,0,2,D,Defender,0
Abigale King,Framingham St.,women,d3,1,51,0,0,0,0,0,0,0,0,0,null,Unknown,0
Abigial Allen,SUNY Delhi,women,d3,1,23,0,0,0,0,0,0,0,0,0,null,Unknown,0
Abrielle Miller,Lebanon Valley,women,d3,1,76,0,1,2,1,0,0,0,0,1,F,Forward,1
Abygaelle Normand,Campbell,women,d1,2,135,0,0,0,0,0,0,0,0,2,D,Defender,0
Abygale Luddington,Buena Vista,women,d3,2,49,0,1,1,1,0,0,0,0,0,M,Midfielder,1
Acadia Evans,Hilbert,women,d3,1,84,1,0,2,1,0,0,0,0,0,M,Midfielder,2
Ada Forbes,Gordon,women,d3,1,90,0,0,0,0,0,0,0,0,0,F,Forward,0
Ada Henschien Aarsaether,Boston College,women,d1,2,48,1,0,2,1,0,0,0,0,0,F,Forward,2
Ada Souders,Centre,women,d2,1,11,0,0,0,0,0,0,0,0,0,M,Midfielder,0
Adalee Christenson,Berry,women,d3,2,59,1,0,6,4,0,0,0,0,1,M,Midfielder,2
Adastra Cuiffo,Penn St.-Berks,women,d3,1,40,0,0,0,0,0,0,0,0,0,null,Unknown,0
Adayah Wood,MUW,women,d3,2,180,0,0,0,0,0,0,0,0,0,D,Defender,0
Addi Banks,Piedmont,women,d3,3,111,1,0,3,3,0,0,0,0,0,"F, null",Unknown,2
Addi Christian,Sam Houston,women,d1,2,39,0,0,0,0,0,0,0,0,0,D,Defender,0
Addi Curtis,Westminster (MO),women,d3,1,90,0,0,0,0,0,0,0,0,0,null,Unknown,0
